system:index,B11,B2,B3,B4,B8,SCL,.geo
0,2091,7780,7920,7968,8240,8,"{""type"":""Point"",""coordinates"":[73.8929834619457,18.51149217460473]}"
1,2091,7780,7924,7992,8232,8,"{""type"":""Point"",""coordinates"":[73.89307818311032,18.511492728978826]}"
2,2096,7768,7920,7944,8240,8,"{""type"":""Point"",""coordinates"":[73.89317290427829,18.5114932833055]}"
3,2096,7744,7892,7960,8264,8,"{""type"":""Point"",""coordinates"":[73.89326762544958,18.51149383758477]}"
4,2077,7752,7880,7944,8264,8,"{""type"":""Point"",""coordinates"":[73.89336234662424,18.51149439181662]}"
5,2077,7780,7924,7960,8200,8,"{""type"":""Point"",""coordinates"":[73.89345706780223,18.511494946001054]}"
6,2089,7816,7924,7972,8208,8,"{""type"":""Point"",""coordinates"":[73.89355178898359,18.51149550013808]}"
7,2089,7752,7892,7940,8224,8,"{""type"":""Point"",""coordinates"":[73.89364651016825,18.511496054227685]}"
8,2091,7752,7880,7944,8208,8,"{""type"":""Point"",""coordinates"":[73.8937412313563,18.511496608269873]}"
9,2091,7768,7884,7944,8180,8,"{""type"":""Point"",""coordinates"":[73.89383595254768,18.51149716226465]}"
10,2091,7752,7912,7928,8200,8,"{""type"":""Point"",""coordinates"":[73.8939306737424,18.51149771621201]}"
11,2091,7768,7892,7944,8232,8,"{""type"":""Point"",""coordinates"":[73.89402539494047,18.511498270111957]}"
12,2094,7772,7892,7920,8248,8,"{""type"":""Point"",""coordinates"":[73.89412011614189,18.511498823964487]}"
13,2094,7728,7852,7900,8200,8,"{""type"":""Point"",""coordinates"":[73.89421483734664,18.5114993777696]}"
14,2096,7728,7868,7936,8208,8,"{""type"":""Point"",""coordinates"":[73.89430955855474,18.511499931527304]}"
15,2096,7716,7884,7900,8216,8,"{""type"":""Point"",""coordinates"":[73.89440427976619,18.511500485237587]}"
16,2099,7692,7828,7900,8200,8,"{""type"":""Point"",""coordinates"":[73.89449900098097,18.51150103890046]}"
17,2099,7728,7852,7956,8232,8,"{""type"":""Point"",""coordinates"":[73.89459372219912,18.511501592515913]}"
18,2098,7716,7852,7968,8216,8,"{""type"":""Point"",""coordinates"":[73.89468844342058,18.511502146083956]}"
19,2098,7740,7876,7964,8164,8,"{""type"":""Point"",""coordinates"":[73.8947831646454,18.511502699604584]}"
20,2091,7744,7892,7972,8240,8,"{""type"":""Point"",""coordinates"":[73.8929840430698,18.511401809991934]}"
21,2091,7704,7868,7992,8232,8,"{""type"":""Point"",""coordinates"":[73.89307876418471,18.511402364363132]}"
22,2096,7752,7912,7944,8240,8,"{""type"":""Point"",""coordinates"":[73.89317348530297,18.511402918686915]}"
23,2096,7736,7884,7968,8180,8,"{""type"":""Point"",""coordinates"":[73.89326820642457,18.511403472963284]}"
24,2077,7752,7884,7992,8232,8,"{""type"":""Point"",""coordinates"":[73.89336292754953,18.51140402719224]}"
25,2077,7744,7892,7944,8208,8,"{""type"":""Point"",""coordinates"":[73.89345764867784,18.511404581373778]}"
26,2089,7784,7880,7960,8232,8,"{""type"":""Point"",""coordinates"":[73.89355236980948,18.5114051355079]}"
27,2089,7752,7860,7960,8208,8,"{""type"":""Point"",""coordinates"":[73.89364709094447,18.51140568959461]}"
28,2091,7752,7860,7972,8200,8,"{""type"":""Point"",""coordinates"":[73.89374181208281,18.511406243633907]}"
29,2091,7780,7912,7972,8200,8,"{""type"":""Point"",""coordinates"":[73.89383653322449,18.51140679762579]}"
30,2091,7728,7892,7904,8200,8,"{""type"":""Point"",""coordinates"":[73.8939312543695,18.511407351570252]}"
31,2091,7736,7860,7916,8148,8,"{""type"":""Point"",""coordinates"":[73.89402597551786,18.511407905467305]}"
32,2094,7736,7840,7920,8192,8,"{""type"":""Point"",""coordinates"":[73.89412069666959,18.51140845931694]}"
33,2094,7684,7868,7920,8192,8,"{""type"":""Point"",""coordinates"":[73.89421541782465,18.511409013119163]}"
34,2096,7736,7856,7944,8208,8,"{""type"":""Point"",""coordinates"":[73.89431013898306,18.51140956687397]}"
35,2096,7736,7856,7960,8232,8,"{""type"":""Point"",""coordinates"":[73.8944048601448,18.51141012058136]}"
36,2099,7736,7840,7920,8200,8,"{""type"":""Point"",""coordinates"":[73.89449958130989,18.51141067424134]}"
37,2099,7700,7868,7944,8180,8,"{""type"":""Point"",""coordinates"":[73.89459430247832,18.511411227853902]}"
38,2098,7680,7856,7960,8172,8,"{""type"":""Point"",""coordinates"":[73.89468902365009,18.51141178141905]}"
39,2098,7704,7848,7916,8148,8,"{""type"":""Point"",""coordinates"":[73.89478374482522,18.511412334936782]}"
40,2101,7736,7912,7968,8180,8,"{""type"":""Point"",""coordinates"":[73.89298462419053,18.51131144537827]}"
41,2101,7736,7856,7940,8224,8,"{""type"":""Point"",""coordinates"":[73.89307934525576,18.511311999746567]}"
