system:index,B11,B2,B3,B4,B8,SCL,.geo
0,4041,7456,6988,6456,6608,9,"{""type"":""Point"",""coordinates"":[73.82760003596032,18.72246285638391]}"
1,4029,7516,6940,6400,6556,9,"{""type"":""Point"",""coordinates"":[73.82769487181726,18.722463449937305]}"
2,4029,7536,6916,6352,6488,9,"{""type"":""Point"",""coordinates"":[73.82778970767774,18.72246404344271]}"
3,3962,7392,7000,6444,6504,9,"{""type"":""Point"",""coordinates"":[73.82760065893432,18.72237249585622]}"
4,3850,7504,6984,6400,6552,9,"{""type"":""Point"",""coordinates"":[73.8276954947409,18.722373089406542]}"
5,3850,7456,6900,6380,6584,9,"{""type"":""Point"",""coordinates"":[73.827790330551,18.722373682908877]}"
6,3962,7340,7064,6520,6480,9,"{""type"":""Point"",""coordinates"":[73.8275064461521,18.7222815417324]}"
7,3962,7364,7064,6460,6452,9,"{""type"":""Point"",""coordinates"":[73.82760128190475,18.72228213532764]}"
8,3850,7368,7012,6432,6540,9,"{""type"":""Point"",""coordinates"":[73.82769611766093,18.72228272887489]}"
9,3850,7392,6988,6460,6540,9,"{""type"":""Point"",""coordinates"":[73.8277909534207,18.72228332237415]}"
10,3939,7340,7052,6544,6420,9,"{""type"":""Point"",""coordinates"":[73.82750706916934,18.722191181206]}"
11,3939,7308,7056,6508,6440,9,"{""type"":""Point"",""coordinates"":[73.82760190487161,18.72219177479817]}"
12,3826,7300,7012,6488,6456,9,"{""type"":""Point"",""coordinates"":[73.82769674057745,18.722192368342352]}"
13,3826,7376,7104,6480,6480,9,"{""type"":""Point"",""coordinates"":[73.82779157628686,18.722192961838537]}"
14,3939,7280,6984,6624,6396,9,"{""type"":""Point"",""coordinates"":[73.82750769218302,18.722100820678715]}"
15,3939,7236,7012,6544,6432,9,"{""type"":""Point"",""coordinates"":[73.82760252783493,18.722101414267808]}"
16,3826,7280,7044,6460,6412,9,"{""type"":""Point"",""coordinates"":[73.8276973634904,18.722102007808918]}"
17,3826,7308,7080,6488,6468,9,"{""type"":""Point"",""coordinates"":[73.82779219914943,18.722102601302034]}"
18,3960,7256,6944,6652,6288,9,"{""type"":""Point"",""coordinates"":[73.82750831519311,18.722010460150532]}"
19,3960,7232,6984,6576,6396,9,"{""type"":""Point"",""coordinates"":[73.82760315079467,18.722011053736555]}"
20,3910,7208,7000,6520,6356,9,"{""type"":""Point"",""coordinates"":[73.82769798639978,18.72201164727459]}"
21,3910,7176,7012,6544,6380,9,"{""type"":""Point"",""coordinates"":[73.82779282200846,18.722012240764638]}"
22,3960,7228,6900,6652,6216,9,"{""type"":""Point"",""coordinates"":[73.82750893819967,18.721920099621464]}"
23,3960,7176,6908,6624,6288,9,"{""type"":""Point"",""coordinates"":[73.82760377375085,18.721920693204414]}"
24,3910,7148,6916,6600,6236,9,"{""type"":""Point"",""coordinates"":[73.82769860930561,18.72192128673938]}"
25,3910,7148,6988,6592,6312,9,"{""type"":""Point"",""coordinates"":[73.82779344486391,18.721921880226354]}"
26,4084,7140,6864,6624,6212,9,"{""type"":""Point"",""coordinates"":[73.82750956120266,18.721829739091504]}"
27,4084,7120,6832,6624,6256,9,"{""type"":""Point"",""coordinates"":[73.82760439670349,18.72183033267138]}"
28,4015,7116,6832,6664,6256,9,"{""type"":""Point"",""coordinates"":[73.82769923220786,18.721830926203275]}"
29,4015,7148,6900,6688,6236,9,"{""type"":""Point"",""coordinates"":[73.82779406771583,18.72183151968718]}"
30,2664,7064,6432,5944,5760,9,"{""type"":""Point"",""coordinates"":[73.71803359499536,18.56198466148475]}"
31,2720,6996,6444,6024,5744,9,"{""type"":""Point"",""coordinates"":[73.7181283379204,18.561985305146987]}"
32,2720,6932,6444,6036,5716,9,"{""type"":""Point"",""coordinates"":[73.7182230808493,18.561985948761684]}"
33,2723,6964,6416,6040,5640,9,"{""type"":""Point"",""coordinates"":[73.71831782378207,18.56198659232884]}"
34,2723,6900,6364,6056,5704,9,"{""type"":""Point"",""coordinates"":[73.71841256671875,18.561987235848452]}"
35,2723,6828,6292,6080,5628,9,"{""type"":""Point"",""coordinates"":[73.7185073096593,18.561987879320522]}"
36,2723,6708,6240,6056,5592,9,"{""type"":""Point"",""coordinates"":[73.71860205260371,18.56198852274505]}"
37,2764,6960,6364,6024,5844,9,"{""type"":""Point"",""coordinates"":[73.71803426991386,18.561894303138597]}"
38,2813,6952,6416,6100,5796,9,"{""type"":""Point"",""coordinates"":[73.71812901278903,18.56189494679748]}"
