system:index,B11,B2,B3,B4,B8,SCL,.geo
0,2033,7872,8012,8116,8408,8,"{""type"":""Point"",""coordinates"":[73.98334932594535,18.479827674653684]}"
1,2033,7868,8040,8104,8440,8,"{""type"":""Point"",""coordinates"":[73.98344403248957,18.479828182938377]}"
2,2025,7896,8024,8076,8424,8,"{""type"":""Point"",""coordinates"":[73.98353873903683,18.47982869117574]}"
3,2025,7868,8012,8100,8424,8,"{""type"":""Point"",""coordinates"":[73.98363344558719,18.479829199365767]}"
4,2014,7828,8012,8060,8456,8,"{""type"":""Point"",""coordinates"":[73.9837281521406,18.479829707508465]}"
5,2014,7828,7980,8076,8392,8,"{""type"":""Point"",""coordinates"":[73.9838228586971,18.479830215603823]}"
6,2025,7876,8028,8084,8400,8,"{""type"":""Point"",""coordinates"":[73.98391756525665,18.479830723651855]}"
7,2025,7848,8004,8076,8440,8,"{""type"":""Point"",""coordinates"":[73.98401227181927,18.479831231652547]}"
8,2033,7896,8032,8104,8384,8,"{""type"":""Point"",""coordinates"":[73.98334985865846,18.47973730708298]}"
9,2033,7872,8012,8076,8456,8,"{""type"":""Point"",""coordinates"":[73.98344456515306,18.47973781536502]}"
10,2025,7904,8032,8076,8440,8,"{""type"":""Point"",""coordinates"":[73.98353927165073,18.479738323599722]}"
11,2025,7872,8032,8100,8424,8,"{""type"":""Point"",""coordinates"":[73.98363397815147,18.47973883178709]}"
12,2014,7868,8004,8040,8440,8,"{""type"":""Point"",""coordinates"":[73.98372868465528,18.479739339927125]}"
13,2014,7904,7992,8076,8424,8,"{""type"":""Point"",""coordinates"":[73.98382339116218,18.479739848019825]}"
14,2025,7912,8012,8104,8424,8,"{""type"":""Point"",""coordinates"":[73.98391809767213,18.479740356065196]}"
15,2025,7852,8028,8056,8456,8,"{""type"":""Point"",""coordinates"":[73.98401280418514,18.47974086406323]}"
16,2018,7868,8056,8076,8456,8,"{""type"":""Point"",""coordinates"":[73.98335039136849,18.479646939511415]}"
17,2018,7896,8052,8076,8424,8,"{""type"":""Point"",""coordinates"":[73.9834450978135,18.47964744779079]}"
18,2019,7920,8060,8084,8400,8,"{""type"":""Point"",""coordinates"":[73.98353980426155,18.47964795602283]}"
19,2019,7896,8052,8076,8424,8,"{""type"":""Point"",""coordinates"":[73.98363451071269,18.47964846420754]}"
20,2016,7872,8040,8060,8384,8,"{""type"":""Point"",""coordinates"":[73.9837292171669,18.479648972344915]}"
21,2016,7920,8004,8076,8400,8,"{""type"":""Point"",""coordinates"":[73.98382392362419,18.47964948043496]}"
22,2027,7896,7988,8084,8440,8,"{""type"":""Point"",""coordinates"":[73.98391863008453,18.479649988477668]}"
23,2027,7852,8080,8060,8440,8,"{""type"":""Point"",""coordinates"":[73.98401333654796,18.47965049647305]}"
24,2082,7740,7852,7872,8216,8,"{""type"":""Point"",""coordinates"":[74.01481219699708,18.476469454535422]}"
25,2082,7740,7840,7880,8264,8,"{""type"":""Point"",""coordinates"":[74.01490690261103,18.476469947004546]}"
26,2082,7728,7832,7852,8240,8,"{""type"":""Point"",""coordinates"":[74.01500160822793,18.476470439426343]}"
27,2082,7740,7840,7872,8216,8,"{""type"":""Point"",""coordinates"":[74.01509631384782,18.476470931800815]}"
28,2070,7716,7840,7852,8248,8,"{""type"":""Point"",""coordinates"":[74.01519101947068,18.47647142412796]}"
29,2070,7716,7812,7812,8200,8,"{""type"":""Point"",""coordinates"":[74.01528572509652,18.47647191640778]}"
30,2086,7728,7828,7840,8264,8,"{""type"":""Point"",""coordinates"":[74.01481271312505,18.47637908606102]}"
31,2086,7764,7812,7828,8248,8,"{""type"":""Point"",""coordinates"":[74.01490741868939,18.476379578527567]}"
32,2077,7764,7832,7812,8264,8,"{""type"":""Point"",""coordinates"":[74.01500212425671,18.476380070946785]}"
33,2077,7716,7828,7848,8216,8,"{""type"":""Point"",""coordinates"":[74.01509682982699,18.47638056331868]}"
34,2078,7740,7808,7848,8208,8,"{""type"":""Point"",""coordinates"":[74.01519153540025,18.47638105564325]}"
35,2078,7716,7804,7848,8240,8,"{""type"":""Point"",""coordinates"":[74.0152862409765,18.476381547920493]}"
36,2086,7740,7780,7848,8216,8,"{""type"":""Point"",""coordinates"":[74.01481322925004,18.476288717585746]}"
37,2086,7740,7832,7832,8208,8,"{""type"":""Point"",""coordinates"":[74.01490793476478,18.476289210049714]}"
38,2077,7764,7804,7824,8264,8,"{""type"":""Point"",""coordinates"":[74.0150026402825,18.476289702466357]}"
39,2077,7692,7808,7832,8216,8,"{""type"":""Point"",""coordinates"":[74.0150973458032,18.476290194835673]}"
40,2078,7728,7792,7824,8180,8,"{""type"":""Point"",""coordinates"":[74.01519205132686,18.476290687157668]}"
41,2078,7728,7768,7848,8232,8,"{""type"":""Point"",""coordinates"":[74.01528675685351,18.476291179432334]}"
42,2076,7716,7804,7856,8200,8,"{""type"":""Point"",""coordinates"":[74.01481374537205,18.476198349109595]}"
43,2076,7716,7804,7848,8240,8,"{""type"":""Point"",""coordinates"":[74.01490845083721,18.476198841570984]}"
44,2064,7740,7812,7824,8216,8,"{""type"":""Point"",""coordinates"":[74.01500315630533,18.476199333985047]}"
45,2064,7728,7808,7824,8200,8,"{""type"":""Point"",""coordinates"":[74.01509786177643,18.476199826351788]}"
46,2084,7700,7792,7804,8184,8,"{""type"":""Point"",""coordinates"":[74.01519256725051,18.476200318671204]}"
47,2084,7676,7784,7856,8184,8,"{""type"":""Point"",""coordinates"":[74.01528727272755,18.476200810943293]}"
48,2076,7716,7784,7848,8216,8,"{""type"":""Point"",""coordinates"":[74.0148142614911,18.47610798063257]}"
49,2076,7692,7824,7848,8240,8,"{""type"":""Point"",""coordinates"":[74.01490896690665,18.47610847309138]}"
50,2064,7716,7824,7832,8200,8,"{""type"":""Point"",""coordinates"":[74.01500367232516,18.476108965502867]}"
51,2064,7716,7808,7832,8216,8,"{""type"":""Point"",""coordinates"":[74.01509837774668,18.47610945786703]}"
52,2084,7704,7808,7832,8240,8,"{""type"":""Point"",""coordinates"":[74.01519308317116,18.47610995018387]}"
53,2084,7716,7808,7860,8180,8,"{""type"":""Point"",""coordinates"":[74.0152877885986,18.476110442453383]}"
54,1953,7360,7448,7500,7904,8,"{""type"":""Point"",""coordinates"":[73.96329108920746,18.74251130566805]}"
55,1945,7332,7484,7480,7856,8,"{""type"":""Point"",""coordinates"":[73.96338594060488,18.742511831070654]}"
56,1945,7340,7448,7456,7836,8,"{""type"":""Point"",""coordinates"":[73.96348079200546,18.742512356425202]}"
57,1958,7376,7436,7472,7904,8,"{""type"":""Point"",""coordinates"":[73.96357564340919,18.742512881731695]}"
58,1953,7348,7460,7492,7892,8,"{""type"":""Point"",""coordinates"":[73.96329164072179,18.742420941185156]}"
