system:index,B11,B2,B3,B4,B8,SCL,.geo
0,3828,4144,4050,3894,4184,9,"{""type"":""Point"",""coordinates"":[74.04276131163591,18.610723500511096]}"
1,3880,4034,3812,3714,4020,9,"{""type"":""Point"",""coordinates"":[74.04285609205728,18.610723982357165]}"
2,3880,3820,3550,3410,3828,9,"{""type"":""Point"",""coordinates"":[74.04295087248155,18.610724464155535]}"
3,3627,3394,3318,3120,3658,9,"{""type"":""Point"",""coordinates"":[74.04304565290872,18.610724945906206]}"
4,3627,2894,2906,2978,3206,9,"{""type"":""Point"",""coordinates"":[74.04314043333879,18.610725427609186]}"
5,3353,2620,2586,2702,3008,9,"{""type"":""Point"",""coordinates"":[74.04323521377177,18.610725909264467]}"
6,3353,2404,2460,2510,2902,9,"{""type"":""Point"",""coordinates"":[74.04332999420764,18.610726390872053]}"
7,3037,2326,2398,2432,2790,8,"{""type"":""Point"",""coordinates"":[74.0434247746464,18.610726872431943]}"
8,3037,2160,2320,2386,2750,8,"{""type"":""Point"",""coordinates"":[74.04351955508807,18.610727353944142]}"
9,2858,1888,2136,2206,2610,8,"{""type"":""Point"",""coordinates"":[74.04361433553264,18.61072783540864]}"
10,2858,1766,1918,2070,2484,8,"{""type"":""Point"",""coordinates"":[74.04370911598009,18.61072831682544]}"
11,2666,1682,1860,2040,2418,8,"{""type"":""Point"",""coordinates"":[74.04380389643046,18.61072879819455]}"
12,3278,3716,3642,3386,3828,9,"{""type"":""Point"",""coordinates"":[74.04276181703308,18.610633132568182]}"
13,3258,3312,3194,3154,3514,9,"{""type"":""Point"",""coordinates"":[74.04285659740442,18.610633614411743]}"
14,3258,3150,2924,2842,3354,9,"{""type"":""Point"",""coordinates"":[74.04295137777866,18.610634096207608]}"
15,3095,2828,2852,2766,3232,9,"{""type"":""Point"",""coordinates"":[74.0430461581558,18.610634577955775]}"
16,3095,2464,2674,2756,3008,9,"{""type"":""Point"",""coordinates"":[74.04314093853586,18.610635059656246]}"
17,2950,2342,2454,2524,2858,8,"{""type"":""Point"",""coordinates"":[74.04323571891881,18.610635541309023]}"
18,2950,2280,2328,2364,2790,8,"{""type"":""Point"",""coordinates"":[74.04333049930466,18.610636022914107]}"
19,2807,2088,2318,2258,2742,8,"{""type"":""Point"",""coordinates"":[74.04342527969341,18.61063650447149]}"
20,2807,1898,2116,2232,2570,8,"{""type"":""Point"",""coordinates"":[74.04352006008504,18.61063698598118]}"
21,2715,1774,2010,2170,2486,8,"{""type"":""Point"",""coordinates"":[74.04361484047959,18.610637467443173]}"
22,2715,1682,1886,2080,2338,8,"{""type"":""Point"",""coordinates"":[74.04370962087702,18.610637948857473]}"
23,2577,1572,1844,2026,2322,8,"{""type"":""Point"",""coordinates"":[74.04380440127737,18.61063843022408]}"
24,3278,3046,2924,2800,3348,9,"{""type"":""Point"",""coordinates"":[74.04276232242734,18.61054276462439]}"
25,3258,2742,2654,2674,3100,9,"{""type"":""Point"",""coordinates"":[74.04285710274866,18.61054324646544]}"
26,3258,2710,2566,2532,3028,9,"{""type"":""Point"",""coordinates"":[74.04295188307289,18.610543728258797]}"
27,3095,2586,2534,2488,3010,9,"{""type"":""Point"",""coordinates"":[74.0430466634,18.61054421000446]}"
28,3095,2326,2382,2424,2874,9,"{""type"":""Point"",""coordinates"":[74.04314144373002,18.610544691702426]}"
29,2950,2116,2180,2292,2714,8,"{""type"":""Point"",""coordinates"":[74.04323622406295,18.610545173352698]}"
30,2950,2070,2066,2184,2624,8,"{""type"":""Point"",""coordinates"":[74.04333100439878,18.610545654955274]}"
31,2807,1880,2030,2110,2574,8,"{""type"":""Point"",""coordinates"":[74.0434257847375,18.610546136510155]}"
32,2807,1742,1932,2126,2460,8,"{""type"":""Point"",""coordinates"":[74.04352056507912,18.610546618017338]}"
33,2715,1726,1968,2238,2352,8,"{""type"":""Point"",""coordinates"":[74.04361534542363,18.61054709947683]}"
34,2715,1692,1870,2158,2286,8,"{""type"":""Point"",""coordinates"":[74.04371012577107,18.610547580888625]}"
35,2577,1570,1836,2060,2326,8,"{""type"":""Point"",""coordinates"":[74.04380490612138,18.610548062252725]}"
36,3008,2468,2542,2524,3002,8,"{""type"":""Point"",""coordinates"":[74.04276282781869,18.610452396679715]}"
37,3015,2330,2382,2416,2846,8,"{""type"":""Point"",""coordinates"":[74.04285760808999,18.610452878518263]}"
38,3015,2228,2308,2286,2740,8,"{""type"":""Point"",""coordinates"":[74.04295238836418,18.610453360309112]}"
39,2896,2148,2180,2298,2688,8,"{""type"":""Point"",""coordinates"":[74.04304716864131,18.610453842052266]}"
40,2896,1988,1994,2268,2622,8,"{""type"":""Point"",""coordinates"":[74.0431419489213,18.610454323747728]}"
41,2725,1794,1902,2212,2518,8,"{""type"":""Point"",""coordinates"":[74.04323672920421,18.61045480539549]}"
42,2725,1806,1840,2142,2440,8,"{""type"":""Point"",""coordinates"":[74.04333150949,18.610455286995563]}"
43,2658,1766,1824,2134,2402,8,"{""type"":""Point"",""coordinates"":[74.04342628977871,18.61045576854794]}"
44,2658,1698,1882,2176,2386,8,"{""type"":""Point"",""coordinates"":[74.04352107007031,18.610456250052618]}"
45,2610,1766,1898,2240,2266,8,"{""type"":""Point"",""coordinates"":[74.0436158503648,18.610456731509608]}"
46,2610,1742,1850,2194,2306,8,"{""type"":""Point"",""coordinates"":[74.0437106306622,18.6104572129189]}"
47,2540,1594,1844,2056,2352,8,"{""type"":""Point"",""coordinates"":[74.04380541096249,18.61045769428049]}"
48,3008,2200,2342,2376,2798,8,"{""type"":""Point"",""coordinates"":[74.04276333320716,18.610362028734162]}"
49,3015,1998,2192,2240,2662,8,"{""type"":""Point"",""coordinates"":[74.04285811342842,18.6103625105702]}"
50,3015,1852,2164,2142,2596,8,"{""type"":""Point"",""coordinates"":[74.04295289365263,18.610362992358542]}"
51,2896,1736,2116,2248,2534,8,"{""type"":""Point"",""coordinates"":[74.04304767387968,18.610363474099195]}"
52,2896,1660,1980,2204,2510,8,"{""type"":""Point"",""coordinates"":[74.04314245410967,18.61036395579215]}"
53,2725,1646,1932,2192,2468,8,"{""type"":""Point"",""coordinates"":[74.04323723434256,18.610364437437408]}"
54,2725,1654,1870,2078,2386,8,"{""type"":""Point"",""coordinates"":[74.04333201457834,18.610364919034975]}"
55,2658,1638,1820,2122,2370,8,"{""type"":""Point"",""coordinates"":[74.04342679481701,18.610365400584843]}"
56,2658,1626,1904,2216,2274,8,"{""type"":""Point"",""coordinates"":[74.04352157505859,18.61036588208702]}"
57,2610,1614,1932,2212,2268,8,"{""type"":""Point"",""coordinates"":[74.04361635530306,18.6103663635415]}"
58,2610,1626,1848,2122,2274,8,"{""type"":""Point"",""coordinates"":[74.04371113555044,18.610366844948288]}"
59,2540,1566,1788,1982,2278,8,"{""type"":""Point"",""coordinates"":[74.0438059158007,18.61036732630738]}"
60,2888,1942,2090,2324,2654,8,"{""type"":""Point"",""coordinates"":[74.04276383859272,18.610271660787735]}"
61,2893,1878,2020,2276,2558,8,"{""type"":""Point"",""coordinates"":[74.04285861876397,18.610272142621266]}"
62,2893,1834,2076,2260,2580,8,"{""type"":""Point"",""coordinates"":[74.04295339893812,18.610272624407106]}"
63,2817,1684,2170,2324,2562,8,"{""type"":""Point"",""coordinates"":[74.04304817911517,18.610273106145247]}"
64,2817,1606,2096,2194,2522,8,"{""type"":""Point"",""coordinates"":[74.04314295929514,18.610273587835696]}"
65,2627,1570,2034,2106,2520,8,"{""type"":""Point"",""coordinates"":[74.043237739478,18.61027406947845]}"
66,2627,1570,1994,2086,2370,8,"{""type"":""Point"",""coordinates"":[74.04333251966376,18.61027455107351]}"
67,2572,1554,1948,2120,2314,8,"{""type"":""Point"",""coordinates"":[74.04342729985241,18.610275032620876]}"
