system:index,B11,B2,B3,B4,B8,SCL,.geo
0,2226,605,861,603,3182,4,"{""type"":""Point"",""coordinates"":[73.89270046101498,18.511309781988878]}"
1,2172,575,870,616,3096,4,"{""type"":""Point"",""coordinates"":[73.89279518207016,18.51131033649942]}"
2,2172,575,857,622,3064,4,"{""type"":""Point"",""coordinates"":[73.89288990312868,18.51131089096255]}"
3,2215,563,846,634,3024,4,"{""type"":""Point"",""coordinates"":[73.89298462419053,18.51131144537827]}"
4,2215,583,867,657,2900,4,"{""type"":""Point"",""coordinates"":[73.89307934525576,18.511311999746567]}"
5,2314,614,872,698,2742,4,"{""type"":""Point"",""coordinates"":[73.8931740663243,18.511312554067455]}"
6,2314,608,890,756,2740,4,"{""type"":""Point"",""coordinates"":[73.89326878739622,18.51131310834093]}"
7,2337,604,908,742,2812,4,"{""type"":""Point"",""coordinates"":[73.89336350847147,18.511313662566984]}"
8,2337,602,860,722,2856,4,"{""type"":""Point"",""coordinates"":[73.89345822955008,18.511314216745628]}"
9,2352,573,873,688,2842,4,"{""type"":""Point"",""coordinates"":[73.89355295063203,18.511314770876858]}"
10,2352,594,846,681,2844,4,"{""type"":""Point"",""coordinates"":[73.89364767171732,18.511315324960673]}"
11,2395,577,871,692,2852,4,"{""type"":""Point"",""coordinates"":[73.89374239280595,18.51131587899707]}"
12,2395,565,850,688,2819,4,"{""type"":""Point"",""coordinates"":[73.89383711389794,18.511316432986057]}"
13,2382,582,872,684,2840,4,"{""type"":""Point"",""coordinates"":[73.89393183499327,18.51131698692763]}"
14,2382,561,865,632,3028,4,"{""type"":""Point"",""coordinates"":[73.89402655609193,18.511317540821782]}"
15,2329,571,859,621,2944,4,"{""type"":""Point"",""coordinates"":[73.89412127719396,18.511318094668525]}"
16,2329,580,854,659,2823,4,"{""type"":""Point"",""coordinates"":[73.89421599829932,18.511318648467853]}"
17,2291,573,864,681,2768,4,"{""type"":""Point"",""coordinates"":[73.89431071940801,18.511319202219767]}"
18,2291,586,908,702,2759,4,"{""type"":""Point"",""coordinates"":[73.89440544052006,18.511319755924266]}"
19,2226,596,892,613,3156,4,"{""type"":""Point"",""coordinates"":[73.89270104228149,18.511219417383018]}"
20,2172,620,911,644,3152,4,"{""type"":""Point"",""coordinates"":[73.89279576328695,18.511219971890664]}"
21,2172,589,882,636,3160,4,"{""type"":""Point"",""coordinates"":[73.89289048429578,18.511220526350897]}"
22,2215,559,859,606,3206,4,"{""type"":""Point"",""coordinates"":[73.89298520530794,18.51122108076372]}"
23,2215,621,852,658,3053,4,"{""type"":""Point"",""coordinates"":[73.89307992632345,18.511221635129118]}"
24,2314,600,852,683,2900,4,"{""type"":""Point"",""coordinates"":[73.89317464734232,18.51122218944711]}"
25,2314,608,880,707,2868,4,"{""type"":""Point"",""coordinates"":[73.89326936836451,18.511222743717685]}"
26,2337,596,908,725,2890,4,"{""type"":""Point"",""coordinates"":[73.89336408939008,18.511223297940845]}"
27,2337,615,904,766,2939,4,"{""type"":""Point"",""coordinates"":[73.89345881041899,18.511223852116597]}"
28,2352,589,888,714,2928,4,"{""type"":""Point"",""coordinates"":[73.89355353145123,18.511224406244928]}"
29,2352,585,865,703,2901,4,"{""type"":""Point"",""coordinates"":[73.89364825248683,18.511224960325848]}"
