system:index,B2,B3,B4,B8,.geo
0,674,803,566,2547,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,558,680,547,1888,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,741,937,742,2095,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,514,705,518,2511,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,433,594,451,1831,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,680,876,803,2010,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,396,626,410,2938,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,472,579,491,1723,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,505,642,512,1866,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,371,544,372,2016,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,370,583,447,2374,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,399,558,391,2340,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,527,717,579,2078,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,515,723,560,1722,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,400,586,390,2766,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,454,602,429,2320,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,421,612,436,2528,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,340,594,404,2486,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,457,756,515,3360,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,467,676,516,2074,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,233,557,332,2399,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,415,698,589,2815,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,326,562,352,2620,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,620,755,935,1266,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,587,841,621,2609,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,915,1058,1001,1574,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,551,745,514,492,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,613,753,617,2412,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,623,852,728,2330,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,812,969,816,2360,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
