system:index,B2,B3,B4,B8,.geo
0,599,688,527,2454,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,557,594,529,1473,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,579,705,566,2078,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,678,735,605,1922,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,736,839,755,1350,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,611,745,615,2025,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,490,647,509,2000,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,513,590,542,1355,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,467,593,498,2084,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,455,549,469,1546,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,532,594,495,2038,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,592,703,632,1812,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,569,671,558,1510,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,641,687,586,1698,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,491,623,497,1958,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,439,547,389,2197,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,440,557,479,1234,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,467,597,496,1789,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,626,904,730,3420,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,515,592,494,2070,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,550,738,589,2366,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,587,766,646,2679,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,455,604,456,2358,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,918,1106,1408,1866,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,601,727,615,2291,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,792,912,847,1233,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,546,673,484,388,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,891,930,814,2482,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,761,838,791,1575,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,756,870,764,2160,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
