system:index,B2,B3,B4,B8,.geo
0,259,467,283,3825,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,324,656,410,3266,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,397,622,474,2720,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,258,623,365,4159,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,211,545,372,2632,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,326,623,494,3293,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,238,526,352,3350,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,348,648,473,2603,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,266,572,411,2919,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,292,496,364,3333,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,223,502,330,3632,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,134,393,186,3352,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,245,506,397,3056,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,270,452,454,2169,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,198,483,285,4388,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,267,556,301,3294,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,322,533,456,2812,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,358,799,441,3650,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,558,1058,862,3862,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,241,596,322,3162,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,328,774,514,3636,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,262,629,457,3453,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,289,622,492,2746,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,810,1062,1436,1848,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,461,691,822,2175,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,949,1266,1256,2142,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,336,544,325,275,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,311,690,438,3940,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,313,724,549,3410,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,326,722,542,3792,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
