system:index,B2,B3,B4,B8,.geo
0,5428,5316,5336,4896,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,864,839,756,1484,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,1238,1222,1184,1986,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,4348,4512,4508,4316,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,6768,6372,5972,5688,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,7564,7080,6752,6400,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,6708,6372,6036,5548,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,3970,3614,3318,3648,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,4006,3746,3408,3702,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,1164,1362,1620,1848,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,4264,4108,3694,3676,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,8256,7660,7284,6460,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,7564,6888,6416,5848,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,4212,4080,3812,4356,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,3674,3772,3670,4300,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,3322,2940,2622,3772,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,2978,2792,2388,3580,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,1748,1740,1490,3472,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,2586,2586,2366,3824,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,4396,4308,4136,4656,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,3418,3124,2814,3730,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,13312,12576,12096,10536,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,13368,12664,11976,10744,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,13392,12688,12080,10760,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,5268,5180,4980,4784,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,5912,5596,5384,5224,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,1732,1618,1182,1398,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,7104,6992,6924,6528,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,6436,6060,5640,5908,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,5796,5516,5180,5348,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
