system:index,B2,B3,B4,B8,.geo
0,15856,14784,13792,13000,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,10072,9504,9056,8188,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,1814,1638,1544,2094,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,6568,5996,5348,5744,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,5260,4960,4752,4856,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,2264,2322,2282,2792,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,1976,1810,1700,2750,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,3720,3486,3146,4112,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,3864,3758,3428,4224,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,4492,4312,4124,4684,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,2832,2688,2404,4012,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,5800,5424,5108,5008,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,2728,2708,2568,3142,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,1686,2752,3504,2806,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,2170,2172,1742,3958,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,2512,2534,2314,4072,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,995,1154,874,3504,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,4440,4332,4120,4640,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,3580,3360,3152,4090,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,1334,1428,1326,3144,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,1154,1454,1164,4264,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,10704,9728,9104,8496,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,10224,9304,8424,8052,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,10360,9720,9304,8200,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,10616,9736,9176,8164,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,11080,10008,9000,8400,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,8840,8408,8040,7372,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,10824,10224,9816,8936,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,10784,10072,9344,9144,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,6496,6180,5968,5704,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
