system:index,B2,B3,B4,B8,.geo
0,420,475,323,1919,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,621,788,592,2432,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,599,813,558,2319,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,562,735,496,3110,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,548,606,458,2294,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,630,780,620,2048,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,441,551,361,1921,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,565,637,499,1773,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,478,519,399,1224,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,550,690,512,2500,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,539,621,446,2472,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,555,713,489,2982,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,439,550,403,2924,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,573,716,576,2125,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,1290,1062,712,3519,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,6176,6380,6248,6332,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,874,1104,858,3089,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,4396,4120,3676,4716,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,868,1070,759,4046,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,368,380,271,811,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,4476,4376,4364,4283,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,544,694,442,2788,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,527,724,465,3177,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,5156,4708,4192,4283,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,463,700,425,3408,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,997,1160,1074,1920,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,393,560,354,299,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,535,706,518,2994,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,755,863,706,2678,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,639,828,675,2646,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
