system:index,B2,B3,B4,B8,.geo
0,522,695,477,3660,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,601,858,646,2856,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,675,843,711,2684,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,627,790,667,2902,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,576,676,615,2332,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,655,838,833,2844,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,580,780,652,3156,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,666,839,754,2146,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,581,757,618,2338,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,619,739,663,2386,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,539,708,525,3544,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,543,702,567,3066,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,601,797,664,2924,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,644,780,788,1968,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,543,731,561,3618,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,560,717,601,2578,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,586,716,657,2680,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,669,947,703,3012,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,774,1038,959,3184,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,662,802,783,2148,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,620,1022,643,3566,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,620,836,818,2580,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,564,745,681,2332,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,1001,1230,1572,2024,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,713,886,926,2172,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,846,1012,1032,1714,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,603,810,579,518,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,611,832,694,3286,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,730,966,933,2322,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,715,923,848,2792,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
