system:index,B2,B3,B4,B8,.geo
0,7204,6576,6120,5924,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,6988,6504,6056,5904,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,6940,6476,6064,5928,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,7148,6488,6176,5952,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,7416,6784,6344,6152,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,7656,7084,6564,6332,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,8576,7836,7240,6872,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,9104,8432,7872,7476,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,9128,8400,7872,7500,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,9320,8568,7992,7632,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,8792,8304,7752,7396,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,6388,6024,5656,5340,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,7580,6724,6232,6244,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,4852,4552,4356,4632,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,7764,7328,6916,6540,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,8136,7652,7220,6764,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,8304,7744,7220,6808,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,9192,8544,7868,7384,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,8736,7984,7464,6932,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,8784,8224,7708,7348,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,8544,7788,7276,6984,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,8008,7420,6952,6756,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,7708,7176,6732,6620,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,6908,6548,6120,6004,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,4384,4460,4348,4236,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,4820,4492,4276,4376,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,7572,6940,6488,6056,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,3638,3450,3156,3992,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,3928,3774,3608,4144,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,3442,3626,3558,3934,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
