system:index,B2,B3,B4,B8,.geo
0,486,674,505,3610,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,544,882,636,2968,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,604,827,664,2750,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,558,751,750,2526,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,501,702,597,2476,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,600,860,803,2858,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,531,774,668,3098,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,558,784,719,2156,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,521,763,634,2358,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,479,725,615,2814,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,506,750,604,3526,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,498,698,587,3110,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,572,758,710,2384,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,579,752,744,2052,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,459,735,577,3814,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,501,663,577,2486,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,523,775,694,2602,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,597,892,704,2746,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,711,1056,941,3086,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,610,828,871,1932,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,584,1015,710,3406,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,597,843,797,2592,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,590,760,700,2380,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,976,1250,1632,2048,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,702,897,965,2122,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,903,1144,1252,1788,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,625,831,667,668,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,561,844,734,3228,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,681,922,960,2174,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,621,890,877,2846,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
