system:index,B2,B3,B4,B8,.geo
0,244,544,321,3896,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,412,750,546,3002,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,481,778,565,3152,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,320,700,554,4604,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,295,619,473,2730,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,597,1036,1034,2900,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,318,583,446,3184,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,376,743,593,2736,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,319,647,451,2884,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,296,580,500,3320,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,296,580,479,3348,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,240,508,365,3021,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,420,625,487,3018,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,420,807,711,3190,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
14,410,708,630,2728,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
15,1016,1290,1664,2040,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
16,585,943,1012,2388,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
17,982,1226,1282,2082,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
18,604,848,649,762,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
19,338,705,516,3850,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
20,414,775,662,3133,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
21,437,857,779,3694,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
22,451,717,705,2286,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
23,278,539,397,4135,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
24,287,610,406,2954,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
25,412,658,584,2609,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
26,396,776,517,3480,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
27,542,1060,782,3992,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
28,319,594,433,3298,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
29,348,734,514,3464,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
