system:index,B2,B3,B4,B8,.geo
0,312,502,398,2177,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,428,597,566,1914,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,390,619,464,2545,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,362,555,495,1712,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,266,477,372,1694,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,358,583,568,1943,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,294,485,492,1740,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,306,459,455,1420,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,250,412,350,1754,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,424,607,647,1804,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,383,576,603,1894,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,325,512,532,1478,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,322,526,480,1745,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,322,498,477,1893,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,433,614,642,1886,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,280,496,388,2130,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,301,511,461,2040,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,363,664,486,2355,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,427,817,683,3130,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,393,553,527,1926,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,426,689,647,2696,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,347,716,528,2916,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,339,645,450,2453,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,830,1092,1468,1981,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,429,613,620,2316,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,776,1021,1116,1580,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,216,470,284,275,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,401,603,571,2688,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,338,561,520,1873,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,359,597,567,2576,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
