system:index,B2,B3,B4,B8,.geo
0,466,497,332,2144,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,461,558,617,1156,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,558,767,449,2558,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,475,491,317,2054,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,926,1021,779,3244,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,522,685,488,3316,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,321,296,197,874,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,621,757,568,2764,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,495,637,440,2810,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,493,640,421,3264,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,468,667,396,4224,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,8552,7584,6860,7204,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,5360,5200,5004,4916,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,835,913,730,2732,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,554,731,430,4576,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,515,653,394,3594,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,498,679,441,3508,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,555,830,491,3948,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,696,1078,642,4696,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,7148,6644,6232,6972,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,2566,2374,1980,3442,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,664,910,515,4431,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,711,917,598,3956,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,736,1050,780,3028,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,3698,3636,3484,3956,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,1248,1264,1236,1772,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,658,786,544,543,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,1294,1264,973,4520,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,980,1196,885,3982,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,1218,1390,1326,3868,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
