system:index,B2,B3,B4,B8,.geo
0,381,539,326,2689,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,582,693,525,2226,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,577,829,564,2120,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,465,595,404,2692,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,436,575,419,1946,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,583,738,661,2038,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,562,690,481,2414,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,529,609,503,1676,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,573,643,505,2093,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,550,686,523,2162,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,536,683,489,2793,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,518,666,469,2763,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,545,675,520,2607,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,725,808,633,2068,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,472,609,389,3000,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,464,586,416,2434,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,544,692,477,2686,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,604,731,530,2687,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,574,772,537,3364,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,479,660,465,2317,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,530,722,489,2767,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,335,584,358,2823,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,420,623,416,2815,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,608,792,915,2147,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,538,789,490,2998,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,840,1007,986,1562,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,530,679,447,449,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,573,713,535,2685,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,623,724,574,2402,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,634,825,659,2396,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
