system:index,B2,B3,B4,B8,.geo
0,4168,4074,3928,4640,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,4676,4632,4488,5036,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,6260,6080,5904,6236,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,4376,4284,4120,4892,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,5428,5260,5024,5604,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,6640,6392,6144,6544,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,7584,7388,7232,7412,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,6620,6372,6344,6456,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,6988,6752,6544,6796,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,7484,7096,6880,7212,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,7428,7264,7124,7216,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,6024,5932,5812,6100,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,7544,7300,7084,7404,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,8172,7848,7540,7476,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,7628,7340,7128,7220,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,7492,7248,7036,7088,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,7880,7616,7412,7456,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,7648,7360,7140,7192,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,7788,7520,7300,7420,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,7612,7300,7072,6884,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,7564,7332,7116,7064,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,8792,8368,8052,8056,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,8712,8360,8028,8076,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,8856,8456,8124,8100,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,8952,8528,8272,8188,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,8952,8552,8272,8216,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,7692,7416,7116,7192,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,8552,8200,7840,7752,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,8480,8124,7784,7748,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,8456,8060,7736,7680,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
