system:index,B2,B3,B4,B8,.geo
0,1232,1314,1214,2952,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
1,2788,2600,2250,3592,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
2,2934,2988,2972,3964,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
3,1472,1438,1278,2596,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
4,1260,1426,1048,4356,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
5,2414,2336,2056,3398,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
6,5904,5524,5216,5368,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
7,1230,1344,1050,3802,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
8,8904,8216,7720,7172,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
9,7544,6864,6248,6284,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
10,9280,8752,8256,7540,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
11,2344,2452,2422,3140,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
12,1336,1472,1290,4096,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
13,2088,2204,2084,4168,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
14,4024,3868,3704,4074,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
15,1132,1310,959,3594,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
16,1910,1788,1688,2988,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
17,1009,1146,860,4588,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
18,2438,2430,2382,3184,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
19,3106,2592,2132,3146,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
20,5864,5404,5016,5128,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
21,562,822,412,4112,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,564,728,429,3542,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,1126,1296,949,2958,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,5960,5636,5552,5148,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,6388,6036,5844,5484,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,3520,3352,2976,3624,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,3990,3304,3212,3508,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,6568,6040,5768,5540,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,1278,1198,1018,1802,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
