system:index,B2,B3,B4,B8,.geo
0,11640,10840,10352,9088,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,10432,9552,9096,7920,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,9016,8312,7836,7296,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,10072,9232,8832,7720,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,9376,8576,8148,7236,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,8416,7784,7420,6596,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,8184,7496,7084,6436,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,6352,5868,5572,5348,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,6136,5680,5436,5132,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,5924,5428,5180,5136,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,7292,6676,6368,5840,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,9632,8864,8368,7408,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,8992,8264,7876,6920,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,8172,7680,7316,6860,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,6264,5876,5692,5444,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,4520,4292,4120,4312,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,5096,4824,4540,4744,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,5672,5272,4980,5148,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,6036,5648,5424,5376,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,3732,3674,3486,3942,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,5556,5124,4852,4964,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,3084,2928,2412,4224,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,3414,3230,2688,4420,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,2220,2132,1726,3480,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,3718,3528,3352,3684,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,4792,4540,4236,4400,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,7404,6916,6624,5968,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,6332,5888,5540,5536,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,6352,5876,5572,5488,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,6004,5672,5500,5204,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
