system:index,B2,B3,B4,B8,.geo
0,6540,6840,6904,7296,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,6652,7012,7232,7472,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,6612,6948,7116,7472,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,5488,5820,6080,6236,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,6344,6704,6880,7168,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,6964,7216,7412,7896,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,7580,7884,8076,8568,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,7116,7496,7528,8072,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,7740,7964,8000,8720,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,7032,7332,7528,7936,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,7432,7632,7676,8440,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,5792,6080,6216,6444,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,7104,7588,7772,8156,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,6596,6656,6496,7396,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,7148,7448,7588,8012,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,6992,7276,7456,7836,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,5904,6224,6420,6572,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,5952,6348,6620,6756,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,5880,6208,6308,6636,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,5504,5672,5748,6284,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,6352,6640,6812,7228,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,8792,9080,9416,9728,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,9040,9288,9600,9912,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,8160,8352,8304,9080,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,7404,7780,7948,8320,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,7540,7812,7916,8392,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,7700,8072,8208,8672,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,7264,7520,7680,8116,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,6728,7008,7044,7596,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,6432,6860,7100,7340,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
