system:index,B2,B3,B4,B8,.geo
0,6064,5792,5536,5908,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,4772,4788,4616,5008,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,4796,4620,4476,4952,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,4764,4420,4176,4920,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,4748,4584,4356,4972,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,3880,3758,3598,4236,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,4042,3850,3604,4440,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,3124,3090,2896,3710,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,2988,2876,2618,3646,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,3278,3164,2894,3864,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,3116,3060,2910,3814,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,4372,4212,4046,4616,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,4624,4180,3972,4688,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,4688,4504,4236,5064,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,3112,3086,2942,3974,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,3062,3016,2844,3964,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,2750,2692,2580,3794,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,3528,3352,3132,4252,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,3016,2938,2610,4260,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,4596,4428,4264,4980,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,4964,4760,4524,5200,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,8424,8056,7708,7812,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,8156,7768,7436,7624,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,8920,8488,8116,8248,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,5604,5464,5236,5680,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,5008,4852,4696,5128,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,4888,4788,4592,5068,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,4552,4416,4196,4940,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,4700,4520,4372,4992,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,4888,4780,4572,5264,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
