system:index,B2,B3,B4,B8,.geo
0,469,698,392,3409,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
1,457,689,437,3249,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
2,622,890,790,2753,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
3,960,959,720,1539,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
4,8336,7992,7744,7428,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
5,477,691,376,246,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
6,4200,4276,4308,4688,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
7,680,845,608,3177,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
8,693,863,669,2858,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
9,531,689,525,2258,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
10,508,624,429,3183,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
11,437,606,400,2604,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
12,675,786,552,2922,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
13,2810,2526,2004,3720,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
14,608,881,583,3852,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
15,432,609,420,2446,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
16,489,725,472,3475,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
17,520,667,444,2954,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
18,392,430,286,993,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
19,310,356,224,686,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
20,419,618,393,3276,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
21,434,563,405,2456,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
22,538,659,599,1891,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
23,382,579,343,2777,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
24,532,622,429,1936,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
25,672,813,597,2469,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
26,575,673,529,2176,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
27,493,643,415,3309,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
28,471,633,419,2905,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
29,433,576,423,2858,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
