system:index,B2,B3,B4,B8,.geo
0,340,559,422,2424,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,404,547,490,1767,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,482,664,507,2169,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,465,599,495,1866,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,402,534,460,1387,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,473,644,511,2065,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,435,633,503,2065,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,453,548,523,1473,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,455,608,494,1959,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,453,601,469,1845,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,447,653,516,2387,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,430,633,554,1906,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,482,616,510,1696,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,543,689,592,1698,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,455,630,578,1972,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,393,545,449,2049,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,474,615,494,1802,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,468,673,539,2105,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,556,935,741,3430,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,472,583,525,2037,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,567,814,736,2346,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,524,783,694,2556,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,387,617,520,2136,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,838,1094,1446,1924,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,512,738,673,2282,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,709,930,930,1274,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,352,561,369,283,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,503,728,592,2580,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,564,774,700,1714,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,587,749,679,2202,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
