system:index,B2,B3,B4,B8,.geo
0,714,782,553,2226,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,863,928,731,1890,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,959,1094,872,2164,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,872,932,698,2328,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,948,989,813,1735,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,1070,1126,1020,1791,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,869,930,726,2556,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,1286,1286,1078,1831,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,1122,1126,894,1940,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,1160,1142,887,2035,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,887,942,753,2644,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,1026,1058,825,2124,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,1042,1062,846,2035,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,1180,1208,980,1833,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,905,933,721,2732,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,775,861,677,2076,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,965,1054,795,2889,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,908,962,755,2172,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,952,1096,810,2924,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,765,852,698,2111,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,847,937,755,2238,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,927,1036,880,2584,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,794,912,727,2532,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,1236,1312,1350,1638,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,1166,1232,1009,2570,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,1536,1572,1454,1824,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,849,881,683,641,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,1076,1080,907,2130,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,1158,1248,1064,2127,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,1238,1320,1146,2188,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
