system:index,B2,B3,B4,B8,.geo
0,8060,8144,8200,8552,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,7896,8048,8124,8400,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,7940,8048,8100,8376,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,8048,8168,8164,8560,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,8004,8160,8224,8528,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,8004,8100,8184,8512,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,8016,8144,8232,8504,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,7956,8060,8084,8432,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,7964,8104,8144,8456,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,7968,8080,8112,8392,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,8024,8144,8200,8536,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,8008,8120,8188,8528,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,8052,8156,8216,8512,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,7912,8024,8028,8352,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,7896,8032,8144,8392,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,7936,8032,8084,8360,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,7868,8024,8072,8320,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,7868,8048,8072,8360,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,7904,8056,8060,8360,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,8264,8400,8504,8728,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,7912,8048,8036,8320,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,7892,8028,7968,8336,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,7916,8048,8036,8328,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,7588,7692,7704,7944,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,7700,7856,7880,8076,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,7720,7912,7872,8112,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,7728,7868,7884,8180,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,7724,7892,7876,8080,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,7700,7912,7904,8168,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,7764,7896,7936,8248,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
