system:index,B2,B3,B4,B8,.geo
0,12064,11152,10504,9472,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,10232,9496,8920,8148,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,8720,7964,7504,7008,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,9840,9088,8544,7780,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,9416,8680,8156,7520,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,9296,8616,8084,7440,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,9464,8680,8156,7588,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,8792,8120,7660,7124,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,9160,8448,8004,7376,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,8728,8104,7632,7116,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,9328,8592,8116,7540,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,9400,8616,8156,7340,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,9120,8408,7880,7220,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,11080,10208,9456,8880,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
14,12136,11288,10568,9848,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
15,10176,9304,8712,8072,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
16,12664,11688,10888,9984,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
17,12384,11496,10888,9832,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
18,12264,11200,10520,9600,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
19,14248,13168,12352,11312,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
20,10880,10096,9384,8728,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
21,10960,10248,9656,8696,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
22,7612,6984,6528,6196,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
23,11104,10264,9616,8808,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
24,10672,9984,9464,8592,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
25,10232,9568,9104,8440,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
26,10584,9808,9240,8448,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
27,10416,9672,9128,8368,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
28,10880,10032,9456,8744,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
29,10016,9256,8680,8004,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
