system:index,B2,B3,B4,B8,.geo
0,357,532,370,2553,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,386,462,453,1444,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,392,592,445,2130,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,361,535,366,1860,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,329,405,367,1289,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,347,493,402,1941,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,380,533,464,1965,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,382,501,522,1229,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,379,534,409,1763,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,352,459,366,1542,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,405,529,444,1944,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,422,535,523,1529,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,361,469,400,1395,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,459,524,460,1664,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,358,495,489,1650,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,288,428,320,2191,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,320,389,329,1340,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,410,625,499,2117,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,537,905,714,3602,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,385,533,429,2033,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,483,678,621,2399,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,397,642,520,2621,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,327,505,395,2241,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,772,1015,1420,1909,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,433,611,535,2267,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,680,717,790,1152,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,372,564,354,322,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,458,620,525,2700,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,451,552,561,1515,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,529,646,587,2496,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
