system:index,B2,B3,B4,B8,.geo
0,2522,2908,2906,3416,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
1,799,837,686,2512,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
2,1188,1324,1464,2072,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
3,1050,1244,1130,2634,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
4,1616,1734,1704,2444,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
5,1019,1144,988,1052,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
6,897,1138,918,4084,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
7,1021,1238,1090,3462,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
8,1032,1338,1100,4156,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
9,907,1076,1030,2570,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
10,6276,6088,5948,5788,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
11,641,1380,1754,1870,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
12,865,1108,972,3254,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
13,758,1086,764,3992,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
14,965,1408,1046,4272,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
15,636,821,641,3292,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
16,653,951,669,3686,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
17,602,803,586,4052,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
18,711,973,728,3440,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
19,869,1080,836,3244,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
20,648,925,693,4052,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
21,666,869,680,2988,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
22,758,952,861,2974,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
23,652,889,720,3248,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
24,814,1048,831,2862,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
25,631,842,687,3056,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
26,701,901,724,3272,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
27,651,872,722,3396,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
28,601,771,649,3086,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
29,671,862,684,3242,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
