system:index,B2,B3,B4,B8,.geo
0,165,488,228,3537,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,290,525,414,2713,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,276,577,412,2888,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,273,494,518,2292,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,176,444,333,2294,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,224,517,321,3565,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,175,568,304,3572,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,281,555,483,2053,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,187,490,368,2623,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,149,457,330,3452,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,207,527,398,3636,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,144,435,286,3767,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,209,516,393,2596,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,259,518,524,1945,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,139,508,268,4078,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,135,481,265,2821,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,288,523,431,2661,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,291,710,470,2986,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,555,1050,858,3718,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,336,556,537,1742,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,327,720,524,3365,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,271,611,485,2908,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,272,561,548,2387,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,840,1218,1632,2140,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,411,661,745,2294,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,1054,1418,1610,1942,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,216,512,266,197,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,252,565,449,3472,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,242,625,548,2297,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,335,677,634,3076,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
