system:index,B11,B2,B3,B4,B8,SCL,.geo
0,1389,324,508,398,1918,4,"{""type"":""Point"",""coordinates"":[73.38300118935113,18.804262622296687]}"
1,1711,321,502,422,1932,4,"{""type"":""Point"",""coordinates"":[73.38309605291836,18.80426344433676]}"
2,1711,364,567,558,2164,4,"{""type"":""Point"",""coordinates"":[73.3831909164905,18.804264266328655]}"
3,1921,430,674,711,2176,4,"{""type"":""Point"",""coordinates"":[73.38328578006758,18.80426508827237]}"
4,1921,411,635,703,2042,4,"{""type"":""Point"",""coordinates"":[73.38338064364955,18.804265910167903]}"
5,1503,358,545,419,2114,4,"{""type"":""Point"",""coordinates"":[73.38290718903946,18.8041714576365]}"
6,1503,357,529,391,2226,4,"{""type"":""Point"",""coordinates"":[73.38300205255118,18.804172279720515]}"
7,1829,340,538,439,2054,4,"{""type"":""Point"",""coordinates"":[73.38309691606781,18.80417310175635]}"
8,1829,377,582,578,1992,4,"{""type"":""Point"",""coordinates"":[73.38319177958938,18.80417392374401]}"
9,2248,465,633,725,2008,5,"{""type"":""Point"",""coordinates"":[73.38328664311585,18.804174745683486]}"
10,2248,441,636,754,1924,5,"{""type"":""Point"",""coordinates"":[73.38338150664725,18.804175567574784]}"
11,2474,421,628,757,1990,5,"{""type"":""Point"",""coordinates"":[73.38347637018356,18.8041763894179]}"
12,2474,476,656,893,2038,5,"{""type"":""Point"",""coordinates"":[73.38357123372478,18.80417721121284]}"
13,1402,392,603,484,2358,4,"{""type"":""Point"",""coordinates"":[73.38281318882896,18.804080292935684]}"
14,1503,381,608,467,2578,4,"{""type"":""Point"",""coordinates"":[73.38290805228516,18.804081115063646]}"
15,1503,354,574,408,2492,4,"{""type"":""Point"",""coordinates"":[73.3830029157463,18.804081937143422]}"
16,1829,341,549,422,2198,4,"{""type"":""Point"",""coordinates"":[73.38309777921236,18.804082759175024]}"
17,1829,397,624,602,2160,4,"{""type"":""Point"",""coordinates"":[73.38319264268333,18.804083581158444]}"
18,2248,455,645,753,2018,5,"{""type"":""Point"",""coordinates"":[73.3832875061592,18.804084403093682]}"
19,2248,468,619,830,1888,5,"{""type"":""Point"",""coordinates"":[73.38338236964002,18.804085224980746]}"
20,2474,450,661,893,2062,5,"{""type"":""Point"",""coordinates"":[73.38347723312573,18.804086046819627]}"
21,2474,482,711,980,2052,5,"{""type"":""Point"",""coordinates"":[73.38357209661638,18.804086868610327]}"
22,2364,487,665,937,1930,5,"{""type"":""Point"",""coordinates"":[73.38366696011194,18.804087690352844]}"
23,2364,485,648,861,1674,5,"{""type"":""Point"",""coordinates"":[73.38376182361242,18.804088512047187]}"
24,1479,368,544,498,1992,4,"{""type"":""Point"",""coordinates"":[73.38262432532383,18.80398830597418]}"
25,1504,388,568,565,2070,4,"{""type"":""Point"",""coordinates"":[73.38271918871962,18.80398912819426]}"
26,1504,394,648,573,2480,4,"{""type"":""Point"",""coordinates"":[73.38281405212034,18.803989950366166]}"
27,1427,365,587,446,2418,4,"{""type"":""Point"",""coordinates"":[73.38290891552596,18.803990772489886]}"
28,1427,320,488,372,2114,4,"{""type"":""Point"",""coordinates"":[73.3830037789365,18.803991594565428]}"
29,1867,331,539,455,2116,4,"{""type"":""Point"",""coordinates"":[73.38309864235197,18.80399241659279]}"
30,1867,473,689,762,2304,4,"{""type"":""Point"",""coordinates"":[73.38319350577234,18.803993238571973]}"
31,2475,522,693,938,2218,5,"{""type"":""Point"",""coordinates"":[73.38328836919766,18.803994060502976]}"
32,2475,518,694,938,2086,5,"{""type"":""Point"",""coordinates"":[73.38338323262788,18.8039948823858]}"
