system:index,B11,B2,B3,B4,B8,SCL,.geo
0,3085,3886,3716,3572,3750,9,"{""type"":""Point"",""coordinates"":[73.38300118935113,18.804262622296687]}"
1,3562,3992,3802,3686,3826,9,"{""type"":""Point"",""coordinates"":[73.38309605291836,18.80426344433676]}"
2,3562,4196,4024,4012,4016,9,"{""type"":""Point"",""coordinates"":[73.3831909164905,18.804264266328655]}"
3,4091,4468,4312,4404,4272,9,"{""type"":""Point"",""coordinates"":[73.38328578006758,18.80426508827237]}"
4,4091,4688,4596,4684,4456,9,"{""type"":""Point"",""coordinates"":[73.38338064364955,18.804265910167903]}"
5,2930,3728,3654,3508,3692,9,"{""type"":""Point"",""coordinates"":[73.38290718903946,18.8041714576365]}"
6,2930,3958,3802,3604,3874,9,"{""type"":""Point"",""coordinates"":[73.38300205255118,18.804172279720515]}"
7,3251,4094,3908,3726,3916,9,"{""type"":""Point"",""coordinates"":[73.38309691606781,18.80417310175635]}"
8,3251,4284,4152,3970,4120,9,"{""type"":""Point"",""coordinates"":[73.38319177958938,18.80417392374401]}"
9,3663,4580,4400,4264,4352,9,"{""type"":""Point"",""coordinates"":[73.38328664311585,18.804174745683486]}"
10,3663,4628,4500,4464,4440,9,"{""type"":""Point"",""coordinates"":[73.38338150664725,18.804175567574784]}"
11,4194,4784,4816,4852,4628,9,"{""type"":""Point"",""coordinates"":[73.38347637018356,18.8041763894179]}"
12,4194,5236,5216,5296,5004,9,"{""type"":""Point"",""coordinates"":[73.38357123372478,18.80417721121284]}"
13,2910,3366,3438,3338,3410,9,"{""type"":""Point"",""coordinates"":[73.38281318882896,18.804080292935684]}"
14,2930,3604,3596,3492,3632,9,"{""type"":""Point"",""coordinates"":[73.38290805228516,18.804081115063646]}"
15,2930,3946,3904,3686,3898,9,"{""type"":""Point"",""coordinates"":[73.3830029157463,18.804081937143422]}"
16,3251,4240,4024,3840,4090,9,"{""type"":""Point"",""coordinates"":[73.38309777921236,18.804082759175024]}"
17,3251,4324,4208,4104,4192,9,"{""type"":""Point"",""coordinates"":[73.38319264268333,18.804083581158444]}"
18,3663,4536,4424,4268,4328,9,"{""type"":""Point"",""coordinates"":[73.3832875061592,18.804084403093682]}"
19,3663,4588,4484,4348,4376,9,"{""type"":""Point"",""coordinates"":[73.38338236964002,18.804085224980746]}"
20,4194,4940,4792,4684,4656,9,"{""type"":""Point"",""coordinates"":[73.38347723312573,18.804086046819627]}"
21,4194,5356,5152,5080,5036,9,"{""type"":""Point"",""coordinates"":[73.38357209661638,18.804086868610327]}"
22,4832,5640,5460,5440,5264,9,"{""type"":""Point"",""coordinates"":[73.38366696011194,18.804087690352844]}"
23,4832,6036,5960,5928,5584,9,"{""type"":""Point"",""coordinates"":[73.38376182361242,18.804088512047187]}"
24,2777,2732,2924,2956,2954,9,"{""type"":""Point"",""coordinates"":[73.38262432532383,18.80398830597418]}"
25,2714,2920,2980,2950,3096,9,"{""type"":""Point"",""coordinates"":[73.38271918871962,18.80398912819426]}"
26,2714,3122,3178,3156,3248,9,"{""type"":""Point"",""coordinates"":[73.38281405212034,18.803989950366166]}"
