system:index,B11,B2,B3,B4,B8,SCL,.geo
0,1324,1052,1108,1160,1448,5,"{""type"":""Point"",""coordinates"":[73.9035617438159,18.516343310105125]}"
1,1324,839,922,941,1522,5,"{""type"":""Point"",""coordinates"":[73.9036564679881,18.516343859320788]}"
2,1317,725,943,927,1464,5,"{""type"":""Point"",""coordinates"":[73.90375119216361,18.516344408489015]}"
3,1317,925,966,987,1543,5,"{""type"":""Point"",""coordinates"":[73.90384591634246,18.516344957609814]}"
4,1761,1372,1550,1626,1773,5,"{""type"":""Point"",""coordinates"":[73.92499206786172,18.512851605014237]}"
5,1761,1256,1404,1390,1497,5,"{""type"":""Point"",""coordinates"":[73.92508679078753,18.51285214339826]}"
6,1251,1148,1316,1312,1418,5,"{""type"":""Point"",""coordinates"":[73.92518151371657,18.512852681734856]}"
7,1251,1001,1046,955,1130,5,"{""type"":""Point"",""coordinates"":[73.92527623664884,18.512853220024034]}"
8,872,822,835,871,948,5,"{""type"":""Point"",""coordinates"":[73.92537095958438,18.5128537582658]}"
9,872,797,868,843,956,5,"{""type"":""Point"",""coordinates"":[73.92546568252318,18.512854296460134]}"
10,844,793,902,802,948,2,"{""type"":""Point"",""coordinates"":[73.9255604054652,18.51285483460705]}"
11,844,797,871,777,953,2,"{""type"":""Point"",""coordinates"":[73.92565512841051,18.512855372706547]}"
12,1167,803,847,786,1034,5,"{""type"":""Point"",""coordinates"":[73.92574985135903,18.512855910758624]}"
13,1167,970,1054,1154,1500,5,"{""type"":""Point"",""coordinates"":[73.92584457431083,18.512856448763277]}"
14,2718,1406,1480,1538,1628,5,"{""type"":""Point"",""coordinates"":[73.92499263222943,18.51276123944778]}"
15,2718,1324,1278,1306,1288,5,"{""type"":""Point"",""coordinates"":[73.92508735510553,18.512761777828988]}"
16,2347,1292,1324,1356,1404,5,"{""type"":""Point"",""coordinates"":[73.92518207798487,18.512762316162775]}"
17,2347,1230,1282,1316,1485,5,"{""type"":""Point"",""coordinates"":[73.92527680086744,18.512762854449136]}"
18,1982,1204,1310,1400,1670,5,"{""type"":""Point"",""coordinates"":[73.92537152375327,18.512763392688083]}"
19,1982,1184,1260,1332,1492,5,"{""type"":""Point"",""coordinates"":[73.92546624664236,18.51276393087961]}"
20,1799,1138,1174,1240,1324,5,"{""type"":""Point"",""coordinates"":[73.9255609695347,18.512764469023715]}"
21,1799,1078,1188,1248,1346,5,"{""type"":""Point"",""coordinates"":[73.92565569243027,18.5127650071204]}"
22,1718,1082,1268,1286,1503,5,"{""type"":""Point"",""coordinates"":[73.92575041532912,18.512765545169664]}"
23,1718,1172,1324,1472,1798,5,"{""type"":""Point"",""coordinates"":[73.9258451382312,18.51276608317151]}"
24,2718,1406,1522,1592,1736,5,"{""type"":""Point"",""coordinates"":[73.9249931965939,18.512670873880438]}"
25,2718,1374,1434,1404,1512,5,"{""type"":""Point"",""coordinates"":[73.92508791942028,18.51267141225883]}"
26,2347,1334,1434,1376,1514,5,"{""type"":""Point"",""coordinates"":[73.92518264224991,18.512671950589805]}"
27,2347,1388,1562,1610,1780,5,"{""type"":""Point"",""coordinates"":[73.92527736508279,18.512672488873356]}"
28,1982,1402,1672,1738,1948,5,"{""type"":""Point"",""coordinates"":[73.92537208791892,18.512673027109493]}"
29,1982,1314,1482,1494,1666,5,"{""type"":""Point"",""coordinates"":[73.92546681075831,18.512673565298204]}"
30,1799,1244,1276,1214,1400,5,"{""type"":""Point"",""coordinates"":[73.92556153360093,18.5126741034395]}"
31,1799,1260,1272,1272,1456,5,"{""type"":""Point"",""coordinates"":[73.9256562564468,18.512674641533373]}"
32,1718,1188,1234,1312,1478,5,"{""type"":""Point"",""coordinates"":[73.92575097929594,18.512675179579823]}"
33,1718,983,1146,1282,1830,5,"{""type"":""Point"",""coordinates"":[73.92584570214831,18.51267571757886]}"
34,2573,1396,1640,1770,2026,5,"{""type"":""Point"",""coordinates"":[73.92499376095512,18.51258050831222]}"
35,2573,1366,1542,1680,1884,5,"{""type"":""Point"",""coordinates"":[73.92508848373178,18.5125810466878]}"
36,2805,1372,1522,1618,1718,5,"{""type"":""Point"",""coordinates"":[73.92518320651172,18.51258158501596]}"
37,2805,1506,1668,1716,1910,5,"{""type"":""Point"",""coordinates"":[73.92527792929488,18.5125821232967]}"
38,2829,1476,1578,1676,1764,5,"{""type"":""Point"",""coordinates"":[73.92537265208132,18.51258266153002]}"
39,2829,1374,1452,1472,1542,5,"{""type"":""Point"",""coordinates"":[73.92546737487098,18.51258319971592]}"
40,2734,1316,1390,1332,1432,5,"{""type"":""Point"",""coordinates"":[73.92556209766391,18.5125837378544]}"
41,2734,1380,1470,1460,1631,5,"{""type"":""Point"",""coordinates"":[73.92565682046009,18.51258427594546]}"
42,2181,1230,1400,1490,1742,5,"{""type"":""Point"",""coordinates"":[73.92575154325951,18.512584813989104]}"
43,2181,1040,1194,1318,2188,5,"{""type"":""Point"",""coordinates"":[73.92584626606217,18.512585351985326]}"
44,2573,1366,1536,1708,2001,5,"{""type"":""Point"",""coordinates"":[73.92499432531307,18.51249014274312]}"
45,2573,1338,1542,1664,1957,5,"{""type"":""Point"",""coordinates"":[73.92508904804005,18.51249068111589]}"
46,2805,1426,1626,1760,2043,5,"{""type"":""Point"",""coordinates"":[73.92518377077026,18.512491219441234]}"
47,2805,1480,1664,1764,2025,5,"{""type"":""Point"",""coordinates"":[73.92527849350373,18.51249175771916]}"
