system:index,B11,B2,B3,B4,B8,SCL,.geo
0,3388,5656,6040,6236,6612,9,"{""type"":""Point"",""coordinates"":[73.9035617438159,18.516343310105125]}"
1,3388,5692,6088,6240,6624,9,"{""type"":""Point"",""coordinates"":[73.9036564679881,18.516343859320788]}"
2,3467,5728,6112,6300,6612,9,"{""type"":""Point"",""coordinates"":[73.90375119216361,18.516344408489015]}"
3,3467,5760,6104,6392,6640,9,"{""type"":""Point"",""coordinates"":[73.90384591634246,18.516344957609814]}"
4,4706,7492,7764,7872,8512,9,"{""type"":""Point"",""coordinates"":[73.92499206786172,18.512851605014237]}"
5,4706,7456,7736,7872,8464,9,"{""type"":""Point"",""coordinates"":[73.92508679078753,18.51285214339826]}"
6,4679,7404,7736,7912,8440,9,"{""type"":""Point"",""coordinates"":[73.92518151371657,18.512852681734856]}"
7,4679,7304,7720,7924,8368,9,"{""type"":""Point"",""coordinates"":[73.92527623664884,18.512853220024034]}"
8,4568,7304,7672,7916,8280,9,"{""type"":""Point"",""coordinates"":[73.92537095958438,18.5128537582658]}"
9,4568,7228,7672,7856,8280,9,"{""type"":""Point"",""coordinates"":[73.92546568252318,18.512854296460134]}"
10,4449,7192,7660,7872,8264,9,"{""type"":""Point"",""coordinates"":[73.9255604054652,18.51285483460705]}"
11,4449,7192,7596,7804,8216,9,"{""type"":""Point"",""coordinates"":[73.92565512841051,18.512855372706547]}"
12,4491,7192,7520,7760,8208,9,"{""type"":""Point"",""coordinates"":[73.92574985135903,18.512855910758624]}"
13,4491,7192,7520,7744,8200,9,"{""type"":""Point"",""coordinates"":[73.92584457431083,18.512856448763277]}"
14,4248,7276,7596,7696,8280,9,"{""type"":""Point"",""coordinates"":[73.92915987966764,18.512875249051195]}"
15,4248,7276,7588,7640,8280,9,"{""type"":""Point"",""coordinates"":[73.92925460273618,18.512875785348704]}"
16,4357,7308,7568,7632,8304,9,"{""type"":""Point"",""coordinates"":[73.92934932580796,18.512876321598792]}"
17,4357,7360,7596,7704,8288,9,"{""type"":""Point"",""coordinates"":[73.92944404888297,18.51287685780146]}"
18,4460,7344,7564,7780,8312,9,"{""type"":""Point"",""coordinates"":[73.92953877196123,18.512877393956703]}"
19,4460,7376,7596,7840,8312,9,"{""type"":""Point"",""coordinates"":[73.92963349504272,18.512877930064533]}"
20,4511,7368,7656,7884,8360,9,"{""type"":""Point"",""coordinates"":[73.92972821812744,18.51287846612494]}"
21,4511,7452,7672,7840,8344,9,"{""type"":""Point"",""coordinates"":[73.9298229412154,18.51287900213792]}"
22,4536,7396,7724,7872,8416,9,"{""type"":""Point"",""coordinates"":[73.92991766430661,18.512879538103483]}"
23,4536,7404,7780,7872,8464,9,"{""type"":""Point"",""coordinates"":[73.93001238740105,18.512880074021627]}"
24,4537,7432,7784,7880,8464,9,"{""type"":""Point"",""coordinates"":[73.93010711049871,18.512880609892346]}"
25,4537,7432,7788,7912,8528,9,"{""type"":""Point"",""coordinates"":[73.93020183359961,18.512881145715646]}"
26,4544,7456,7812,7920,8504,9,"{""type"":""Point"",""coordinates"":[73.93029655670377,18.51288168149153]}"
27,4715,7432,7788,7872,8520,9,"{""type"":""Point"",""coordinates"":[73.92499263222943,18.51276123944778]}"
28,4715,7452,7736,7840,8488,9,"{""type"":""Point"",""coordinates"":[73.92508735510553,18.512761777828988]}"
29,4739,7376,7760,7884,8416,9,"{""type"":""Point"",""coordinates"":[73.92518207798487,18.512762316162775]}"
30,4739,7276,7724,7936,8336,9,"{""type"":""Point"",""coordinates"":[73.92527680086744,18.512762854449136]}"
31,4604,7216,7660,7920,8280,9,"{""type"":""Point"",""coordinates"":[73.92537152375327,18.512763392688083]}"
32,4604,7196,7640,7856,8208,9,"{""type"":""Point"",""coordinates"":[73.92546624664236,18.51276393087961]}"
33,4458,7192,7608,7852,8232,9,"{""type"":""Point"",""coordinates"":[73.9255609695347,18.512764469023715]}"
34,4458,7192,7568,7816,8200,9,"{""type"":""Point"",""coordinates"":[73.92565569243027,18.5127650071204]}"
35,4491,7192,7548,7764,8216,9,"{""type"":""Point"",""coordinates"":[73.92575041532912,18.512765545169664]}"
36,4491,7192,7464,7704,8180,9,"{""type"":""Point"",""coordinates"":[73.9258451382312,18.51276608317151]}"
37,4175,7276,7596,7680,8280,9,"{""type"":""Point"",""coordinates"":[73.92916044184831,18.512784883361185]}"
38,4175,7308,7596,7632,8280,9,"{""type"":""Point"",""coordinates"":[73.92925516486716,18.512785419655888]}"
39,4296,7304,7616,7624,8304,9,"{""type"":""Point"",""coordinates"":[73.92934988788922,18.512785955903176]}"
40,4296,7332,7608,7676,8304,9,"{""type"":""Point"",""coordinates"":[73.92944461091453,18.51278649210304]}"
41,4449,7344,7628,7760,8280,9,"{""type"":""Point"",""coordinates"":[73.92953933394308,18.512787028255485]}"
42,4449,7360,7660,7816,8368,9,"{""type"":""Point"",""coordinates"":[73.92963405697486,18.51278756436051]}"
43,4508,7404,7628,7828,8416,9,"{""type"":""Point"",""coordinates"":[73.92972878000988,18.512788100418113]}"
44,4508,7396,7684,7832,8456,9,"{""type"":""Point"",""coordinates"":[73.92982350304814,18.512788636428297]}"
45,4556,7404,7728,7884,8456,9,"{""type"":""Point"",""coordinates"":[73.92991822608964,18.51278917239106]}"
46,4556,7432,7784,7872,8440,9,"{""type"":""Point"",""coordinates"":[73.93001294913438,18.512789708306403]}"
47,4579,7404,7788,7900,8440,9,"{""type"":""Point"",""coordinates"":[73.93010767218233,18.512790244174326]}"
48,4579,7432,7828,7916,8520,9,"{""type"":""Point"",""coordinates"":[73.93020239523354,18.512790779994823]}"
49,4594,7452,7848,7936,8488,9,"{""type"":""Point"",""coordinates"":[73.93029711828797,18.5127913157679]}"
50,4715,7456,7788,7884,8464,9,"{""type"":""Point"",""coordinates"":[73.9249931965939,18.512670873880438]}"
51,4715,7432,7812,7856,8464,9,"{""type"":""Point"",""coordinates"":[73.92508791942028,18.51267141225883]}"
52,4739,7360,7704,7884,8392,9,"{""type"":""Point"",""coordinates"":[73.92518264224991,18.512671950589805]}"
53,4739,7256,7672,7884,8280,9,"{""type"":""Point"",""coordinates"":[73.92527736508279,18.512672488873356]}"
54,4604,7192,7628,7880,8264,9,"{""type"":""Point"",""coordinates"":[73.92537208791892,18.512673027109493]}"
55,4604,7160,7560,7880,8148,9,"{""type"":""Point"",""coordinates"":[73.92546681075831,18.512673565298204]}"
56,4458,7228,7588,7872,8156,9,"{""type"":""Point"",""coordinates"":[73.92556153360093,18.5126741034395]}"
57,4458,7196,7548,7828,8180,9,"{""type"":""Point"",""coordinates"":[73.9256562564468,18.512674641533373]}"
58,4491,7192,7504,7728,8180,9,"{""type"":""Point"",""coordinates"":[73.92575097929594,18.512675179579823]}"
59,4491,7216,7472,7696,8208,9,"{""type"":""Point"",""coordinates"":[73.92584570214831,18.51267571757886]}"
60,4695,7456,7788,7916,8440,9,"{""type"":""Point"",""coordinates"":[73.92499376095512,18.51258050831222]}"
61,4695,7432,7788,7900,8400,9,"{""type"":""Point"",""coordinates"":[73.92508848373178,18.5125810466878]}"
62,4737,7360,7672,7924,8344,9,"{""type"":""Point"",""coordinates"":[73.92518320651172,18.51258158501596]}"
63,4737,7292,7608,7856,8232,9,"{""type"":""Point"",""coordinates"":[73.92527792929488,18.5125821232967]}"
64,4647,7216,7608,7852,8156,9,"{""type"":""Point"",""coordinates"":[73.92537265208132,18.51258266153002]}"
65,4647,7192,7508,7828,8136,9,"{""type"":""Point"",""coordinates"":[73.92546737487098,18.51258319971592]}"
66,4520,7196,7508,7796,8156,9,"{""type"":""Point"",""coordinates"":[73.92556209766391,18.5125837378544]}"
67,4520,7216,7500,7780,8136,9,"{""type"":""Point"",""coordinates"":[73.92565682046009,18.51258427594546]}"
68,4510,7216,7508,7708,8156,9,"{""type"":""Point"",""coordinates"":[73.92575154325951,18.512584813989104]}"
69,4510,7216,7548,7680,8200,9,"{""type"":""Point"",""coordinates"":[73.92584626606217,18.512585351985326]}"
70,4695,7408,7780,7924,8464,9,"{""type"":""Point"",""coordinates"":[73.92499432531307,18.51249014274312]}"
71,4695,7432,7728,7916,8392,9,"{""type"":""Point"",""coordinates"":[73.92508904804005,18.51249068111589]}"
72,4737,7376,7640,7940,8320,9,"{""type"":""Point"",""coordinates"":[73.92518377077026,18.512491219441234]}"
73,4737,7332,7552,7872,8200,9,"{""type"":""Point"",""coordinates"":[73.92527849350373,18.51249175771916]}"
74,4647,7276,7548,7832,8184,9,"{""type"":""Point"",""coordinates"":[73.92537321624044,18.51249229594967]}"
75,4647,7260,7504,7796,8136,9,"{""type"":""Point"",""coordinates"":[73.92546793898042,18.512492834132757]}"
76,4520,7228,7460,7748,8148,9,"{""type"":""Point"",""coordinates"":[73.92556266172365,18.512493372268427]}"
77,4520,7216,7508,7760,8164,9,"{""type"":""Point"",""coordinates"":[73.92565738447011,18.512493910356678]}"
78,4510,7192,7520,7728,8208,9,"{""type"":""Point"",""coordinates"":[73.92575210721984,18.512494448397508]}"
79,4510,7176,7552,7668,8208,9,"{""type"":""Point"",""coordinates"":[73.9258468299728,18.51249498639092]}"
80,4696,7368,7760,7940,8424,9,"{""type"":""Point"",""coordinates"":[73.92499488966779,18.512399777173144]}"
81,4696,7396,7684,7936,8376,9,"{""type"":""Point"",""coordinates"":[73.92508961234505,18.512400315543097]}"
82,4672,7344,7596,7884,8280,9,"{""type"":""Point"",""coordinates"":[73.92518433502556,18.51240085386563]}"
