system:index,B11,B2,B3,B4,B8,SCL,.geo
0,1902,613,835,628,3230,4,"{""type"":""Point"",""coordinates"":[73.86676799767194,18.536730117130364]}"
1,1936,624,846,637,3298,4,"{""type"":""Point"",""coordinates"":[73.86686273188127,18.53673068537662]}"
2,1936,671,920,751,3156,4,"{""type"":""Point"",""coordinates"":[73.86695746609405,18.536731253575393]}"
3,1985,697,923,771,2884,4,"{""type"":""Point"",""coordinates"":[73.86705220031024,18.53673182172669]}"
4,1985,664,919,766,2986,4,"{""type"":""Point"",""coordinates"":[73.86714693452988,18.536732389830494]}"
5,1839,664,826,655,3320,4,"{""type"":""Point"",""coordinates"":[73.8665791251171,18.53663861694228]}"
6,1832,664,844,668,3252,4,"{""type"":""Point"",""coordinates"":[73.86667385926981,18.536639185280535]}"
7,1832,648,833,649,3232,4,"{""type"":""Point"",""coordinates"":[73.86676859342595,18.536639753571308]}"
8,1887,659,848,690,3116,4,"{""type"":""Point"",""coordinates"":[73.86686332758552,18.5366403218146]}"
9,1887,673,890,730,3018,4,"{""type"":""Point"",""coordinates"":[73.86695806174852,18.536640890010403]}"
10,1934,666,890,698,2942,4,"{""type"":""Point"",""coordinates"":[73.86705279591494,18.536641458158734]}"
11,1934,654,891,720,3062,4,"{""type"":""Point"",""coordinates"":[73.8671475300848,18.536642026259575]}"
12,1921,721,912,808,3066,4,"{""type"":""Point"",""coordinates"":[73.86724226425807,18.536642594312937]}"
13,1839,708,927,683,3396,4,"{""type"":""Point"",""coordinates"":[73.86648498686775,18.536547685005498]}"
14,1839,688,889,670,3444,4,"{""type"":""Point"",""coordinates"":[73.86657972096724,18.53654825338827]}"
15,1832,644,843,672,3250,4,"{""type"":""Point"",""coordinates"":[73.86667445507017,18.536548821723557]}"
16,1832,629,833,690,3396,4,"{""type"":""Point"",""coordinates"":[73.86676918917654,18.536549390011363]}"
17,1887,615,833,677,3348,4,"{""type"":""Point"",""coordinates"":[73.86686392328633,18.536549958251687]}"
18,1887,626,836,703,3066,4,"{""type"":""Point"",""coordinates"":[73.86695865739955,18.53655052644453]}"
19,1934,644,821,691,2872,4,"{""type"":""Point"",""coordinates"":[73.8670533915162,18.53655109458989]}"
20,1934,669,859,736,2950,4,"{""type"":""Point"",""coordinates"":[73.86714812563628,18.536551662687767]}"
21,1921,694,914,776,3018,4,"{""type"":""Point"",""coordinates"":[73.86724285975977,18.536552230738163]}"
22,1921,639,846,720,2874,4,"{""type"":""Point"",""coordinates"":[73.8673375938867,18.536552798741077]}"
23,1833,696,947,708,3356,4,"{""type"":""Point"",""coordinates"":[73.86658031681397,18.536457889833375]}"
24,1862,618,850,670,3144,4,"{""type"":""Point"",""coordinates"":[73.86667505086712,18.536458458165697]}"
25,1862,612,830,634,3442,4,"{""type"":""Point"",""coordinates"":[73.8667697849237,18.536459026450533]}"
26,1901,623,874,684,3284,4,"{""type"":""Point"",""coordinates"":[73.86686451898372,18.53645959468789]}"
27,1901,650,851,762,2792,4,"{""type"":""Point"",""coordinates"":[73.86695925304716,18.536460162877766]}"
28,1882,643,810,714,2802,4,"{""type"":""Point"",""coordinates"":[73.86705398711402,18.536460731020167]}"
29,1882,657,851,736,2940,4,"{""type"":""Point"",""coordinates"":[73.86714872118434,18.536461299115075]}"
30,1801,659,926,772,2978,4,"{""type"":""Point"",""coordinates"":[73.86724345525806,18.536461867162508]}"
31,1801,653,902,727,2880,4,"{""type"":""Point"",""coordinates"":[73.8673381893352,18.53646243516246]}"
32,1862,601,836,662,3076,4,"{""type"":""Point"",""coordinates"":[73.86667564666062,18.536368094606953]}"
33,1862,615,830,639,3356,4,"{""type"":""Point"",""coordinates"":[73.86677038066743,18.53636866288883]}"
34,1901,647,860,703,3088,4,"{""type"":""Point"",""coordinates"":[73.86686511467767,18.53636923112322]}"
35,1901,659,849,713,2950,4,"{""type"":""Point"",""coordinates"":[73.86695984869132,18.53636979931013]}"
36,1882,603,815,694,2958,4,"{""type"":""Point"",""coordinates"":[73.86705458270843,18.53637036744956]}"
37,1882,638,856,700,3034,4,"{""type"":""Point"",""coordinates"":[73.86714931672896,18.53637093554151]}"
38,1801,634,918,731,3122,4,"{""type"":""Point"",""coordinates"":[73.8672440507529,18.536371503585972]}"
39,1801,630,896,680,3130,4,"{""type"":""Point"",""coordinates"":[73.86733878478029,18.536372071582957]}"
40,1858,670,855,674,3272,4,"{""type"":""Point"",""coordinates"":[73.86677097640772,18.53627829932624]}"
41,1881,625,828,684,3094,4,"{""type"":""Point"",""coordinates"":[73.8668657103682,18.536278867557666]}"
42,1881,634,825,680,3218,4,"{""type"":""Point"",""coordinates"":[73.8669604443321,18.53627943574161]}"
43,1802,608,820,655,3298,4,"{""type"":""Point"",""coordinates"":[73.86705517829941,18.536280003878076]}"
44,1802,613,825,691,3230,4,"{""type"":""Point"",""coordinates"":[73.86714991227015,18.53628057196706]}"
45,1719,612,839,687,3220,4,"{""type"":""Point"",""coordinates"":[73.86724464624433,18.53628114000856]}"
46,1719,635,879,670,3306,4,"{""type"":""Point"",""coordinates"":[73.86733938022194,18.536281708002576]}"
47,1858,658,855,680,3292,4,"{""type"":""Point"",""coordinates"":[73.8667715721446,18.536187935762772]}"
48,1881,622,794,655,3372,4,"{""type"":""Point"",""coordinates"":[73.8668663060553,18.53618850399123]}"
49,1881,634,803,632,3500,4,"{""type"":""Point"",""coordinates"":[73.86696103996941,18.536189072172206]}"
50,1802,611,813,611,3566,4,"{""type"":""Point"",""coordinates"":[73.86705577388696,18.53618964030571]}"
51,1802,603,843,680,3262,4,"{""type"":""Point"",""coordinates"":[73.86715050780792,18.536190208391723]}"
52,1719,608,847,680,3034,4,"{""type"":""Point"",""coordinates"":[73.86724524173233,18.53619077643026]}"
53,1807,628,813,657,3166,4,"{""type"":""Point"",""coordinates"":[73.86677216787805,18.53609757219842]}"
54,1813,601,798,632,3448,4,"{""type"":""Point"",""coordinates"":[73.86686690173896,18.536098140423913]}"
55,1813,591,790,615,3542,4,"{""type"":""Point"",""coordinates"":[73.8669616356033,18.536098708601926]}"
56,1775,639,810,620,3562,4,"{""type"":""Point"",""coordinates"":[73.86705636947107,18.53609927673246]}"
57,1775,652,848,683,3116,4,"{""type"":""Point"",""coordinates"":[73.86715110334227,18.53609984481551]}"
58,1753,620,854,687,3022,4,"{""type"":""Point"",""coordinates"":[73.8672458372169,18.536100412851084]}"
59,1807,642,839,664,3184,4,"{""type"":""Point"",""coordinates"":[73.86667802980037,18.53600664036318]}"
