system:index,B11,B2,B3,B4,B8,SCL,.geo
0,6022,10632,9816,9208,8392,9,"{""type"":""Point"",""coordinates"":[73.86676799767194,18.536730117130364]}"
1,6039,10584,9808,9240,8376,9,"{""type"":""Point"",""coordinates"":[73.86686273188127,18.53673068537662]}"
2,6039,10664,9784,9232,8424,9,"{""type"":""Point"",""coordinates"":[73.86695746609405,18.536731253575393]}"
3,6036,10624,9768,9280,8392,9,"{""type"":""Point"",""coordinates"":[73.86705220031024,18.53673182172669]}"
4,6036,10624,9768,9216,8392,9,"{""type"":""Point"",""coordinates"":[73.86714693452988,18.536732389830494]}"
5,6004,10536,9768,9208,8336,9,"{""type"":""Point"",""coordinates"":[73.8665791251171,18.53663861694228]}"
6,6011,10584,9792,9232,8328,9,"{""type"":""Point"",""coordinates"":[73.86667385926981,18.536639185280535]}"
7,6011,10568,9784,9232,8416,9,"{""type"":""Point"",""coordinates"":[73.86676859342595,18.536639753571308]}"
8,6016,10568,9768,9216,8376,9,"{""type"":""Point"",""coordinates"":[73.86686332758552,18.5366403218146]}"
9,6016,10632,9784,9208,8376,9,"{""type"":""Point"",""coordinates"":[73.86695806174852,18.536640890010403]}"
10,6018,10632,9736,9208,8360,9,"{""type"":""Point"",""coordinates"":[73.86705279591494,18.536641458158734]}"
11,6018,10584,9784,9248,8344,9,"{""type"":""Point"",""coordinates"":[73.8671475300848,18.536642026259575]}"
12,6016,10608,9872,9264,8424,9,"{""type"":""Point"",""coordinates"":[73.86724226425807,18.536642594312937]}"
13,6004,10560,9760,9176,8344,9,"{""type"":""Point"",""coordinates"":[73.86648498686775,18.536547685005498]}"
14,6004,10584,9768,9200,8368,9,"{""type"":""Point"",""coordinates"":[73.86657972096724,18.53654825338827]}"
15,6011,10560,9768,9216,8368,9,"{""type"":""Point"",""coordinates"":[73.86667445507017,18.536548821723557]}"
16,6011,10568,9768,9272,8392,9,"{""type"":""Point"",""coordinates"":[73.86676918917654,18.536549390011363]}"
17,6016,10584,9768,9216,8368,9,"{""type"":""Point"",""coordinates"":[73.86686392328633,18.536549958251687]}"
18,6016,10584,9792,9216,8376,9,"{""type"":""Point"",""coordinates"":[73.86695865739955,18.53655052644453]}"
