system:index,B2,B3,B4,B8,.geo
0,13112,11888,11008,9728,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,13896,12616,11824,10336,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,13488,12216,11336,9928,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,13192,11984,11184,9720,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,13920,12624,11736,10400,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,13288,12128,11328,9824,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,12992,11904,11200,9608,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,12600,11552,10840,9424,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,13152,12160,11384,9968,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,11992,11008,10264,9080,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,12864,11872,11168,9704,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,12656,11504,10632,9312,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,12824,11776,10976,9640,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,12520,11504,10720,9664,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,14752,13624,12880,11144,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,14336,13264,12440,10760,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,13152,11952,11064,9704,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,14016,12872,12000,10528,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,12968,11680,10848,9472,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,13104,11992,11160,9928,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,12552,11432,10696,9440,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,9688,8912,8272,7832,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,10368,9688,9032,8544,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,10976,10192,9568,8952,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,10648,9728,9144,7936,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,10432,9456,8720,7680,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,10808,10048,9440,8504,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,13144,12136,11280,10168,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,12752,11696,10808,9688,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,13216,12272,11368,10232,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
