system:index,B2,B3,B4,B8,.geo
0,255,509,392,2474,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,364,551,561,1720,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,278,588,405,2666,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,288,514,431,1994,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,221,440,336,1909,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,373,594,583,1886,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,317,543,552,1595,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,330,472,522,1302,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,231,386,350,1748,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,390,605,666,1859,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,379,610,583,1672,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,365,630,539,1681,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,265,451,461,1489,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,375,682,535,2680,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
14,379,604,540,2286,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
15,792,1038,1408,1841,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
16,379,591,577,2304,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
17,661,928,1046,1414,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
18,290,549,318,206,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
19,321,562,551,2727,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
20,333,582,510,1712,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
21,301,517,476,2500,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
22,245,408,387,1764,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
23,353,576,633,1620,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
24,256,449,337,2084,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
25,347,490,454,1964,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
26,332,653,467,2275,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
27,428,879,695,3305,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
28,288,474,455,1720,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
29,309,646,520,2792,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
