system:index,B2,B3,B4,B8,.geo
0,10968,10320,9904,9288,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,5412,5492,5348,5504,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,2420,2592,2472,3596,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,6328,5800,5428,5992,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,7692,6712,6044,6288,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,5484,4928,4504,5136,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,7568,7280,7076,6884,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,541,800,520,3430,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,452,667,403,2988,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,423,684,517,3750,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,381,524,335,3538,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,1816,1974,2004,3022,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,2692,2862,2740,3618,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,5568,5616,5416,5760,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,1622,2046,1982,4464,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,2294,2408,1948,3828,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,3016,2754,2350,4014,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,1724,1776,1368,2854,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,4288,3728,3138,4340,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,592,819,537,3660,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,1168,1376,1224,2648,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,7420,6944,6456,6544,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,2448,2324,1936,3243,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,7264,6932,6624,6527,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,6200,5788,5584,5540,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,3920,3792,3624,3890,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,4996,4864,4704,5124,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,6556,6104,5832,6144,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,8656,8084,7596,7340,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,8944,8296,7960,7584,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
