system:index,B2,B3,B4,B8,.geo
0,240,443,218,2989,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,327,457,307,2505,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,345,545,365,2383,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,2210,2342,2358,3731,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,304,417,242,2543,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,419,572,507,2361,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,198,409,203,2856,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,349,528,368,2264,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,299,491,277,2578,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,314,457,387,2514,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,247,385,227,3355,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,206,449,207,3157,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,197,377,226,3151,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,346,477,344,2342,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,267,430,208,3629,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,272,435,234,2797,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,302,458,290,2751,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,692,1028,1008,3494,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,425,772,441,4209,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,502,693,522,2871,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,322,557,334,3366,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,571,723,419,3385,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,507,641,397,3047,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,534,768,695,2436,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,433,682,402,3336,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,839,963,954,1770,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,353,577,358,268,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,379,630,369,4111,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,372,598,421,3243,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,466,655,529,3050,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
