system:index,B2,B3,B4,B8,.geo
0,2234,2222,1946,3614,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,2928,2734,2480,3718,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,2940,2746,2540,3266,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,6424,6056,5716,5568,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,6668,6328,6060,5840,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,7544,7060,6684,6376,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,7580,7036,6688,6240,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,7560,7100,6752,6284,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,7412,6920,6588,6124,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,7500,7176,6880,6280,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,8040,7456,7084,6556,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,7316,6796,6456,6084,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,8416,7856,7420,6844,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,11944,11112,10560,9528,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,7672,7176,6832,6488,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,7172,6796,6412,6132,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,8816,8288,7880,7360,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,8776,8232,7772,7332,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,8824,8312,7920,7448,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,9184,8600,8240,7720,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,11136,10400,9768,9136,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,6300,5948,5668,5684,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,8440,8060,7768,7296,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,5584,5284,4960,5024,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,11584,10792,10104,9144,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,11384,10624,9936,8960,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,11280,10496,9920,8976,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,11504,10760,10184,9176,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,11696,10976,10560,9528,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,12800,11952,11248,10408,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
