system:index,B2,B3,B4,B8,.geo
0,3664,3476,3132,4026,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,5540,5328,5036,5528,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,3708,3508,3298,3806,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,1568,1622,1328,4312,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,2640,2768,2754,3554,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,1948,1990,1906,3256,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,5224,5016,4804,5148,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,5576,5352,5160,5328,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,4472,4268,4018,4432,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,4740,4616,4372,4660,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,4564,4364,4124,4500,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,2586,2548,2410,3128,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,5244,5260,5152,5236,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,6280,5916,5768,5684,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,1730,1726,1394,4716,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,2282,2256,1992,3862,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,1978,2020,1784,3642,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,3718,3544,3218,4200,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,2010,2068,1740,4136,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,1834,1814,1560,3606,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,1762,1714,1396,2750,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,1640,1642,1438,2968,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,1892,1698,1384,2530,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,2758,2668,2598,2852,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,1708,1724,1498,2990,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,1874,1900,1786,2520,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,1858,2054,2388,1860,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,6000,5748,5280,5448,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,5780,5596,5428,5332,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,6036,5592,5252,5436,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
