system:index,B2,B3,B4,B8,.geo
0,811,855,630,1792,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,960,935,703,1987,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,908,994,731,2178,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,840,878,618,2692,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,822,870,684,2130,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,965,965,801,2337,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,839,885,634,2670,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,955,916,756,1842,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,886,882,653,2008,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,1016,960,786,2259,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,833,764,613,2521,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,819,822,605,2433,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,982,902,686,2137,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,1068,1022,834,2008,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,659,789,527,3002,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,747,732,503,2608,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,713,826,586,2321,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,729,821,625,2725,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,822,969,670,3674,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,715,865,592,2382,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,589,745,519,2592,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,656,828,598,2823,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,600,681,523,2758,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,1092,1164,1396,2169,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,1028,1192,899,2974,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,1432,1472,1394,1638,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,709,769,555,408,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,1166,1218,969,2799,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,1246,1282,1082,2322,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,1348,1380,1170,2286,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
