system:index,B2,B3,B4,B8,.geo
0,378,634,462,3750,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,549,814,656,2950,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,565,851,659,3038,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,437,738,563,3926,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,467,670,552,2586,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,658,918,913,2770,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,401,658,551,2930,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,549,861,721,2460,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,472,733,617,2734,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,482,737,644,2836,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,447,650,534,3146,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,379,605,509,2776,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,447,666,593,2776,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,502,723,776,2244,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,383,647,485,3684,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,386,637,467,2930,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,457,680,618,2774,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,490,872,576,3510,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,617,1084,888,3876,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,435,698,553,2988,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,469,801,633,3486,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,483,833,767,2929,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,437,691,611,2644,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,973,1252,1650,2023,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,639,954,996,2348,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,1015,1156,1278,2144,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,441,745,514,552,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,468,799,700,3564,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,478,824,741,3222,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,543,984,881,3658,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
