system:index,B2,B3,B4,B8,.geo
0,491,669,538,2510,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
1,470,613,470,2508,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
2,637,728,781,1144,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
3,526,729,522,2836,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
4,909,1048,1034,1610,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
5,488,619,423,437,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
6,683,808,714,2512,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
7,730,878,777,2226,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
8,800,932,777,2312,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
9,553,717,505,2612,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
10,664,737,605,1926,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
11,822,1028,811,2154,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
12,696,814,610,2590,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
13,662,703,595,1992,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
14,766,863,813,2172,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
15,673,797,626,2778,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
16,764,810,689,1914,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
17,704,810,664,2184,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
18,788,872,722,2380,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
19,713,843,639,2872,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
20,706,771,591,2602,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
21,762,840,686,2364,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
22,658,724,610,1968,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
23,611,738,558,2828,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
24,616,694,521,2270,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
25,704,791,677,2702,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
26,759,861,691,2520,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
27,699,1003,700,3504,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
28,938,991,850,2406,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
29,909,1044,882,2492,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
