system:index,B2,B3,B4,B8,.geo
0,6888,6704,6444,6520,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
1,7724,7464,7228,6964,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
2,7828,7552,7240,7056,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
3,8060,7812,7552,7212,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
4,8528,8216,7924,7536,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
5,8344,8016,7744,7340,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
6,8288,7900,7568,7428,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
7,8344,8012,7616,7476,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
8,6148,6016,5768,5832,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
9,6292,6060,5804,5916,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
10,5884,5692,5396,5584,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
11,5944,5736,5508,5384,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
12,5988,5768,5560,5444,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
13,7060,6768,6556,6372,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
14,6064,5948,5692,5840,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
15,6224,6064,5876,5948,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
16,6200,6000,5796,5936,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
17,6708,6432,6268,6172,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
18,6812,6520,6344,6196,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
19,7392,7056,6828,6688,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
20,7592,7248,7020,6896,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
21,7692,7388,7148,6964,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
22,7892,7540,7320,7116,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
23,8184,7912,7624,7324,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
24,8344,8060,7740,7432,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
25,8424,8076,7876,7504,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
26,8456,8120,7896,7524,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
27,8416,8072,7792,7492,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
28,6652,6564,6424,6240,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
29,6784,6572,6376,6240,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
