system:index,B2,B3,B4,B8,.geo
0,4952,5288,5572,6024,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,5216,5640,5860,6292,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,4716,5128,5356,5796,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,4964,5396,5660,6032,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,4364,4828,5152,5488,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,3746,4228,4560,5016,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,4368,4796,5068,5504,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,4484,4864,5200,5600,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,4592,4992,5288,5728,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,4340,4772,5052,5492,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,4512,4908,5204,5660,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,4732,5084,5396,5860,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,4236,4532,4732,5356,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,4050,4492,4700,5248,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,5080,5516,5768,6092,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,5204,5644,5916,6212,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,4884,5264,5512,5868,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,4916,5312,5604,5912,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,4820,5208,5472,5836,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,3558,3968,4308,4872,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,4280,4704,4988,5484,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,4030,4436,4744,5044,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,4832,5296,5536,5752,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,4112,4556,4872,5104,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,4672,4996,5228,5624,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,4828,5236,5468,5840,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,3738,4094,4412,4772,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,4112,4532,4840,5312,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,4232,4692,4984,5420,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,4396,4836,5036,5532,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
