system:index,B2,B3,B4,B8,.geo
0,4640,4616,4604,4144,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,5572,5324,5092,4956,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,3772,3388,3156,3572,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,921,863,686,1186,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,5972,5620,5208,5216,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,6620,5560,4520,5252,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,9480,8960,8544,7920,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,8560,8160,7716,7172,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,9840,9376,9064,8344,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,10168,9344,8656,8424,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,7140,6844,6748,6236,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,5692,5224,4664,4688,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,5184,5060,4912,4416,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,4696,4616,4620,4492,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,6148,6056,5816,5620,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,4704,4144,3694,4152,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,4496,4288,3982,4136,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,4900,4852,4832,4356,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,3960,3752,3782,3508,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,9176,8792,8464,7792,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,11112,10336,9656,9224,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,4320,4204,4000,4604,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,4144,4052,3912,4648,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,1356,1362,1506,2084,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,949,999,767,2370,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,993,1110,1102,1310,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,3688,3466,3250,3552,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,2198,2242,2142,2670,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,1140,1076,982,1522,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,1222,1362,1670,1590,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
