system:index,B2,B3,B4,B8,.geo
0,8264,7816,7332,7316,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,7836,7500,6944,6944,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,7316,6740,6216,6392,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,5560,5160,4864,5088,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,6312,6068,5736,5744,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,6520,6300,5868,5972,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,7416,6992,6564,6660,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,7360,6880,6368,6444,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,7476,6960,6504,6636,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,7060,6320,5988,6148,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,7536,7008,6556,6700,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,6964,6348,5876,6020,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,6856,6392,6036,6040,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,8172,7668,7160,6964,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,8768,8328,7916,7640,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,7920,7476,6796,6972,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,7208,6632,6156,6212,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,6972,6592,6012,6136,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,6920,6476,6048,5992,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,9320,8504,7840,7860,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,10008,9288,8656,8528,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,6280,5788,5264,5444,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,6364,5848,5348,5456,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,5080,4744,4596,4340,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,10408,9680,8960,8768,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,10984,10088,9240,9192,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,10744,10136,9504,9088,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,5040,4700,4360,4260,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,5656,5516,5216,4936,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,6112,5624,5268,5200,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
