system:index,B2,B3,B4,B8,.geo
0,1174,1268,1214,2662,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,1058,1250,1148,2622,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,955,1122,974,2706,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,1122,1252,1164,3090,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,960,1130,1036,2380,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,1148,1270,1342,2302,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,913,1100,996,2642,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,1044,1204,1126,2364,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,933,1144,1010,2452,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,993,1122,1042,2472,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,987,1130,1048,2742,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,1040,1178,1106,2378,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,1070,1184,1142,2598,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,858,1020,957,2420,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
14,833,960,861,2236,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
15,1098,1328,1512,1864,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
16,1538,1642,1616,2642,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
17,1694,1778,1758,2432,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
18,815,943,873,933,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
19,860,1086,954,3238,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
20,957,1140,1122,2930,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
21,965,1218,1090,3232,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
22,854,1056,1040,2270,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
23,869,982,912,3184,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
24,894,1020,913,2662,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
25,854,1020,962,2326,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
26,849,1092,947,2790,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
27,889,1128,966,3034,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
28,799,1042,896,2922,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
29,825,1056,883,2974,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
