system:index,B2,B3,B4,B8,.geo
0,541,646,430,3371,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,3184,3670,3638,4083,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,357,387,269,937,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,739,895,606,4064,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,913,996,835,3270,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,8664,8240,7592,7848,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,1154,1736,2012,3599,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,944,943,866,2152,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,583,692,501,3030,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,471,635,461,3083,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,468,649,775,1582,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,716,828,576,3482,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,543,695,523,3562,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,1752,1608,1704,2214,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,2018,2060,1990,3064,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,9352,8880,8400,8105,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,4764,4728,4556,4827,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,2380,2578,2536,4300,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,928,1240,866,4340,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,486,695,495,3082,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,465,526,315,1834,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,1384,1584,1324,3874,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,614,823,525,3749,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,651,875,783,2614,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,614,871,571,3802,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,2988,2812,2654,3421,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,655,907,533,551,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,2902,3436,3532,3872,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,575,614,524,1855,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,3400,3418,3298,3664,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
