system:index,B2,B3,B4,B8,.geo
0,247,455,428,1722,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
1,313,609,626,1924,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
2,159,383,293,2217,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
3,253,434,413,2122,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
4,359,655,504,2420,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
5,465,917,694,3473,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
6,307,504,430,1758,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
7,421,774,686,2966,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
8,252,532,365,2953,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
9,388,548,560,1790,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
10,266,537,369,2708,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
11,286,533,408,2348,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
12,195,386,307,2000,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
13,298,628,536,2254,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
14,307,573,506,1807,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
15,281,492,479,1442,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
16,171,323,270,1871,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
17,225,513,366,2386,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
18,289,666,550,2198,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
19,223,610,369,2713,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
20,226,498,381,2072,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
21,310,645,515,2868,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,331,623,490,2382,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,830,1162,1526,1991,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,357,602,697,2159,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,771,1068,1132,1538,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,170,460,235,173,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,310,596,550,3141,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,308,586,577,1849,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,301,579,463,2840,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
