system:index,B2,B3,B4,B8,.geo
0,332,590,388,2832,"{""type"":""Point"",""coordinates"":[73.86509225149409,18.56093840803539]}"
1,414,516,513,1558,"{""type"":""Point"",""coordinates"":[73.85610992103034,18.558082806864604]}"
2,384,583,381,2792,"{""type"":""Point"",""coordinates"":[73.84646470586776,18.555222741555564]}"
3,393,574,456,2260,"{""type"":""Point"",""coordinates"":[73.85392648250487,18.54451455922628]}"
4,279,433,314,1830,"{""type"":""Point"",""coordinates"":[73.8516720950734,18.541609130281362]}"
5,430,639,595,1973,"{""type"":""Point"",""coordinates"":[73.8489338202096,18.54023696242645]}"
6,367,548,565,1494,"{""type"":""Point"",""coordinates"":[73.84442782948553,18.534064522940973]}"
7,401,567,570,1497,"{""type"":""Point"",""coordinates"":[73.83514533517442,18.53382678949853]}"
8,306,458,399,1938,"{""type"":""Point"",""coordinates"":[73.83828124803038,18.532400233869634]}"
9,381,486,435,1882,"{""type"":""Point"",""coordinates"":[73.83364434346669,18.53164873780915]}"
10,431,620,584,1754,"{""type"":""Point"",""coordinates"":[73.8401850095257,18.531056431377856]}"
11,324,681,447,2570,"{""type"":""Point"",""coordinates"":[73.85961016707546,18.53036135604759]}"
12,339,474,417,1625,"{""type"":""Point"",""coordinates"":[73.85080689197136,18.529313991181148]}"
13,303,408,379,1744,"{""type"":""Point"",""coordinates"":[73.74085937009741,18.576054340017542]}"
14,429,642,618,1983,"{""type"":""Point"",""coordinates"":[73.82904239450096,18.553579242737555]}"
15,313,430,332,2194,"{""type"":""Point"",""coordinates"":[73.82715619069478,18.55230240929637]}"
16,334,450,361,1607,"{""type"":""Point"",""coordinates"":[73.82956229104438,18.546805012412513]}"
17,392,630,521,2273,"{""type"":""Point"",""coordinates"":[73.82521729940908,18.544880344457553]}"
18,550,880,631,3574,"{""type"":""Point"",""coordinates"":[73.82854050086982,18.54381659550689]}"
19,368,471,475,1792,"{""type"":""Point"",""coordinates"":[73.7744340963444,18.531906539257935]}"
20,415,680,525,2758,"{""type"":""Point"",""coordinates"":[73.79055450167127,18.529660913549442]}"
21,362,647,555,2496,"{""type"":""Point"",""coordinates"":[73.75987078238757,18.672327121601604]}"
22,308,507,401,2331,"{""type"":""Point"",""coordinates"":[73.75779624906843,18.67077723499532]}"
23,855,1092,1544,1986,"{""type"":""Point"",""coordinates"":[73.77467477926106,18.670436329868533]}"
24,395,584,527,2343,"{""type"":""Point"",""coordinates"":[73.78744841405882,18.620638286087637]}"
25,603,713,819,1250,"{""type"":""Point"",""coordinates"":[73.78432267293265,18.620347027127526]}"
26,329,591,302,176,"{""type"":""Point"",""coordinates"":[73.82894832471943,18.608972870354712]}"
27,438,669,576,2849,"{""type"":""Point"",""coordinates"":[73.7357522534628,18.58758666480997]}"
28,426,638,645,1730,"{""type"":""Point"",""coordinates"":[73.73719359286203,18.584885430315445]}"
29,374,545,448,2723,"{""type"":""Point"",""coordinates"":[73.73729966489705,18.583349965303213]}"
