NDVI,MNDWI,NDBI,Label
0.5430488259411107,-0.48343815513626837,-0.07840583485282626,Forests
-0.37,0.8252427184466019,-0.4,Water
0.6936170212765957,-0.42439862542955326,-0.2538253825382538,Forests
0.19555401180965612,-0.444377990430622,0.16779497098646035,BarrenLand
-0.1794871794871795,0.8340248962655602,-0.5238095238095238,Water
0.5125506072874494,-0.5516969218626677,0.02556077203964528,Agriculture
0.19546979865771813,-0.5554131966688021,0.26031663638723074,BarrenLand
0.4803088803088803,-0.5426523297491039,0.05775374784959449,BarrenLand
0.05814622913068509,-0.18586025959679647,0.07754077791718945,Infrastructure
0.08433734939759036,-0.08733280881195908,0.0229459659511473,Infrastructure
0.7196969696969697,-0.45183714001986097,-0.2165058949624866,Forests
0.16897173782321107,-0.26498153933541607,0.0678494365859506,Infrastructure
0.5782073813708261,-0.3545232273838631,-0.1292046526249607,Forests
-0.5138121546961326,0.8841463414634146,-0.3968253968253968,Water
0.27705627705627706,-0.5264516129032258,0.14410058027079303,BarrenLand
0.674217907227616,-0.3957040572792363,-0.22849604221635883,Forests
0.24085199344620425,-0.4041525832930951,0.12277992277992278,Agriculture
-0.6906077348066298,0.8971428571428571,-0.21739130434782608,Water
0.056393076493579004,-0.090961262553802,0.002372791985235961,Infrastructure
0.6865033061065733,-0.4527027027027027,-0.18050639803974952,Forests
0.6753160345974717,-0.3898305084745763,-0.26089133700550826,Forests
0.1396832900023635,-0.3814814814814815,0.106209453197405,BarrenLand
0.13139329805996472,-0.30091407678244975,0.1619856303069889,Infrastructure
0.012216404886561954,-0.041806530363137015,-0.009573542210617928,Infrastructure
-0.7430167597765364,0.9036827195467422,-0.15,Water
-0.7049180327868853,0.887905604719764,-0.17391304347826086,Water
0.3031496062992126,-0.548918640576725,0.15366913832779341,BarrenLand
0.15956151035322777,-0.39060131379484586,0.18213058419243985,BarrenLand
0.27529923830250275,-0.5286458333333334,0.14369215781782757,BarrenLand
0.6817988969028426,-0.4656964656964657,-0.16863207547169812,Forests
0.18362892223738062,-0.49883025734338443,0.14133016627078385,BarrenLand
0.01221001221001221,-0.29089664613278576,0.26097615333184754,Infrastructure
0.12591911764705882,-0.35627240143369177,0.2139878087905037,Infrastructure
0.5536139793486894,-0.5148683092608326,-0.046269055897298746,Agriculture
0.1712558764271323,-0.4430906389301634,0.16395014381591563,BarrenLand
0.23139931740614333,-0.45879602571595557,0.16093023255813954,BarrenLand
0.08557457212713937,-0.3465894789831362,0.09295199182839632,BarrenLand
-0.00964630225080386,0.4339622641509434,-0.3162393162393162,Water
0.18058968058968058,-0.4353854686633389,0.1476718403547672,BarrenLand
-0.7430167597765364,0.8971428571428571,-0.12195121951219512,Water
0.18545020870602266,-0.4145854145854146,0.175103734439834,BarrenLand
0.5242544017247575,-0.42293090356871677,-0.061827284105131414,Agriculture
-0.45569620253164556,0.8727272727272727,-0.34375,Water
0.2920353982300885,-0.48318412775223807,0.10510185685956373,BarrenLand
-0.6412213740458015,0.8382352941176471,-0.175,Water
0.690625,-0.518847945785684,-0.09375789739701794,Forests
-0.717391304347826,0.850415512465374,0.018867924528301886,Water
0.6624179219775975,-0.44983513895430993,-0.16607965321051205,Forests
0.6314741035856574,-0.40348837209302324,-0.151493848857645,Forests
0.6929824561403509,-0.48848292295472595,-0.18094405594405594,Forests
0.03242467718794835,-0.08103497298834234,0.027567567567567567,Infrastructure
0.7194696441032798,-0.4413509812870835,-0.21889685876824141,Forests
0.21115537848605578,-0.48002904865649965,0.11386409182000365,BarrenLand
0.039727582292849034,0.5483870967741935,-0.4470774091627172,Water
0.6998965160400138,-0.3958429561200924,-0.23974842767295598,Forests
-0.7094972067039106,0.8858858858858859,-0.15555555555555556,Water
0.7375734901122395,-0.44734931009440815,-0.2398932112890923,Agriculture
-0.679144385026738,0.8968481375358166,-0.25,Water
-0.03272727272727273,-0.2070916635231988,0.23195380173243504,Infrastructure
0.20025268477574226,-0.48226544622425627,0.15386328211979514,BarrenLand
-0.5206611570247934,0.8197424892703863,-0.16,Water
0.07492701913720402,-0.2711157455683003,0.1907203907203907,Infrastructure
0.5389696169088507,-0.620323841429369,0.10932721712538226,Agriculture
-0.6615384615384615,0.8403755868544601,-0.1282051282051282,Water
0.7206063088897993,-0.4947478991596639,-0.19216576781152428,Forests
0.21021611001964635,-0.5088967971530249,0.15846994535519127,BarrenLand
0.21779425393883226,-0.32458442694663164,0.07072135785007072,Agriculture
0.6921339856981558,-0.437125748502994,-0.21908893709327548,Forests
-0.7037037037037037,0.8968481375358166,-0.21739130434782608,Water
0.695920889987639,-0.4531310774017892,-0.1899392888117953,Forests
0.17294281729428174,-0.4652567975830816,0.18091064037009982,BarrenLand
0.14634873323397912,-0.300384404173531,0.10370542996970403,Infrastructure
0.02184745113070142,-0.19554536521454308,0.155794806839772,Infrastructure
0.43820224719101125,-0.5235398230088496,0.05697445972495088,BarrenLand
0.6129541864139021,-0.5259125732311852,-0.09344042838018742,Agriculture
0.14556962025316456,0.39165009940357853,-0.4058252427184466,Water
-0.6972972972972973,0.8917378917378918,-0.19148936170212766,Water
0.05748502994011976,-0.24542586750788645,0.05561497326203209,BarrenLand
0.6128293241695304,-0.4935584184806753,-0.11363037173741102,Agriculture
0.05483672211953173,-0.19635811836115327,0.0703231061634537,Infrastructure
0.18551367331855137,-0.2995153473344103,0.11258644536652836,Infrastructure
0.014460511679644048,0.5118898623279099,-0.4009216589861751,Water
0.15551481820959365,-0.42341385718078045,0.17279090113735784,BarrenLand
0.1953125,-0.5533333333333333,0.2570811977340167,BarrenLand
-0.2827586206896552,0.808695652173913,-0.40540540540540543,Water
0.08080808080808081,-0.19669000636537237,0.0467706013363029,Infrastructure
-0.3333333333333333,0.8301369863013699,-0.42592592592592593,Water
0.054767862107311646,-0.25533480500367917,0.1485637342908438,Infrastructure
-0.3551912568306011,0.7940199335548173,-0.3111111111111111,Water
0.6389640510243525,-0.5265234546251644,-0.09816109816109816,Agriculture
0.6877590494611772,-0.4296160877513711,-0.21940507087242964,Forests
0.026923993328568024,-0.20798810282557892,0.13765506202480993,Infrastructure
0.7474747474747475,-0.4423518603582912,-0.2761641309359152,Forests
0.022222222222222223,0.5629984051036683,-0.4315352697095436,Water
0.14805194805194805,-0.21907394609536973,-0.0011325028312570782,Agriculture
0.24013157894736842,-0.5425008204791598,0.21824779678589942,BarrenLand
0.6722909636295463,-0.3116226838854576,-0.3125367863449088,Forests
0.14091350826044705,-0.21468574984443062,0.0514408833827094,Infrastructure
-0.7415730337078652,0.8994082840236687,-0.15,Water
-0.7333333333333333,0.8988095238095238,-0.17073170731707318,Water
0.052980132450331126,0.21150592216582065,-0.1542649727767695,Water
0.04555883316945264,-0.2830753869196206,0.234093637454982,Infrastructure
-0.7681159420289855,0.8608695652173913,0.3333333333333333,Water
0.14467408585055644,-0.41210100047641735,0.15690866510538642,BarrenLand
-0.3387096774193548,0.8157181571815718,-0.41379310344827586,Water
0.1642512077294686,-0.3095156303675713,0.13723150357995226,Infrastructure
-0.7206703910614525,0.8820058997050148,-0.1111111111111111,Water
-0.392,0.8620689655172413,-0.4074074074074074,Water
0.1941941941941942,-0.45748012527101906,0.11809277397893181,BarrenLand
-0.3543307086614173,0.8341968911917098,-0.43859649122807015,Water
-0.018,0.3143939393939394,-0.15123094958968347,Water
0.18821362799263353,-0.3289422704378148,0.03064903846153846,BarrenLand
0.6470588235294118,-0.523851590106007,-0.12680334092634776,Agriculture
0.1596505162827641,-0.30365544697792257,0.10456915056731064,Infrastructure
0.17270194986072424,-0.16690442225392296,-0.014457831325301205,Infrastructure
0.02073661405137728,-0.16017868538608807,0.04874531295067782,Infrastructure
0.2304743651173934,-0.3488372093023256,0.08022922636103152,Agriculture
-0.472,0.8189300411522634,-0.2,Water
0.4350584307178631,-0.5314177455004736,0.06034105815478793,BarrenLand
0.752851711026616,-0.4246100519930676,-0.28434616054327005,Agriculture
0.07297830374753451,-0.012910798122065728,-0.11532547411583803,Infrastructure
0.0743117367004761,-0.05871886120996441,-0.04321608040201005,Infrastructure
-0.7348066298342542,0.8956521739130435,-0.14285714285714285,Water
0.27113702623906705,-0.5334645669291339,0.14530752266601324,BarrenLand
0.7240915208613729,-0.4020304568527919,-0.2995181334009637,Forests
0.23577235772357724,-0.5569160130093744,0.22320757552983617,Agriculture
0.7900801603206413,-0.4395088479595522,-0.2838663312971613,Agriculture
-0.44144144144144143,0.8487394957983193,-0.2653061224489796,Water
0.06926406926406926,0.31473214285714285,-0.23345817727840198,Water
-0.7362637362637363,0.8820058997050148,-0.09090909090909091,Water
-0.2972972972972973,0.8165137614678899,-0.4444444444444444,Water
0.6976744186046512,-0.4263803680981595,-0.19723780750971084,Forests
0.2100456621004566,-0.5261669024045261,0.23916164226241746,BarrenLand
0.20677671589921806,-0.5590601866752495,0.2710574652322225,BarrenLand
0.015913663800987746,-0.15383266093667777,0.08440487965710518,Infrastructure
0.018760050026800073,-0.11095700416088766,0.05829892650701899,Infrastructure
0.4467654986522911,-0.5104669887278583,0.04407836153161175,BarrenLand
0.674407114624506,-0.2523076923076923,-0.3510065776360375,Agriculture
0.2720883534136546,-0.49929278642149927,0.11305565278263913,BarrenLand
0.7063253012048193,-0.45454545454545453,-0.23353293413173654,Forests
-0.717391304347826,0.8819875776397516,-0.15555555555555556,Water
-0.7348066298342542,0.8938053097345132,-0.14285714285714285,Water
0.3731548232063165,-0.5216732343134283,0.1130820399113082,BarrenLand
0.5871056241426612,-0.38324117396852403,-0.1746192893401015,Agriculture
-0.011111111111111112,0.39514348785871967,-0.3217821782178218,Water
0.22938144329896906,-0.5166712593000826,0.1811158798283262,BarrenLand
0.5773524720893142,-0.5265866209262435,-0.05268759978712081,Agriculture
-0.6666666666666666,0.891566265060241,-0.2653061224489796,Water
0.4967544864452081,-0.4734356552538371,-0.022964509394572025,Agriculture
0.6918882072256305,-0.3583710407239819,-0.24629676123524982,Forests
0.7145061728395061,-0.49575070821529743,-0.1676300578034682,Forests
-0.726775956284153,0.8911174785100286,-0.13636363636363635,Water
-0.013177159590043924,0.5476575121163166,-0.4129979035639413,Water
0.055289651757715795,-0.28615384615384615,0.15713155813340363,Infrastructure
0.09330406147091108,0.3663133097762073,-0.2985658409387223,Water
0.6500655307994757,-0.33766233766233766,-0.2717171717171717,Forests
0.4238875878220141,-0.5291622481442205,0.08502633559066967,Agriculture
0.6666666666666666,-0.419583967529173,-0.23321457933680462,Forests
0.6774193548387096,-0.41026766125493636,-0.2166707287350719,Forests
-0.7237569060773481,0.8904899135446686,-0.13636363636363635,Water
0.4208776595744681,-0.5314250155569384,0.0704654197477164,BarrenLand
-0.3493975903614458,0.8076923076923077,-0.39655172413793105,Water
0.1743404035178479,-0.46579634464751957,0.1057711246799291,BarrenLand
-0.717391304347826,0.8551532033426184,0.0,Water
0.16423357664233576,-0.420090113967665,0.16655780535597647,BarrenLand
0.5354300871542251,-0.4746760895170789,-0.03790983606557377,Agriculture
0.7506631299734748,-0.40517546969159873,-0.2936564504632929,Agriculture
0.3025335320417288,-0.4897360703812317,0.12231371761397872,BarrenLand
0.2887582659808964,-0.5060483870967742,0.12190237797246559,BarrenLand
0.7220930232558139,-0.4295914319714399,-0.2434928631402183,Forests
0.16858006042296073,-0.42115027829313545,0.161863488624052,BarrenLand
0.09450015192950471,-0.22352269483300027,0.08671399594320486,Infrastructure
0.6666666666666666,-0.42538354253835425,-0.23022847100175747,Forests
0.7027300303336703,-0.46678096870981567,-0.19235308000944065,Forests
0.39683608212722987,-0.536660505237215,0.09170496826439045,BarrenLand
0.16798510935318753,-0.36968576709796674,0.08293752283522104,BarrenLand
0.030328209389281262,-0.2866785079928952,0.18715175352343494,Infrastructure
-0.005622489959839358,-0.38079470198675497,0.33796791443850266,Infrastructure
-0.19444444444444445,0.7586206896551724,-0.3488372093023256,Water
0.21503330161750714,-0.5020557332115121,0.12564190345771997,BarrenLand
-0.7081081081081081,0.8819875776397516,-0.17391304347826086,Water
0.2609457092819615,-0.5700575815738963,0.3088,Agriculture
0.19154676258992806,-0.3595190380761523,0.12280701754385964,Agriculture
0.06443298969072164,-0.13626576438019072,0.05573020863103744,Infrastructure
0.6782449725776966,-0.36944444444444446,-0.30120481927710846,Forests
0.6368467670504872,-0.39496781743709775,-0.21578947368421053,Forests
