B11,B2,B3,B4,B8,Label
2439,569,722,894,1929,1
18,230,332,155,22,4
2936,722,899,1260,2070,1
1401,448,606,786,1232,0
1489,417,615,448,2542,2
1410,367,514,375,1982,2
2606,1498,1388,1476,1728,3
2901,783,938,1232,1779,1
1592,454,684,471,2718,2
1247,350,462,318,1892,2
3260,844,1204,1714,2702,1
156,386,349,283,313,4
1720,380,568,485,2230,0
1687,433,629,447,2100,2
2147,513,680,723,2059,1
1472,454,661,571,2307,0
1563,547,677,583,2127,0
3180,765,1086,1548,2539,1
1498,304,513,419,1990,0
2412,576,716,768,2101,1
1693,493,688,464,2724,2
25,226,238,99,63,4
19,252,325,162,23,4
22,195,227,79,1,4
1391,430,568,381,2330,2
17,245,312,159,27,4
1676,382,529,446,2265,0
1923,337,654,387,3197,0
29,263,269,123,64,4
2755,801,1078,1432,2040,1
1428,455,598,430,2358,2
25,245,245,105,65,4
2379,1504,1750,1826,2193,3
26,252,375,201,39,4
1893,568,789,521,3295,0
1541,527,607,465,2512,2
33,267,384,216,40,4
125,383,353,274,373,4
1310,503,644,492,2640,2
1864,544,729,509,2564,2
26,217,230,109,69,4
2379,1620,1926,2002,2316,3
2215,543,630,897,1338,1
30,203,220,72,36,4
1615,469,607,458,2072,2
1467,375,513,588,1016,0
40,168,216,90,1,4
2743,634,806,1134,1882,1
208,520,596,439,483,4
1993,425,776,419,3573,0
156,375,342,272,391,4
2269,515,698,984,1694,1
25,162,201,78,1,4
1872,424,646,453,2566,2
25,223,216,83,43,4
2374,1122,1208,1288,1340,3
1685,532,720,519,2456,2
2229,905,1190,1644,1887,1
2922,833,1013,1310,1991,1
2366,595,723,993,1540,1
3337,1448,1910,2196,2163,3
1666,1376,1604,1632,1803,3
2811,694,907,1308,2036,1
1903,1258,1384,1712,1816,3
1793,543,678,511,2766,2
1472,454,618,528,2028,0
1832,953,1198,1290,2044,3
1689,496,645,529,2166,0
1974,760,974,1254,1736,1
2337,566,724,961,1770,1
17,217,325,147,23,4
2158,566,673,877,1378,1
1178,512,608,427,2220,2
19,227,337,155,28,4
1602,527,655,585,2242,0
1713,480,651,489,2264,2
2013,520,671,713,2084,0
1440,470,564,409,2248,2
1431,382,536,382,2170,2
3094,1344,1792,2032,2088,3
2531,645,774,1021,1548,1
2486,858,1184,1722,2042,1
1517,617,705,682,1686,0
195,513,604,445,464,4
1785,552,677,557,2668,2
2518,587,857,938,2328,1
10,190,207,52,1,4
1667,862,991,1146,1192,3
3149,867,1158,1484,2514,1
341,419,449,318,459,4
16,256,319,128,45,4
1793,512,659,486,2494,2
211,492,581,422,449,4
2311,619,891,897,2520,1
20,255,334,148,26,4
1777,445,731,460,2906,0
2475,891,1198,1622,1830,1
1864,485,684,642,2207,0
1837,630,786,827,2300,0
1833,623,864,597,2574,0
1506,578,679,694,1650,0
2232,710,952,1328,1727,1
3572,1494,1744,1836,1783,3
24,254,319,158,26,4
193,447,503,346,354,4
1556,476,668,487,2576,2
142,366,336,274,354,4
2330,601,728,986,1580,1
25,239,324,158,27,4
2477,602,761,1074,1832,1
2185,570,709,929,1475,1
1869,1292,1410,1466,1706,3
23,272,312,157,26,4
1485,543,626,810,1117,1
2662,631,830,1116,1844,1
26,288,376,194,41,4
2849,1192,1218,1312,1433,3
27,280,282,137,63,4
16,210,214,64,5,4
1780,592,700,744,1438,0
1615,541,661,576,2212,0
3365,818,1124,1716,2624,1
26,227,230,100,61,4
2422,558,685,913,1389,1
1863,547,698,642,2076,0
1463,348,541,350,2388,2
1501,502,631,441,2154,2
1410,374,588,375,2226,2
2947,793,1118,1564,2486,1
3337,2380,2626,2778,2884,3
19,227,212,74,44,4
1478,354,530,406,2266,2
1393,441,613,401,2288,2
1624,488,601,443,2306,2
13,211,206,92,22,4
30,227,243,95,61,4
2134,1392,1618,1748,2022,3
1787,501,735,519,2842,2
2421,536,758,849,2176,1
1676,403,569,525,2135,0
1514,447,645,446,2404,2
1571,464,653,462,2706,2
2930,719,1021,1554,2216,1
1178,546,615,744,1014,1
32,288,393,216,38,4
237,540,597,429,461,4
1988,1140,1200,1202,1553,3
2425,735,934,1194,1716,1
1865,984,1086,1222,1570,3
2053,422,702,476,3226,0
1791,448,614,554,2580,0
732,775,738,807,912,3
3399,1942,2258,2360,2188,3
1836,306,645,355,3182,0
27,227,250,99,62,4
2510,601,800,933,2148,1
26,227,238,96,66,4
2268,1510,1582,1654,1760,3
18,259,325,162,31,4
1397,501,602,424,2454,2
2811,670,906,1310,2040,1
23,165,203,76,1,4
19,235,225,104,68,4
26,217,233,104,72,4
184,490,571,405,442,4
256,548,553,418,522,4
2273,555,665,877,1440,1
2478,530,712,791,2124,1
889,533,577,666,924,0
2231,545,642,846,1293,1
1364,354,530,346,1956,2
2428,570,694,959,1425,1
21,212,201,95,59,4
2285,607,801,1054,1905,1
2143,1058,1208,1252,1571,3
19,251,337,157,26,4
3192,2156,2410,2430,2472,3
19,222,324,159,27,4
18,209,200,82,44,4
2679,857,1062,1290,1918,1
863,757,819,1002,1107,3
26,278,374,217,40,4
1182,357,433,301,1552,2
3091,758,929,1240,1915,1
3198,813,984,1332,2158,1
1439,454,602,708,1289,0
2561,569,711,837,1864,1
1908,1290,1514,1500,1763,3
21,242,320,158,27,4
1514,676,772,844,1314,0
2723,926,1100,1382,1964,1
1864,535,756,495,2740,2
2224,541,631,899,1332,1
24,248,323,157,30,4
2588,800,993,1334,1854,1
1403,469,632,435,2706,2
3204,2272,2460,2742,2851,3
18,216,212,88,40,4
1247,467,602,475,2056,2
190,464,576,403,430,4
2551,552,678,857,1734,1
2249,512,686,738,1844,1
2059,436,755,438,3440,0
3922,858,1094,1538,2371,0
1398,464,651,560,1907,0
2769,655,744,1006,1505,1
1372,531,579,720,1027,1
2769,723,912,1228,1944,1
1757,546,710,615,2346,0
3062,760,1062,1588,2344,1
27,247,283,130,61,4
2570,1482,1672,1732,1840,3
1407,420,530,408,2020,2
1710,394,552,522,2136,0
27,258,285,131,56,4
2232,740,967,1272,1743,1
1837,1046,1150,1282,1459,3
2401,571,708,970,1440,1
2232,724,949,1268,1701,1
1442,351,444,492,1216,0
1823,808,984,1032,1470,3
4011,1852,2544,2876,2866,3
2439,570,777,933,1997,1
2902,490,680,698,2330,0
1901,537,666,683,1932,0
1552,422,586,415,2440,2
1952,1422,1652,1522,2008,3
3952,824,1026,1490,2321,0
22,278,368,211,35,4
2440,1200,1280,1386,1396,3
2360,672,828,1128,1666,1
28,209,204,86,58,4
28,274,375,210,36,4
1926,1342,1390,1488,1829,3
1969,496,639,644,2053,0
2417,566,784,904,2176,1
1945,963,1160,1328,2026,3
23,288,366,209,34,4
20,252,327,163,25,4
2416,633,807,1082,1772,1
2930,772,1088,1666,2402,1
23,182,219,76,1,4
20,160,166,78,1,4
2623,894,1082,1374,1897,1
2486,884,1226,1722,1964,1
1529,618,715,724,1635,0
2349,561,814,830,2316,1
34,187,223,89,2,4
1817,397,552,507,1970,0
926,489,527,592,844,0
2494,612,806,965,2106,1
2247,513,702,766,1968,1
1464,485,630,848,1262,0
2249,513,717,783,2025,1
2225,465,614,709,1813,1
3593,2114,2310,2452,2281,3
2591,657,905,1266,1900,1
24,206,220,97,62,4
18,258,333,152,30,4
1723,717,810,882,1222,3
2268,1288,1394,1472,1889,3
2086,1400,1738,1692,2006,3
2366,594,724,967,1559,1
3192,2504,2850,3152,3239,3
1777,434,677,445,2648,0
2314,541,713,965,1678,1
2440,601,822,929,2138,1
1125,602,684,770,1094,0
25,235,314,165,26,4
1441,459,495,595,866,1
890,507,554,622,866,0
2138,509,603,769,1387,1
2298,542,698,942,1670,1
1589,382,525,335,2418,2
2079,628,955,592,3474,0
3560,728,946,1172,1979,0
2496,860,1010,1278,1888,1
24,226,239,108,63,4
2249,576,853,883,2414,1
2327,453,644,722,1683,1
1902,554,697,660,1928,0
1372,528,587,684,936,1
20,238,323,150,30,4
2433,641,823,983,2053,1
3768,1632,2088,2446,2534,3
1463,325,470,298,1904,2
21,247,314,163,30,4
3174,1296,1484,1648,1515,3
1738,675,785,692,2172,0
3008,783,1078,1576,2484,1
2735,2210,2442,2652,2727,3
1854,484,699,487,2952,2
3078,1550,1712,1802,1966,3
33,284,375,215,47,4
1339,487,508,595,820,1
2849,1172,1210,1328,1407,3
1780,601,729,691,1943,0
1649,426,565,494,2280,0
1940,597,707,703,1996,0
20,253,327,158,31,4
19,244,322,158,26,4
3180,750,1062,1550,2460,1
1507,568,662,784,1147,1
16,210,214,64,1,4
2133,1462,1570,1626,2030,3
2031,972,1052,1134,1802,3
23,242,322,158,27,4
2531,656,786,1086,1658,1
137,403,475,320,344,4
2096,1488,1112,1036,1816,3
2144,545,621,854,1412,1
2510,570,771,908,2041,1
1566,487,605,434,2328,2
1407,374,533,470,2266,0
2152,529,673,750,1920,1
1535,393,570,422,2410,2
2711,857,1030,1272,1942,1
4024,869,1126,1516,2841,0
2794,731,957,1170,2185,1
22,247,325,165,30,4
1649,682,780,872,1394,0
1885,498,708,521,3254,2
1441,390,625,401,2280,2
2360,1130,1372,1508,1732,3
1417,332,535,355,2322,2
1593,516,695,479,2918,2
23,232,188,98,44,4
2723,869,1066,1368,1906,1
1387,989,1108,1150,1786,3
1847,1140,1236,1262,1594,3
1902,603,827,557,3138,0
2225,516,702,788,1992,1
2513,631,846,1042,2011,1
926,500,546,590,853,0
2185,558,628,868,1353,1
1962,1394,1620,1714,1887,3
2301,739,980,1346,1792,1
1616,908,1030,1246,1918,3
1364,383,583,393,2400,2
1796,445,644,458,2734,2
2422,609,741,982,1480,1
2726,700,916,1080,2386,1
4204,1942,2624,2938,2698,3
1450,409,591,409,2388,2
2598,1504,1638,1692,1732,3
31,285,395,214,40,4
3180,788,1062,1450,2534,1
29,292,368,207,38,4
20,211,227,108,71,4
3092,803,996,1346,2161,1
3254,951,1296,1742,2570,1
1612,544,679,575,2359,0
3288,771,1090,1650,2554,1
26,254,324,158,27,4
2273,569,719,951,1459,1
2777,708,882,1224,1986,1
1697,460,652,518,2510,2
2393,581,730,1036,1632,1
1381,425,589,410,2562,2
207,533,593,437,469,4
2424,721,937,1278,1810,1
1860,438,748,494,2774,2
1825,585,669,660,2054,0
1958,729,913,1124,1638,1
2523,582,788,875,2252,1
18,216,220,90,31,4
1635,633,720,771,1206,0
19,263,327,158,31,4
1701,496,727,477,3062,2
19,226,249,102,61,4
2829,1116,1364,1516,1597,3
3092,789,979,1338,2148,1
2378,744,958,1300,1765,1
17,245,325,151,23,4
2404,570,709,788,1732,1
1492,407,529,543,1697,0
1837,1276,1268,1382,1784,3
2512,606,828,997,2086,1
1957,1178,1226,1404,1601,3
1832,913,1082,1154,2309,3
1860,531,792,543,3002,2
32,282,385,214,47,4
1678,403,605,436,2262,2
21,236,243,112,54,4
25,238,323,157,25,4
284,561,554,409,544,4
2144,509,620,748,1308,1
3121,761,1078,1428,2483,1
33,289,277,141,71,4
2679,872,1094,1374,1914,1
1606,458,619,441,2508,2
2006,1606,1600,1498,1885,3
1247,462,569,427,1888,2
2771,689,856,1168,1843,1
20,242,326,157,22,4
17,265,309,156,24,4
12,209,221,87,42,4
2789,623,781,1108,1885,1
1552,446,650,461,2636,2
1472,422,548,483,2102,0
2095,1328,1616,1750,1840,3
2450,604,756,1028,1866,1
2261,1060,1094,1228,1323,3
2374,1138,1194,1254,1266,3
2319,547,741,818,2198,1
1484,522,706,468,2776,2
1750,436,623,405,2770,2
1376,544,560,666,874,1
2884,1518,1770,1862,2094,3
1325,359,502,325,2002,2
1420,415,453,528,955,0
2369,966,1096,1188,1215,3
17,250,325,152,23,4
944,676,834,1014,1432,1
2458,590,844,945,2231,1
717,497,630,515,489,4
2095,701,879,1023,1481,3
28,235,310,158,25,4
18,251,328,156,24,4
14,190,195,84,22,4
2639,646,833,1042,1858,1
3174,1376,1498,1624,1578,3
2312,581,717,1003,1735,1
2189,753,977,1336,1718,1
1818,1290,1610,1638,1990,3
1442,495,628,432,2328,2
1244,505,587,422,1968,2
205,479,570,411,440,4
2350,562,664,905,1436,1
2440,1178,1260,1356,1367,3
19,244,330,142,25,4
21,248,314,157,27,4
1459,927,1146,1164,1820,3
19,267,333,157,25,4
2747,644,885,1230,1981,1
1464,543,706,951,1373,0
1878,540,687,634,2042,0
18,221,320,148,23,4
1691,559,716,617,2338,0
23,166,190,75,1,4
1207,416,536,384,1878,2
2984,921,1314,1800,2409,1
1598,385,536,380,2292,2
890,523,599,659,929,0
19,247,315,157,25,4
1839,1126,1264,1398,1692,3
1592,456,615,437,2460,2
18,258,314,155,31,4
2249,562,660,863,1334,1
2908,1198,1288,1344,1368,3
2261,569,678,882,1405,1
34,295,339,165,78,4
19,247,322,148,27,4
2457,747,942,1170,1709,1
2232,1076,1280,1400,1486,3
1579,400,662,405,2800,2
1860,1698,1916,1904,2036,3
2529,606,838,971,2214,1
1731,565,822,541,3326,2
184,496,562,405,421,4
2283,547,694,688,2128,0
2438,1370,1398,1426,1657,3
1178,455,562,408,1816,2
24,260,318,155,27,4
143,372,335,267,361,4
2079,1072,1252,1362,1514,3
1441,462,518,597,823,1
2128,1070,1236,1430,1553,3
1621,465,647,474,2680,2
194,547,617,464,459,4
1901,550,695,659,1910,0
14,162,189,84,23,4
163,288,260,214,244,4
2366,603,725,935,1459,1
2063,737,966,1282,1600,1
1393,393,557,378,2376,2
20,275,305,163,34,4
1442,507,714,534,2518,2
2149,1076,1344,1402,2328,3
1376,519,603,690,952,1
1738,597,725,652,2099,0
2117,1584,1826,2172,2262,3
21,233,236,108,60,4
24,272,312,157,24,4
4024,849,1112,1468,2808,0
1693,382,526,490,2042,0
2314,552,733,949,1666,1
2225,544,657,876,1364,1
146,365,320,271,265,4
1841,468,685,471,2708,2
1511,499,647,456,2384,2
1787,565,745,577,2956,2
20,239,334,150,26,4
2923,775,935,1220,1870,1
2000,601,844,528,3601,0
1671,397,549,486,2316,0
3062,737,1048,1710,2394,1
1373,440,577,401,2072,2
1648,384,568,428,2010,2
1783,321,615,346,3155,0
187,554,604,461,451,4
2420,526,712,786,2192,1
32,267,388,219,48,4
1247,368,486,353,1976,2
1658,488,670,504,2786,2
1498,310,515,362,2454,0
3241,2002,2274,2410,2315,3
28,214,201,101,52,4
1923,313,629,344,3353,0
149,361,328,264,288,4
1712,388,558,479,2286,0
18,208,201,89,45,4
169,208,288,186,209,4
1418,455,565,385,2078,2
2380,1750,2042,2178,2552,3
2533,742,954,1300,1841,1
2415,723,904,1142,1678,1
2254,1028,1078,1186,1261,3
3016,803,1056,1426,2476,1
2263,532,694,954,1698,1
19,267,315,157,26,4
16,224,217,54,1,4
2356,523,744,797,2082,1
2451,733,939,1250,1807,1
2037,1530,1576,1598,2066,3
37,321,343,155,81,4
3173,1462,1578,1806,2082,3
207,537,604,434,469,4
1458,412,615,397,2374,2
1615,447,576,447,1990,2
2413,716,924,1268,1835,1
23,264,328,158,26,4
2383,1270,1208,1354,1525,3
1178,505,615,416,2324,2
3593,1516,1604,1724,1723,3
2358,542,732,775,2096,1
2011,841,873,1012,1284,3
2646,1584,1584,1614,1973,3
1621,462,579,428,2136,2
35,316,334,167,81,4
32,287,384,209,53,4
1593,548,702,472,2546,2
2518,587,783,940,2208,1
27,221,239,95,69,4
2883,708,964,1496,2169,1
1779,915,967,1094,1380,3
147,248,229,182,224,4
1391,373,538,371,2142,2
1974,905,1198,1628,1814,1
3173,2196,2570,2784,2687,3
1940,600,716,715,1998,0
2238,915,1126,1130,1826,3
2457,747,925,1174,1683,1
1885,504,715,505,3060,2
18,204,204,73,45,4
3081,1198,1356,1418,1402,3
1783,502,639,626,2140,0
27,186,230,69,1,4
1376,538,579,687,926,1
151,382,356,283,304,4
1445,508,594,706,1021,1
24,260,318,158,26,4
9,153,187,62,1,4
21,237,214,108,64,4
2147,502,673,692,2016,1
1505,485,649,426,2626,2
2339,531,789,805,2219,1
1612,543,685,589,2342,0
2162,2040,2270,2480,2810,3
1785,498,697,485,2608,2
2079,593,887,543,3720,0
1339,475,521,595,856,1
2482,532,758,834,2299,1
16,225,225,54,6,4
926,523,586,649,885,0
1397,402,624,416,2354,2
26,264,379,209,41,4
24,215,223,90,63,4
1763,567,717,508,2562,2
2124,1504,1700,1902,2080,3
19,246,342,151,22,4
32,292,385,225,46,4
2162,1700,2018,2222,2600,3
19,253,341,155,25,4
1788,591,805,569,3002,2
1684,569,750,599,2254,0
2332,580,703,943,1437,1
2141,1126,1384,1538,1758,3
1347,371,529,364,2120,2
2795,658,856,1150,1770,1
1445,1040,1318,1378,1524,3
2287,722,968,1294,1730,1
1805,507,648,616,2283,0
2884,1394,1606,1606,1722,3
3025,770,1094,1634,2330,1
2197,1498,1610,1666,2020,3
1112,472,607,427,1904,2
1692,806,794,891,1011,3
2989,766,948,1252,1950,1
26,217,245,99,71,4
24,242,324,158,27,4
2161,546,630,855,1308,1
32,274,390,217,41,4
2421,527,746,768,2292,1
2125,1170,1302,1464,1637,3
2590,1748,1870,2026,2253,3
176,378,333,282,294,4
1902,1166,1470,1638,2111,3
2428,604,725,999,1484,1
1794,585,674,651,2048,0
1916,1136,1260,1252,1494,3
3017,657,821,1158,1998,1
2428,519,717,771,2050,1
21,252,321,158,28,4
2369,745,927,1266,1801,1
2278,592,723,973,1721,1
2360,649,827,1088,1661,1
27,223,247,104,64,4
142,362,344,259,329,4
2345,488,686,745,2050,1
1931,478,701,455,3118,2
177,447,525,330,339,4
1661,421,575,422,2370,2
1870,532,702,549,2770,2
162,413,525,358,343,4
1966,455,582,630,1870,0
1410,511,596,442,1958,2
2273,630,786,1040,1540,1
1962,1366,1486,1676,2004,3
2267,653,828,1100,1632,1
1570,387,607,400,2768,2
1877,503,697,627,2555,0
2261,586,731,1004,1630,1
19,235,318,157,28,4
32,279,389,216,38,4
26,287,384,210,39,4
1847,1272,1404,1452,1652,3
1621,673,736,830,1288,0
1725,379,536,453,2208,0
2663,675,800,1084,1703,1
29,221,236,99,62,4
19,237,327,165,23,4
2819,778,1015,1488,2147,1
2908,1574,1874,2110,1952,3
1952,1298,1344,1282,1708,3
1402,518,672,461,2640,2
1624,463,700,505,2648,2
200,571,630,467,479,4
1788,1074,1302,1400,1800,3
2390,778,986,1262,1787,1
1750,495,706,493,3002,2
1595,512,657,659,2265,0
2752,660,848,1176,1876,1
1732,1068,1134,1180,1200,3
1149,621,700,790,1141,0
2779,1290,1434,1544,1629,3
3622,1700,2264,2598,2770,3
26,296,388,213,38,4
2519,530,715,877,1942,1
2475,886,1154,1594,1909,1
2202,583,696,922,1349,1
135,376,337,279,326,4
1817,394,556,523,1982,0
1872,426,641,439,2812,2
1570,602,709,515,2874,2
2461,516,753,843,2129,1
28,279,389,216,35,4
2320,716,901,1154,1559,1
19,267,337,156,26,4
1439,398,546,630,1130,0
2271,1372,1588,1784,2150,3
3433,1826,1958,2134,2054,3
213,542,618,471,454,4
23,235,317,153,26,4
3289,1990,2378,2536,2327,3
2243,535,596,818,1295,1
18,246,319,148,21,4
96,316,367,135,49,4
19,263,319,157,24,4
2428,743,953,1186,1688,1
18,274,325,156,23,4
2249,575,704,959,1469,1
2694,910,1110,1432,1986,1
20,210,229,102,63,4
1454,560,630,748,1085,0
21,269,309,115,43,4
1453,489,617,458,2316,2
1901,1426,1616,1686,1799,3
3174,1960,2042,2088,2000,3
1420,431,610,411,2584,2
1783,411,561,482,2198,0
1971,1422,1344,1676,1968,3
1410,376,529,369,2236,2
2391,711,947,1266,1775,1
1868,412,565,421,2104,2
2385,1148,1194,1260,1293,3
1571,455,726,518,2700,2
1756,648,745,671,2114,0
20,246,320,163,29,4
1466,443,634,421,2540,2
23,288,366,209,34,4
3081,1230,1426,1526,1439,3
187,406,345,308,302,4
1298,511,603,703,943,1
19,253,307,157,27,4
1833,629,878,579,2950,0
1479,498,681,528,2754,2
20,188,211,61,1,4
27,242,254,102,65,4
1471,463,729,535,2555,0
1783,496,678,637,2166,0
2383,1566,1582,1584,2128,3
3228,753,1028,1610,2338,1
27,230,229,97,64,4
2127,437,551,693,1268,0
2914,828,1088,1626,2252,1
26,242,230,91,58,4
1922,528,688,635,2056,0
160,389,357,285,300,4
2428,755,937,1234,1744,1
19,254,314,158,27,4
2649,894,1078,1388,1996,1
1848,820,914,1046,1147,3
1794,537,674,631,2070,0
2679,621,828,1116,1953,1
1802,544,700,541,2976,2
2366,624,774,1078,1866,1
27,301,375,208,32,4
1295,355,518,495,1182,0
1434,514,678,445,2494,2
1725,391,539,477,2226,0
1696,710,799,899,1325,0
2298,1982,1676,1656,2590,3
1391,411,608,386,2496,2
562,652,794,725,741,4
2819,1532,1500,1644,1782,3
19,259,332,156,31,4
26,280,396,206,38,4
2433,495,728,867,1935,1
1584,443,616,478,1912,2
2013,1230,1500,1594,1619,3
1636,384,531,456,2178,0
2918,1614,1860,2008,2099,3
1763,489,698,463,2454,2
2609,695,909,1300,1989,1
2281,1538,1678,1782,1831,3
1859,1488,1640,1808,2052,3
2303,590,708,935,1460,1
1459,1126,1300,1216,1740,3
162,421,502,344,354,4
22,288,375,204,35,4
1506,455,590,393,1938,2
1440,453,649,458,2442,2
2151,959,1110,1176,1260,3
125,388,350,265,376,4
22,234,317,157,25,4
1595,504,563,543,1482,0
1501,517,644,433,2348,2
23,288,384,204,34,4
2440,1154,1246,1320,1338,3
1568,474,643,426,2366,2
21,154,194,76,1,4
2559,1516,1518,1700,1897,3
160,383,343,295,306,4
1325,353,492,346,2004,2
1451,633,760,656,2416,0
3076,1958,1912,2124,2447,3
1758,817,932,1002,1226,3
146,372,339,287,294,4
167,381,475,309,362,4
199,548,616,477,452,4
1892,1354,1386,1528,1886,3
19,149,201,69,1,4
2296,1428,1690,1904,2214,3
26,232,235,101,66,4
1904,490,667,635,2191,0
1802,519,717,523,3020,2
27,253,334,158,26,4
1938,561,667,699,1974,0
1859,944,1120,999,1415,3
2473,720,908,1192,1698,1
1845,902,1064,1194,1438,3
24,160,208,68,1,4
1310,506,638,463,2344,2
2348,539,703,875,1910,1
1685,539,663,500,2360,2
17,185,202,90,22,4
1836,883,1072,1520,2085,3
2428,616,738,1056,1628,1
16,220,216,83,31,4
2425,745,983,1300,1823,1
1761,703,809,1134,1660,3
2267,531,600,810,1235,1
2570,1202,1322,1262,1294,3
3023,781,918,1238,1909,1
2348,565,724,999,1758,1
25,179,212,82,44,4
20,211,199,87,43,4
2986,797,985,1324,2024,1
1805,1044,1164,1252,1421,3
1454,584,713,616,2286,0
2001,1194,1432,1536,2010,3
19,262,334,150,27,4
2062,1606,1726,1874,2105,3
3294,902,1234,1636,2480,1
18,266,322,155,32,4
2934,626,798,1154,1926,1
2818,719,868,1182,1933,1
19,260,330,155,34,4
2486,985,1302,1802,2060,1
2892,657,811,1142,1988,1
2910,1354,1548,1548,1421,3
1914,1184,1260,1506,1669,3
30,208,202,83,40,4
29,238,229,99,64,4
1775,619,850,603,2524,0
2287,1596,1560,1656,1897,3
17,258,322,157,23,4
1790,434,612,469,2792,2
1784,533,719,534,2938,2
882,517,571,651,858,0
2267,537,613,799,1213,1
2625,761,955,1302,1882,1
1916,1168,1350,1504,1949,3
2646,1416,1452,1538,1869,3
2794,724,926,1068,2200,1
18,207,214,55,1,4
1535,408,592,434,2502,2
1774,1088,1154,1222,1520,3
3157,1228,1372,1522,1656,3
2869,712,863,1204,1986,1
26,247,225,101,53,4
3065,742,987,1230,2406,1
1598,406,528,345,2090,2
265,487,627,528,415,4
2231,569,665,916,1394,1
1842,1126,1304,1378,1798,3
1657,458,622,474,2502,2
2449,587,790,1090,1920,1
17,232,318,158,27,4
22,226,221,92,33,4
1756,634,783,672,2136,0
1780,399,536,503,2067,0
1902,557,679,658,1975,0
2117,1536,1808,2036,2508,3
2964,997,1364,1788,2510,1
1644,594,717,781,2361,0
20,275,305,159,36,4
160,376,361,295,301,4
111,236,206,176,200,4
19,244,313,156,24,4
19,242,339,153,23,4
26,258,275,136,61,4
2715,621,788,1144,1916,1
1373,451,561,392,2220,2
3289,1926,2378,2578,2301,3
2105,1148,1230,1356,1678,3
2225,519,605,846,1299,1
18,238,339,163,23,4
2020,1200,1118,1102,1565,3
2421,504,730,758,2189,1
2178,1220,1516,1528,1816,3
3288,773,1090,1710,2450,1
20,263,323,157,26,4
2368,1062,1274,1432,1923,3
2188,484,612,702,1732,1
1585,698,894,849,1663,0
2273,653,825,1096,1619,1
20,219,190,98,52,4
1903,1144,1262,1434,1722,3
1365,441,595,747,1151,0
204,550,620,455,468,4
3030,713,954,1290,2140,1
33,274,385,217,45,4
17,259,319,156,24,4
2298,1780,1532,1488,2308,3
200,542,589,452,440,4
1693,391,552,480,2100,0
20,167,196,67,1,4
2260,588,709,962,1471,1
1666,601,757,1007,1534,0
3198,750,966,1282,2128,1
3260,791,1108,1682,2479,1
194,503,554,426,447,4
194,480,560,390,457,4
2268,982,1108,1272,1490,3
1756,639,763,665,2132,0
1572,527,653,590,2032,0
2746,836,980,1234,1924,1
2698,700,955,1470,2000,1
2800,722,913,1208,1932,1
2330,626,719,1003,1482,1
1848,1316,1550,1682,1892,3
1689,434,579,540,2208,0
3008,798,1086,1550,2302,1
137,360,310,269,261,4
2261,565,691,898,1417,1
1593,509,596,472,2674,2
1458,447,614,432,2696,2
2994,756,962,1238,2298,1
1855,1078,1158,1250,1287,3
1598,383,511,388,2020,2
2079,1004,1114,1150,1499,3
1960,1196,1284,1254,1557,3
19,213,207,74,43,4
41,193,222,81,1,4
2270,579,789,866,2218,1
420,211,289,177,245,4
2433,514,668,816,1903,1
19,196,203,90,45,4
1793,571,677,483,2678,2
1399,515,582,403,2060,2
1607,550,723,519,2756,2
20,168,186,76,1,4
2138,536,637,839,1321,1
2519,597,820,943,2112,1
2267,651,818,1100,1620,1
1402,444,559,404,2100,2
2420,539,737,842,2088,1
2020,545,714,736,1902,0
24,242,334,158,27,4
1874,482,648,661,2216,2
19,241,201,91,42,4
2847,1554,1624,1710,1846,3
307,522,584,415,505,4
2800,730,918,1232,2027,1
1462,443,647,430,2498,2
2147,466,635,655,1929,1
1733,412,560,497,2182,0
2512,619,796,1130,1735,1
2769,684,761,1036,1566,1
21,229,324,159,25,4
1904,476,645,571,2280,0
1519,495,649,662,1517,0
2238,1122,1202,1300,1906,3
19,239,328,148,28,4
22,199,197,90,56,4
1646,740,873,897,1736,0
31,258,270,124,59,4
1769,480,626,587,1854,2
1805,502,634,603,2165,0
2150,444,790,411,3586,0
2681,903,1092,1376,1934,1
30,198,220,90,40,4
1952,1114,1234,1356,1576,3
16,155,189,84,1,4
28,265,288,137,73,4
2417,550,770,866,2223,1
19,249,342,156,26,4
180,541,618,472,468,4
2055,576,834,532,3602,0
1392,406,514,624,1112,0
17,246,305,147,44,4
1674,509,715,471,2908,2
19,236,328,141,21,4
3204,2296,2564,2746,2851,3
32,279,402,219,40,4
2606,1538,1462,1526,2076,3
1421,372,498,375,2124,2
2224,1424,1408,1434,1775,3
34,311,392,216,44,4
1510,386,542,375,2130,2
2413,717,896,1212,1787,1
1902,568,691,678,1990,0
1506,558,650,679,1379,0
3173,1680,2064,2248,2156,3
1769,510,616,613,2070,2
19,247,327,152,26,4
2270,546,790,835,2216,1
26,242,229,99,66,4
1453,489,590,415,2206,2
1436,433,514,387,1958,2
1621,492,639,619,2123,0
1492,482,663,612,2135,0
2241,560,717,953,1702,1
2462,677,830,1116,1672,1
25,255,301,158,26,4
26,199,247,104,62,4
19,251,308,157,27,4
1648,659,767,674,2216,0
209,505,584,421,482,4
1389,524,566,675,968,1
2918,1584,1798,1930,2033,3
2271,1282,1378,1692,1990,3
2011,1268,1270,1478,1844,3
1423,357,501,359,2140,2
1739,1074,1160,1316,1852,3
1419,480,542,585,1054,0
2482,621,851,906,2290,1
23,228,238,108,61,4
