B11,B2,B3,B4,B8,Label
29,278,389,199,34,4
269,523,597,438,474,4
1593,498,625,450,2558,2
2385,1162,1194,1278,1281,3
17,241,323,156,24,4
1845,545,697,650,2022,0
19,248,333,153,24,4
2017,468,689,519,2856,2
2577,552,714,873,1874,1
1811,430,694,494,2441,0
3294,943,1336,1772,2456,1
21,232,318,151,25,4
1988,1390,1468,1438,1963,3
362,611,673,502,484,4
16,179,200,90,22,4
15,251,318,124,44,4
2380,1682,1786,1884,2177,3
2003,1124,1208,1432,1578,3
2382,600,700,940,1422,1
1656,433,582,417,2392,2
2201,502,657,664,1999,1
2883,706,966,1482,2066,1
2345,556,756,808,2147,1
26,222,246,92,66,4
21,234,320,158,26,4
34,276,393,216,35,4
24,231,317,157,25,4
30,254,245,102,61,4
1565,496,907,518,3319,0
18,242,313,148,23,4
1423,376,539,378,2370,2
34,304,344,166,83,4
1952,943,1023,1036,1356,3
1421,624,720,626,2326,0
1773,519,708,487,2786,2
34,284,378,216,40,4
1934,394,555,550,1998,0
21,232,314,158,27,4
1623,583,689,613,2271,0
2769,637,739,924,1348,1
25,248,277,128,57,4
1648,372,573,494,1564,2
28,229,247,103,61,4
19,248,334,152,24,4
1401,429,605,749,1200,0
2303,591,703,976,1487,1
2523,564,756,905,2144,1
26,216,241,100,59,4
1747,404,561,477,2316,0
110,236,204,166,222,4
2320,796,998,1274,1788,1
2128,1340,1582,1594,1930,3
1434,497,658,490,2684,2
1966,551,723,568,3068,2
18,240,326,157,32,4
20,255,314,152,31,4
2510,618,825,956,2116,1
2777,703,918,1234,2043,1
110,229,214,168,223,4
1364,381,516,355,2260,2
2503,541,732,766,2211,1
1701,741,888,897,1773,0
3254,838,1118,1472,2496,1
2494,997,1378,1888,2162,1
17,243,321,155,23,4
2156,910,1208,1666,1884,1
2655,611,796,1098,1934,1
1372,1090,1076,1212,1158,3
1421,626,709,621,2382,0
1728,416,604,415,2336,2
2752,670,863,1152,1907,1
2752,691,877,1196,1908,1
1570,585,699,530,2886,2
2345,502,700,773,2010,1
1870,422,564,566,2096,0
1407,393,518,357,1690,2
21,197,210,64,1,4
18,243,321,157,24,4
2041,480,642,528,2356,2
1394,548,588,708,1049,1
2128,612,747,744,2027,0
213,532,617,481,457,4
1631,712,712,672,1064,3
3768,1736,2342,2706,2773,3
187,543,632,459,462,4
1111,418,530,375,1522,2
33,274,370,216,39,4
976,554,588,678,893,0
1590,542,686,725,1546,0
2478,902,1218,1760,2050,1
2283,636,853,980,2156,0
2055,591,830,520,3688,0
1010,529,581,658,924,0
2552,788,1018,1338,1905,1
27,205,247,93,66,4
2425,748,926,1178,1668,1
2570,1272,1436,1456,1595,3
1207,337,415,452,942,0
25,269,321,157,26,4
3622,1692,2276,2600,2745,3
2586,1224,1322,1396,1399,3
30,315,335,158,83,4
152,375,325,267,282,4
26,211,238,86,63,4
2428,507,679,785,1974,1
1426,563,673,482,2500,2
1955,1005,1182,1388,1642,3
15,257,316,137,45,4
926,507,584,658,909,0
2095,469,621,655,1879,1
2158,559,677,862,1402,1
26,301,373,209,32,4
28,255,238,113,61,4
21,214,207,89,60,4
2062,1184,1482,1450,1576,3
2330,609,716,1003,1460,1
2247,525,689,766,1956,1
1636,1040,1168,1188,1684,3
27,239,321,157,26,4
1510,415,581,412,2298,2
19,247,333,147,26,4
1861,599,774,825,2406,0
22,204,196,83,57,4
2533,522,707,811,2035,1
1465,502,650,489,2488,2
1510,376,550,374,2186,2
284,548,556,430,552,4
26,280,363,214,39,4
2448,569,744,869,2076,1
2241,566,706,968,1721,1
151,347,349,256,333,4
3288,778,1076,1642,2596,1
1245,380,486,374,2078,2
3072,874,1260,1660,2178,1
1347,398,553,356,2402,2
2502,1094,1186,1278,1312,3
1910,541,692,675,1896,0
2461,555,760,883,2092,1
2188,489,663,709,1840,1
1436,432,498,562,991,0
1247,356,457,337,1626,2
2274,523,713,801,1992,1
1434,504,681,468,2732,2
1607,497,672,480,2496,2
1372,856,1028,1060,1186,3
3241,1844,2306,2460,2367,3
1615,422,573,440,2026,2
19,244,328,155,28,4
2312,568,728,985,1727,1
2313,476,669,749,1918,1
19,231,330,158,25,4
199,559,604,471,462,4
4204,1948,2780,3188,2932,3
163,251,223,189,222,4
2263,523,673,952,1679,1
23,219,246,108,60,4
1589,382,553,397,2504,2
2678,971,1326,1820,2134,1
2263,532,679,931,1652,1
19,268,324,158,25,4
1741,382,540,467,2120,0
1942,1170,1384,1300,1656,3
2053,409,692,410,3536,0
18,240,322,164,24,4
21,289,366,202,35,4
33,255,390,215,46,4
2819,1166,1234,1362,1354,3
1685,593,781,524,2908,2
3041,912,1188,1620,2545,1
204,530,624,477,466,4
1906,1034,1118,1232,1559,3
2243,527,618,814,1349,1
2934,630,788,1140,1944,1
2523,588,812,941,2144,1
1440,404,561,385,2230,2
28,248,301,138,73,4
2474,522,716,825,2021,1
1664,526,714,562,2416,0
19,242,327,160,23,4
2169,1086,1310,1498,1772,3
2241,585,735,968,1754,1
200,464,559,408,412,4
1531,591,729,853,1584,0
27,294,374,210,36,4
2215,573,648,854,1296,1
2156,886,1228,1656,1880,1
1380,548,630,713,1054,1
3337,1390,1986,2196,2008,3
1601,539,691,577,2325,0
208,527,601,435,465,4
1608,538,700,495,2330,2
2299,590,704,931,1408,1
2141,405,711,437,3195,0
1871,1122,1332,1568,1749,3
1718,896,985,975,1298,3
2503,546,711,807,2003,1
2035,1116,1070,1096,1172,3
1471,426,574,514,1970,0
27,230,240,102,65,4
82,297,367,135,61,4
1500,732,858,875,1682,0
2346,608,722,992,1504,1
1875,542,759,650,2622,2
3157,1378,1724,1934,2182,3
25,237,314,158,27,4
27,191,223,79,1,4
2254,1066,1120,1226,1236,3
1408,393,522,370,2232,2
204,550,603,471,460,4
19,223,327,158,41,4
2081,1312,1432,1494,1726,3
7,205,217,45,1,4
2838,705,905,1214,1999,1
2016,703,896,1124,1653,1
7,196,206,35,1,4
157,358,349,281,329,4
1676,419,581,529,2072,0
29,292,383,211,39,4
1895,604,734,708,1966,0
1364,547,571,667,1069,1
9,155,203,69,1,4
2231,670,872,1178,1704,1
2132,1130,1376,1514,1690,3
22,296,391,209,34,4
2147,1250,1300,1388,1554,3
1972,896,1178,1462,1707,1
2717,910,1116,1372,1934,1
2298,549,717,938,1720,1
2561,606,728,874,1899,1
1927,1232,1234,1486,1766,3
1783,398,565,490,2157,0
1506,523,615,466,2366,2
2663,625,777,1064,1716,1
2218,469,641,675,2051,1
2384,1814,2158,2264,2685,3
2429,1214,1182,1184,1642,3
1467,416,526,612,1063,0
2339,591,706,935,1533,1
19,254,334,157,25,4
153,390,339,271,324,4
1595,935,1100,1132,1946,3
1192,426,517,410,1848,2
17,260,323,157,25,4
19,248,333,157,24,4
21,246,311,163,26,4
1881,1306,1666,1762,2036,3
19,254,320,158,25,4
27,235,223,90,68,4
1687,432,579,413,2290,2
1479,531,557,630,858,1
1593,477,622,463,2342,2
19,253,318,154,29,4
2910,1044,1466,1682,1532,3
2476,569,760,913,2094,1
31,311,332,164,80,4
146,379,348,285,291,4
2073,1630,1740,1672,1980,3
8,189,192,90,22,4
187,562,604,467,445,4
2396,791,944,1130,1722,1
1704,319,504,374,2475,0
2628,691,897,1410,1972,1
1659,650,771,849,1124,3
4389,2014,2436,2862,3197,3
18,246,327,163,25,4
1641,630,744,689,2226,0
1393,383,555,376,2200,2
1785,533,669,520,2446,2
2202,570,693,927,1378,1
1476,477,667,494,2754,2
1713,507,630,476,2326,2
944,504,608,639,878,1
1527,424,518,384,2186,2
3286,1062,1378,1754,2676,0
1745,382,547,498,2024,0
19,254,344,157,24,4
1964,1228,1434,1576,1810,3
1590,399,532,376,2354,2
23,150,176,77,1,4
26,266,320,157,26,4
2037,857,1004,1268,1544,3
1237,344,468,318,1712,2
1533,493,618,490,2450,2
24,249,256,124,63,4
2158,576,697,952,1383,1
1741,397,552,471,2193,0
3121,841,1132,1590,2464,1
2229,917,1214,1708,1924,1
1419,464,527,587,1046,0
2079,1118,1168,1256,1267,3
1741,382,546,482,2104,0
1748,1200,1110,1120,1473,3
282,530,661,574,452,4
2544,611,828,1206,1848,1
20,234,319,158,24,4
22,208,223,86,53,4
3366,990,1380,1838,2608,1
2336,570,703,1001,1720,1
312,572,578,448,569,4
2175,740,1000,1340,1743,1
23,235,235,94,64,4
19,229,321,158,27,4
2496,789,926,1126,1804,1
34,315,347,165,83,4
143,381,344,276,343,4
19,277,328,157,24,4
16,210,224,89,42,4
4160,1998,2636,3020,2984,3
1402,476,633,825,1190,0
1868,507,703,488,2836,2
2598,1520,1750,1766,1998,3
22,225,190,84,53,4
1608,555,666,482,2480,2
1513,548,686,703,1461,0
20,275,315,157,22,4
1428,472,492,619,852,1
1498,544,573,610,1287,0
2843,1294,1478,1628,1856,3
1803,500,641,600,2044,0
4026,872,1102,1548,2386,0
1760,499,672,553,2278,0
2477,532,678,878,1688,1
2278,562,705,928,1698,1
3288,780,1084,1722,2406,1
2358,529,705,777,2130,1
1994,692,877,1072,1581,1
341,440,460,330,494,4
1387,524,653,580,1672,0
187,539,609,453,454,4
19,232,318,163,27,4
2267,1452,1526,1630,1734,3
33,284,388,216,37,4
19,203,197,77,39,4
2630,660,852,1178,1908,1
2227,1710,1824,1452,2271,3
21,214,198,95,48,4
3030,730,949,1304,2047,1
19,159,198,48,1,4
1394,534,591,677,978,1
1994,719,918,1190,1689,1
19,247,323,157,33,4
156,369,332,272,366,4
18,210,217,94,39,4
1787,550,744,579,3154,2
2332,597,719,976,1584,1
1501,528,684,470,2424,2
20,215,213,70,1,4
22,256,386,207,34,4
19,214,193,94,50,4
1784,486,645,466,2536,2
1395,466,627,549,1775,0
2561,544,705,855,1882,1
2050,952,1064,1344,1470,3
2552,721,913,1160,1712,1
2640,1068,1106,1198,1301,3
1906,591,696,713,1936,0
1723,1298,1312,1246,1776,3
1431,435,537,406,2288,2
32,277,376,214,39,4
2390,737,913,1156,1654,1
986,543,609,710,955,0
1434,501,572,442,2172,2
211,533,595,409,456,4
19,239,330,163,27,4
1621,506,639,641,2132,0
1748,705,773,837,1037,3
1658,484,636,481,2566,2
1841,517,670,476,2728,2
1544,577,702,495,3028,2
1221,475,506,547,719,1
176,358,346,289,290,4
1413,581,732,858,1367,1
2287,1098,1234,1322,1515,3
1793,645,742,679,2156,0
22,206,197,77,53,4
1541,469,712,419,2556,2
2132,1034,1160,1306,1655,3
1418,412,575,401,2326,2
1993,1098,1220,1356,1594,3
1902,596,856,543,3283,0
19,241,343,156,25,4
21,228,326,157,25,4
1725,382,562,502,2200,0
1451,614,718,648,2283,0
2789,604,771,1112,1892,1
2176,576,808,844,2284,1
1420,448,491,553,980,0
1345,411,566,404,2424,2
27,225,239,108,69,4
2425,577,742,846,2149,1
1477,639,776,683,2462,0
23,261,322,159,26,4
40,198,221,85,1,4
2298,550,718,957,1666,1
2366,608,753,1021,1818,1
137,381,326,270,281,4
1864,644,822,573,3240,2
34,299,344,166,82,4
1784,538,743,513,3118,2
2902,737,962,1232,2657,0
1142,456,474,508,685,1
2922,810,986,1298,1970,1
4023,827,1044,1476,2322,0
2270,520,764,735,2218,1
40,183,203,81,1,4
1785,530,724,525,2874,2
312,560,539,426,513,4
1656,458,668,466,2552,2
3017,642,805,1150,1962,1
2298,722,968,1296,1799,1
1967,1292,1272,1312,1712,3
18,262,326,155,30,4
233,374,358,286,318,4
19,248,334,157,26,4
2224,1454,1450,1482,1747,3
1572,500,577,579,1384,0
1881,1426,1538,1650,1814,3
127,246,199,165,228,4
3154,2496,2878,3146,3217,3
1750,473,671,502,2730,2
1397,531,643,510,2348,2
25,277,291,127,66,4
1364,348,501,335,2002,2
2147,466,652,672,2010,1
24,275,379,209,34,4
1952,1292,1576,1656,1881,3
2474,504,680,763,1920,1
1454,612,716,637,2232,0
2312,555,722,982,1753,1
3376,804,1120,1572,2630,1
1100,624,692,786,1110,0
2333,617,758,1032,1608,1
1802,556,719,478,2962,2
1881,1584,1638,2014,2114,3
2022,1360,1638,1732,2115,3
20,238,243,95,64,4
2224,532,644,819,1413,1
1467,393,518,588,1086,0
2366,594,713,986,1546,1
2261,1078,1128,1266,1239,3
175,504,588,413,463,4
152,364,350,275,303,4
2273,573,717,944,1462,1
1606,379,520,369,1996,2
1629,447,643,512,2608,2
1294,569,651,507,2524,2
1423,375,481,341,2100,2
1343,366,522,335,2070,2
1750,399,592,397,2640,2
1491,443,525,408,2116,2
8,196,197,90,21,4
2675,975,1298,1870,2220,1
1732,1028,1088,1152,1201,3
181,467,548,382,408,4
882,546,582,666,913,0
2428,1164,1182,1240,1323,3
2847,1494,1726,1902,2101,3
240,547,608,471,462,4
25,231,320,157,25,4
3294,892,1166,1526,2442,1
1928,627,904,584,3134,0
1603,480,550,412,2106,2
127,248,206,177,225,4
2689,711,876,1160,1816,1
26,287,334,159,74,4
3157,1304,1498,1592,1569,3
3181,1932,2176,2266,2180,3
19,238,319,157,29,4
1244,540,640,488,2510,2
1385,555,672,487,2208,2
1855,888,1004,1084,1125,3
29,280,366,210,37,4
17,253,327,156,23,4
199,538,607,465,465,4
2518,599,836,962,2214,1
2118,1202,1392,1562,1602,3
2450,619,777,1064,1876,1
26,225,226,109,53,4
19,266,336,135,44,4
2923,749,935,1240,1951,1
2548,640,838,1194,1859,1
2201,478,645,694,1867,1
1722,811,1066,1260,1433,3
1836,1128,1266,1568,1936,3
25,270,270,132,58,4
2519,597,847,1012,2122,1
1693,382,547,482,2172,0
1901,1506,1584,1690,1892,3
17,247,320,157,23,4
176,360,339,283,300,4
1846,480,605,566,2288,2
1196,513,628,415,2084,2
2224,527,678,912,1663,1
3138,822,1080,1456,2596,1
26,252,380,215,44,4
2358,562,736,813,1964,1
2006,808,855,1068,1256,3
2422,617,744,1021,1518,1
1421,383,519,365,2216,2
2576,652,788,1080,1674,1
19,269,330,130,50,4
2811,760,1038,1516,2192,1
3228,811,1098,1692,2522,1
1778,1080,1270,1172,1532,3
1544,507,641,405,2432,2
155,383,338,277,331,4
1854,441,631,420,2430,2
1685,378,541,432,2217,0
2147,1410,1474,1636,1838,3
1938,556,690,696,1926,0
2918,1646,1968,2088,2385,3
1666,481,672,484,2830,2
1440,510,625,446,2314,2
1608,549,739,516,2684,2
2726,755,961,1212,2470,1
1733,401,580,529,2160,0
1720,378,552,467,2200,0
1397,460,610,479,2424,2
199,539,617,477,456,4
1168,471,560,373,1854,2
3560,882,1104,1512,2352,0
2320,760,969,1246,1710,1
1428,496,577,408,2096,2
3138,799,1144,1628,2656,1
1859,979,1118,1210,1400,3
1101,600,667,744,1066,0
1880,1222,1390,1500,1819,3
2063,717,973,1328,1625,1
1533,474,691,500,2714,2
1957,1200,1394,1268,1586,3
19,239,343,163,25,4
1770,390,565,522,1954,0
2311,546,816,808,2403,1
110,245,206,171,225,4
1142,456,482,533,719,1
22,211,218,78,39,4
1470,406,608,422,2140,2
29,265,379,213,33,4
2445,510,711,786,2088,1
2096,1474,1208,1140,2185,3
19,146,192,76,1,4
1667,991,1072,1136,1572,3
18,221,211,82,47,4
2918,831,998,1282,1981,1
2247,512,700,792,1869,1
1811,562,762,522,2884,2
2392,678,852,1162,1730,1
3376,816,1132,1716,2644,1
111,230,222,167,198,4
732,789,751,745,843,3
18,237,323,155,33,4
27,271,370,218,33,4
2838,725,897,1240,2018,1
307,536,589,430,494,4
16,200,193,97,53,4
1694,988,1094,1130,1566,3
16,259,312,136,46,4
2920,763,1054,1478,2476,1
2312,552,706,951,1746,1
17,240,317,154,23,4
1445,545,586,711,985,1
1527,458,590,421,2464,2
12,157,193,75,1,4
1563,529,709,579,2389,0
1529,544,664,495,2822,2
19,267,312,124,48,4
1934,558,686,667,2046,0
1644,570,687,721,2342,0
2165,570,691,902,1436,1
882,533,565,656,884,0
1696,731,808,929,1472,0
2369,926,987,1208,1224,3
233,386,351,288,307,4
2428,1248,1578,1588,2130,3
1718,1032,1156,1134,1389,3
2273,690,871,1140,1651,1
2333,602,741,993,1503,1
17,237,304,151,23,4
25,259,319,157,25,4
2020,828,982,951,1241,3
1940,1154,1252,1502,2173,3
23,248,312,158,27,4
1692,742,827,776,1049,3
1612,544,672,579,2261,0
1907,1114,1390,1344,1687,3
23,241,319,156,26,4
1467,444,509,565,1015,0
3076,2380,2830,3074,3097,3
1484,470,603,465,2402,2
1644,536,702,604,1952,0
1886,572,796,528,3482,0
1628,481,935,500,3621,0
31,298,339,160,82,4
1703,491,686,474,2618,2
1697,434,585,447,2108,2
2448,499,666,748,2144,1
1713,463,632,437,2220,2
1541,528,585,659,937,1
1952,1132,1268,1470,1662,3
98,326,377,134,61,4
2818,717,868,1172,1939,1
16,263,326,129,44,4
28,244,280,140,67,4
2380,1912,2116,2236,2595,3
2289,607,792,1056,1838,1
1100,615,688,764,1140,0
3076,2636,2964,3226,3262,3
1681,416,570,507,2112,0
135,382,340,279,326,4
26,280,284,130,65,4
20,268,315,159,25,4
21,216,200,87,57,4
1727,698,873,824,1865,0
2779,1400,1408,1626,1693,3
2241,539,726,943,1730,1
23,215,205,67,1,4
34,295,395,216,31,4
1476,408,584,414,2144,2
2291,1428,1646,1788,2154,3
18,251,338,149,22,4
18,253,335,153,30,4
1244,492,616,440,2204,2
2852,638,829,1158,2077,1
19,247,312,156,29,4
1546,487,658,465,2476,2
3200,1908,2212,2304,2115,3
2165,565,722,918,1417,1
2800,750,891,1228,1980,1
2339,592,853,934,2221,1
2369,969,1052,1226,1267,3
1798,479,650,459,2850,2
1877,513,720,687,2337,0
15,227,208,77,48,4
4197,1920,2540,2986,3119,3
1718,1206,1444,1390,1782,3
26,267,272,133,61,4
2045,484,560,633,1080,0
1399,479,572,450,2250,2
1906,814,1056,1116,1303,3
944,520,681,750,961,1
4160,2134,2406,2778,3207,3
2533,751,941,1252,1842,1
1408,386,550,406,2510,2
29,292,384,221,39,4
20,223,198,96,52,4
27,197,198,73,1,4
2412,589,712,804,1860,1
1418,424,537,363,2076,2
20,262,318,157,28,4
1401,436,585,761,1202,0
228,302,254,202,282,4
1436,451,491,557,968,0
2330,571,670,927,1377,1
2330,614,719,959,1598,1
1758,509,699,491,2792,2
1851,557,702,674,2070,0
1508,648,731,728,1500,0
2001,836,952,1136,1686,3
1814,551,692,680,1937,0
3016,779,1030,1324,2388,1
26,226,242,114,63,4
148,250,218,163,224,4
2406,584,777,900,2206,1
1535,373,525,353,2168,2
1704,1148,1160,1112,1620,3
2433,536,685,846,1937,1
329,619,793,735,650,4
1780,406,552,530,1978,0
2789,630,749,1116,1898,1
2891,730,867,1172,1730,1
1949,558,680,668,1954,0
3260,838,1152,1730,2652,1
3025,789,1100,1634,2400,1
1969,1024,1192,1300,1587,3
26,305,385,209,40,4
1674,505,681,473,2842,2
1711,471,693,527,2608,2
27,272,375,207,31,4
2640,974,1072,1204,1247,3
21,252,319,159,30,4
1896,568,687,646,2070,0
1570,522,647,473,2308,2
1337,351,532,393,2248,2
18,213,207,87,38,4
19,263,313,157,26,4
24,243,315,157,25,4
1335,435,592,436,2028,2
32,288,368,219,45,4
19,267,323,157,26,4
193,539,602,471,442,4
1676,382,518,471,2088,0
1836,319,666,325,3398,0
1693,484,660,458,2630,2
2973,859,1058,1330,2071,1
2296,1368,1690,2002,2299,3
1221,462,501,552,796,1
1420,463,623,424,2622,2
1621,978,1154,1470,2067,3
18,237,331,161,28,4
1948,479,739,524,3024,2
19,236,332,158,24,4
2232,1332,1462,1472,1623,3
2041,436,732,605,2414,2
1467,656,775,861,1228,0
22,265,389,207,34,4
1693,493,681,469,2568,2
1546,529,724,510,2558,2
152,383,321,269,301,4
1484,483,609,398,2220,2
2901,797,968,1238,1804,1
1893,576,784,536,3198,0
3165,735,910,1204,1896,1
1402,486,695,472,2532,2
16,234,203,64,8,4
1347,405,521,369,2170,2
1568,507,656,436,2462,2
2494,573,784,931,2042,1
1864,589,761,587,2962,2
2118,1124,1268,1478,1986,3
1565,514,935,495,3591,0
1262,465,603,440,1914,2
20,224,243,91,69,4
1955,1116,1182,1332,1614,3
29,226,228,109,67,4
1719,1314,1404,1606,2067,3
23,225,189,94,59,4
1420,387,600,419,2408,2
3157,1114,1342,1574,1852,3
1505,495,582,448,2194,2
21,211,194,89,35,4
3062,750,1060,1610,2432,1
1498,548,604,642,1328,0
3182,772,1084,1650,2484,1
1706,1094,1280,1380,1582,3
1626,612,739,651,2286,0
2169,1005,1150,1282,1549,3
1761,525,628,502,2390,2
1711,475,682,511,2332,2
1599,409,549,646,1154,0
1711,467,634,464,2336,2
2944,728,865,1150,1827,1
1875,515,687,541,2400,2
2838,676,883,1156,1938,1
3260,796,1116,1736,2463,1
2833,981,1354,1896,2269,1
2073,1224,1244,1356,1882,3
2559,1782,1896,1810,1965,3
1405,518,666,601,1738,0
1385,531,660,480,1796,2
2331,462,526,615,1104,0
18,253,314,155,24,4
2059,456,724,478,2921,0
2735,1874,2164,2410,2489,3
1826,882,935,997,1554,3
1805,494,631,615,2119,0
2678,981,1334,1878,2198,1
2413,662,841,1124,1664,1
42,192,204,83,1,4
2771,733,896,1242,1936,1
1706,1068,1200,1380,1642,3
1903,1306,1694,1670,2026,3
19,247,334,161,27,4
2297,578,741,949,1827,1
1653,400,577,469,2274,0
1348,516,580,684,937,1
1707,842,962,976,1331,3
2352,559,741,876,2090,1
1901,581,721,727,1950,0
127,244,217,164,211,4
1870,489,667,478,2762,2
2189,754,980,1302,1555,1
25,221,240,87,60,4
1728,455,529,434,1900,2
20,227,334,153,25,4
1743,628,756,684,2160,0
1552,447,603,431,2566,2
2224,550,673,908,1352,1
26,238,240,94,54,4
274,205,296,173,238,4
2698,698,928,1422,1987,1
18,218,223,94,38,4
19,238,326,157,24,4
19,243,308,156,25,4
17,259,327,156,24,4
1687,407,580,427,1844,2
1437,460,591,589,1461,0
18,249,325,156,23,4
2116,451,774,379,3929,0
147,257,210,171,226,4
2519,545,755,878,2084,1
24,252,314,157,28,4
180,542,605,476,468,4
26,276,294,134,66,4
1771,996,1144,1154,1826,3
204,548,610,462,465,4
2037,1126,1404,1714,2060,3
1846,439,574,435,2034,2
2784,680,877,1182,1938,1
2062,432,751,409,3500,0
1428,521,597,722,1252,1
18,237,332,153,28,4
33,247,280,138,66,4
1563,544,706,568,2351,0
1710,416,552,510,2119,0
1869,1166,1208,1454,1610,3
1835,587,791,556,2950,0
1399,472,597,406,2292,2
312,575,559,415,539,4
1602,551,687,603,2220,0
22,183,220,86,27,4
3182,749,1058,1622,2462,1
1775,596,872,575,2808,0
1544,615,695,781,1184,0
1874,624,779,675,2084,0
2151,1248,1432,1416,1523,3
1607,575,820,581,3328,2
2053,415,797,349,4062,0
2327,552,760,894,2055,1
1417,498,654,459,2486,2
1783,485,633,605,2185,0
2222,1266,1376,1650,1990,3
1701,731,915,893,1826,0
24,241,308,157,24,4
2081,1226,1410,1406,1572,3
213,553,595,472,450,4
237,539,590,418,471,4
2400,571,711,907,1725,1
3365,803,1126,1656,2604,1
19,239,333,148,26,4
15,196,178,88,23,4
1732,862,872,918,1040,3
2340,545,736,852,2189,1
20,205,206,90,51,4
2022,1021,1144,1272,1583,3
1609,570,759,534,2762,2
1711,408,593,439,2542,2
7,162,215,34,1,4
2800,682,865,1150,1864,1
1854,519,775,536,3328,2
1343,351,498,351,1930,2
2144,673,891,1242,1680,1
1666,580,794,1038,1573,0
3063,760,1080,1760,2388,1
3121,759,1082,1542,2330,1
1464,480,633,844,1216,0
2428,1206,1360,1498,2167,3
1675,933,1022,1044,1624,3
3264,1058,1434,1932,2719,1
1788,1088,1174,1266,1482,3
1793,542,663,597,1918,0
21,201,211,61,3,4
19,240,325,155,21,4
2494,996,1292,1856,2175,1
2681,889,1086,1382,1891,1
2249,521,700,728,1980,1
2440,545,752,874,2144,1
2340,472,644,739,1857,1
2166,712,967,1278,1638,1
4023,854,1052,1498,2376,0
1776,476,694,461,2790,2
15,191,187,81,24,4
1969,485,639,644,2042,0
153,373,354,276,363,4
2747,662,855,1206,1966,1
2144,703,921,1238,1676,1
1439,424,537,666,1145,0
2349,584,828,855,2294,1
2513,590,814,985,2065,1
1872,564,669,659,1960,0
2914,810,1118,1638,2398,1
2800,736,924,1240,1991,1
1713,496,669,473,2452,2
19,202,194,94,47,4
38,189,216,74,1,4
19,214,246,90,63,4
1701,484,684,507,2778,2
2843,1138,1462,1578,1692,3
2095,1140,1306,1394,1782,3
1480,492,608,458,2332,2
2390,758,993,1270,1790,1
1832,634,775,661,2142,0
2902,473,700,692,2350,0
2936,694,902,1222,1974,1
1855,1134,1312,1450,1562,3
3593,2068,2322,2410,2254,3
26,251,285,133,64,4
1505,475,571,430,2008,2
1697,466,622,452,2180,2
1492,487,524,631,880,1
3817,1710,1926,2046,1901,3
1214,693,905,781,1481,3
1832,1210,1354,1404,1529,3
2470,1146,1164,1252,1486,3
2852,653,850,1188,2084,1
1503,500,661,634,1710,0
2117,1624,1812,1780,2046,3
2249,551,855,847,2332,1
1597,568,713,591,2303,0
1931,493,689,481,3056,2
2340,488,692,789,2082,1
1793,490,618,547,1888,2
17,253,333,156,24,4
2260,556,659,905,1318,1
1262,504,571,453,2094,2
21,249,324,158,25,4
21,241,319,157,25,4
25,210,211,100,69,4
140,422,488,335,339,4
2118,1334,1448,1638,1806,3
1616,846,1013,1042,1564,3
2490,1130,1188,1286,1286,3
1434,521,601,424,2098,2
1758,1272,1250,1340,1710,3
2127,431,549,682,1257,0
26,222,224,114,58,4
1820,497,626,636,2060,0
2892,637,811,1122,1899,1
2059,448,764,486,3194,0
1694,836,1036,961,1606,3
1397,401,561,384,2370,2
1825,562,669,637,2010,0
20,185,196,90,22,4
1811,512,708,497,2468,2
18,160,185,78,1,4
1756,656,745,686,2140,0
2711,863,1084,1398,1964,1
2689,634,796,1094,1736,1
27,245,243,112,74,4
2523,561,786,913,2183,1
29,287,384,207,38,4
2133,1454,1696,1712,2306,3
2473,710,932,1188,1720,1
1403,469,628,441,2494,2
1248,482,608,411,1926,2
26,269,290,137,56,4
18,265,313,157,33,4
1395,429,571,389,1816,2
2381,1366,1428,1484,1980,3
21,268,368,202,34,4
18,227,201,76,39,4
1704,957,868,925,1371,3
1779,923,956,985,1283,3
1384,518,588,703,1099,1
19,229,318,155,27,4
2356,542,733,809,2093,1
2025,1592,1670,1890,1997,3
2242,698,915,1212,1693,1
1676,374,527,448,2198,0
7,195,218,50,1,4
2000,592,827,542,3651,0
2249,645,796,1062,1611,1
1343,352,492,339,2124,2
2095,1608,1682,1704,1863,3
2175,744,978,1326,1668,1
31,318,334,154,77,4
110,236,206,161,222,4
1451,487,669,544,2558,2
2298,561,702,935,1722,1
1539,454,593,472,2448,2
2984,913,1272,1716,2252,1
26,250,240,109,64,4
1661,436,526,377,2056,2
1706,1186,1260,1390,1554,3
2086,1274,1378,1698,1989,3
21,209,207,95,60,4
2185,517,627,825,1278,1
26,298,365,209,31,4
32,277,384,217,44,4
2480,1080,1100,1190,1260,3
2209,959,1048,1168,1183,3
35,300,335,157,74,4
1961,498,678,455,2900,2
2986,751,920,1224,1798,1
1623,562,713,606,2315,0
1372,468,515,564,814,1
2095,954,1078,1276,1569,3
2482,580,802,884,2366,1
2118,909,1034,1290,1743,3
1952,1202,1214,1318,1584,3
1845,1172,1486,1402,1864,3
2477,561,711,940,1694,1
3174,2018,2022,2110,2120,3
2990,763,985,1316,2440,1
1514,474,625,422,2234,2
2445,529,710,849,2002,1
2698,875,1098,1388,1960,1
1790,452,664,444,2588,2
1492,481,568,648,1097,1
2000,579,814,527,3496,0
156,409,332,292,318,4
2073,1664,1690,1770,2387,3
1489,458,633,458,2382,2
1367,512,582,670,915,1
2477,542,711,971,1663,1
18,233,332,156,29,4
1552,470,603,431,2212,2
20,234,314,163,25,4
