B11,B2,B3,B4,B8,Label
2313,569,731,852,2055,BarrenLand
2268,982,1108,1272,1490,Infrastructure
2445,548,709,850,1932,BarrenLand
2369,966,1096,1188,1215,Infrastructure
2477,532,678,878,1688,BarrenLand
1676,419,581,529,2072,Agriculture
20,275,315,157,22,Water
1454,584,713,616,2286,Agriculture
26,254,333,158,26,Water
1684,586,769,610,2264,Agriculture
1794,542,661,631,2066,Agriculture
1244,505,587,422,1968,Forests
1692,742,827,776,1049,Infrastructure
30,315,335,158,83,Water
2139,1046,1444,1548,1698,Infrastructure
3059,847,1013,1332,2031,BarrenLand
2336,570,703,1001,1720,BarrenLand
2944,623,754,961,1410,BarrenLand
3072,916,1264,1718,2298,BarrenLand
28,277,291,127,56,Water
1421,412,601,388,2444,Forests
1666,456,721,477,2974,Forests
17,211,320,158,27,Water
27,242,247,99,65,Water
1405,547,675,607,1790,Agriculture
2049,932,1184,1594,1768,BarrenLand
1779,923,956,985,1283,Infrastructure
863,861,841,940,1088,Infrastructure
19,209,202,95,53,Water
2301,739,980,1346,1792,BarrenLand
2428,752,952,1210,1721,BarrenLand
1750,473,671,502,2730,Forests
22,202,228,78,1,Water
137,360,310,269,261,Water
24,280,372,209,34,Water
2755,864,1174,1626,2053,BarrenLand
1570,503,696,525,2612,Forests
3081,1198,1356,1418,1402,Infrastructure
2289,587,792,1042,1826,BarrenLand
2267,601,719,974,1566,BarrenLand
1445,545,586,711,985,BarrenLand
26,252,392,220,39,Water
3023,766,936,1220,1892,BarrenLand
32,279,402,219,40,Water
1572,500,577,579,1384,Agriculture
1938,572,698,698,1983,Agriculture
1712,382,556,483,2264,Agriculture
1467,416,526,612,1063,Agriculture
2551,536,671,883,1712,BarrenLand
2156,883,1194,1672,1898,BarrenLand
1887,554,705,683,2022,Agriculture
2678,971,1326,1820,2134,BarrenLand
187,558,647,464,463,Water
1779,850,1026,1074,1538,Infrastructure
1498,326,554,385,2579,Agriculture
2870,669,809,1166,1975,BarrenLand
1467,444,509,565,1015,Agriculture
1607,497,672,480,2496,Forests
2176,534,790,789,2288,BarrenLand
1196,487,534,357,1684,Forests
2152,498,647,712,1906,BarrenLand
2916,835,988,1274,1974,BarrenLand
21,242,320,158,27,Water
1648,619,748,661,2316,Agriculture
1606,390,523,385,1926,Forests
2095,454,604,625,1840,BarrenLand
1848,1122,1244,1450,1736,Infrastructure
2241,539,726,943,1730,BarrenLand
142,362,344,259,329,Water
1667,862,991,1146,1192,Infrastructure
28,229,247,103,61,Water
1787,1086,1284,1276,1490,Infrastructure
1906,979,1005,1038,1446,Infrastructure
1503,500,661,634,1710,Agriculture
16,210,224,89,42,Water
19,236,332,158,24,Water
1441,484,545,641,967,BarrenLand
2404,545,705,800,1902,BarrenLand
12,211,208,83,42,Water
1399,515,582,403,2060,Forests
23,241,319,156,26,Water
1566,447,586,426,2210,Forests
1671,391,573,541,2256,Agriculture
157,358,349,281,329,Water
19,248,330,146,28,Water
2049,891,1196,1632,1835,BarrenLand
16,250,321,127,45,Water
3399,1942,2258,2360,2188,Infrastructure
1419,480,542,585,1054,Agriculture
27,239,337,159,26,Water
26,232,235,101,66,Water
2352,514,702,744,2072,BarrenLand
3337,1448,1910,2196,2163,Infrastructure
1593,509,596,472,2674,Forests
21,227,201,70,2,Water
19,222,221,108,63,Water
1345,384,490,370,2030,Forests
1864,484,665,616,2119,Agriculture
25,219,220,82,41,Water
19,232,312,158,27,Water
2920,700,968,1270,2430,BarrenLand
2267,653,828,1100,1632,BarrenLand
19,263,327,158,31,Water
2267,625,731,963,1550,BarrenLand
20,258,324,159,28,Water
1838,968,1096,1090,1401,Infrastructure
20,234,314,163,25,Water
26,252,380,215,44,Water
20,227,334,153,25,Water
19,234,321,157,25,Water
2332,486,669,727,1938,BarrenLand
2800,750,891,1228,1980,BarrenLand
25,231,317,157,24,Water
2852,638,829,1158,2077,BarrenLand
23,267,309,152,26,Water
1974,905,1198,1628,1814,BarrenLand
2006,1606,1600,1498,1885,Infrastructure
1994,692,877,1072,1581,BarrenLand
1450,391,567,410,2370,Forests
4021,885,1086,1504,2378,Agriculture
2171,1260,1448,1716,1888,Infrastructure
1397,390,534,368,2036,Forests
1538,479,662,453,2746,Forests
1788,1074,1302,1400,1800,Infrastructure
26,254,324,158,27,Water
27,225,230,99,62,Water
1502,550,623,739,1089,Agriculture
2986,764,956,1336,1970,BarrenLand
3016,803,1056,1426,2476,BarrenLand
2020,550,684,724,1872,Agriculture
1791,394,545,530,2132,Agriculture
28,265,267,140,65,Water
2428,743,953,1186,1688,BarrenLand
1196,485,575,394,1858,Forests
3200,1914,2102,2130,1995,Infrastructure
1796,445,644,458,2734,Forests
2006,1090,1238,1314,1720,Infrastructure
18,233,322,158,21,Water
1418,458,553,397,2334,Forests
1556,437,604,444,2298,Forests
1696,554,670,607,2054,Agriculture
2224,552,656,854,1379,BarrenLand
3254,951,1296,1742,2570,BarrenLand
1325,359,502,325,2002,Forests
228,313,272,223,258,Water
1514,474,625,422,2234,Forests
26,271,291,134,56,Water
1967,1292,1272,1312,1712,Infrastructure
2892,666,811,1108,1879,BarrenLand
2649,871,1080,1362,1931,BarrenLand
1595,502,578,534,1588,Agriculture
1494,916,1021,1028,1567,Infrastructure
2755,836,1150,1538,2172,BarrenLand
2496,860,1010,1278,1888,BarrenLand
3173,1680,2064,2248,2156,Infrastructure
1196,479,542,384,1894,Forests
20,226,336,147,27,Water
1901,1544,1728,1898,1964,Infrastructure
2261,1060,1094,1228,1323,Infrastructure
2079,1004,1114,1150,1499,Infrastructure
3337,2110,2298,2382,2624,Infrastructure
2330,626,719,1003,1482,BarrenLand
1676,382,518,471,2088,Agriculture
2711,841,1009,1254,1882,BarrenLand
1402,501,611,470,2424,Forests
3094,1430,1856,2154,2258,Infrastructure
26,281,282,136,65,Water
1952,1202,1214,1318,1584,Infrastructure
1969,496,639,644,2053,Agriculture
1848,820,914,1046,1147,Infrastructure
25,270,270,132,58,Water
1428,521,597,722,1252,BarrenLand
1337,351,532,393,2248,Forests
1508,639,714,709,1548,Agriculture
1241,430,630,417,2478,Forests
2086,1274,1378,1698,1989,Infrastructure
187,543,606,464,454,Water
19,267,315,157,26,Water
19,267,333,157,25,Water
18,274,325,156,23,Water
2457,584,681,947,1458,BarrenLand
1666,1298,1460,1668,1917,Infrastructure
2914,828,1088,1626,2252,BarrenLand
4024,869,1126,1516,2841,Agriculture
1423,375,481,341,2100,Forests
1082,767,814,757,998,Infrastructure
2297,482,646,664,2003,BarrenLand
2655,611,796,1098,1934,BarrenLand
2380,1750,2042,2178,2552,Infrastructure
1636,359,521,437,2180,Agriculture
2079,972,1186,1290,1533,Infrastructure
3072,874,1260,1660,2178,BarrenLand
1880,899,1044,1244,1598,Infrastructure
1940,1154,1252,1502,2173,Infrastructure
1513,503,563,574,1272,Agriculture
1431,382,536,382,2170,Forests
20,239,334,150,26,Water
2013,1230,1500,1594,1619,Infrastructure
2439,501,676,761,1917,BarrenLand
60,208,210,89,4,Water
2222,1332,1638,1744,2024,Infrastructure
26,254,379,209,38,Water
2606,1400,1230,1244,1708,Infrastructure
27,225,239,108,69,Water
2158,566,673,877,1378,BarrenLand
2908,1516,1876,2046,1851,Infrastructure
26,254,377,209,39,Water
2717,910,1116,1372,1934,BarrenLand
1221,462,501,552,796,BarrenLand
1178,505,615,416,2324,Forests
1952,1132,1268,1470,1662,Infrastructure
1816,555,700,713,1909,Agriculture
2513,590,814,985,2065,BarrenLand
2178,1294,1414,1662,1876,Infrastructure
1863,547,698,642,2076,Agriculture
2201,484,625,669,1886,BarrenLand
208,523,600,444,463,Water
3091,758,929,1240,1915,BarrenLand
1894,546,702,644,2098,Agriculture
1454,539,617,695,1136,Agriculture
2717,863,1086,1360,1955,BarrenLand
2163,1090,1210,1382,1730,Infrastructure
2267,541,660,870,1370,BarrenLand
1597,560,686,591,2283,Agriculture
1952,943,1023,1036,1356,Infrastructure
1798,491,719,465,3132,Forests
1566,487,605,434,2328,Forests
2571,701,944,1194,2400,BarrenLand
28,255,238,113,61,Water
2930,780,1074,1608,2324,BarrenLand
1570,387,607,400,2768,Forests
2807,756,1070,1656,2326,BarrenLand
2461,492,695,764,1998,BarrenLand
19,232,303,158,26,Water
265,487,627,528,415,Water
1971,1234,1324,1534,1712,Infrastructure
10,190,207,52,1,Water
2379,1750,2026,2144,2479,Infrastructure
2345,502,700,773,2010,BarrenLand
1347,405,521,369,2170,Forests
2811,663,854,1176,1898,BarrenLand
1439,454,602,708,1289,Agriculture
3081,1230,1426,1526,1439,Infrastructure
31,311,332,152,82,Water
32,294,405,210,54,Water
24,158,200,67,1,Water
18,251,338,149,22,Water
1675,601,758,654,2241,Agriculture
1505,485,649,426,2626,Forests
2008,1310,1484,1654,1748,Infrastructure
2218,469,641,675,2051,BarrenLand
2261,1078,1128,1266,1239,Infrastructure
2490,1130,1188,1286,1286,Infrastructure
1722,519,684,633,2040,Agriculture
12,198,209,87,45,Water
20,246,320,163,29,Water
1656,441,620,465,2674,Forests
30,254,245,102,61,Water
29,258,278,122,58,Water
9,155,203,69,1,Water
1505,455,567,403,2168,Forests
2273,666,821,1114,1628,BarrenLand
2320,760,969,1246,1710,BarrenLand
24,252,314,157,28,Water
199,559,604,471,462,Water
890,501,565,631,880,Agriculture
1593,548,702,472,2546,Forests
1462,397,552,370,2270,Forests
1535,411,577,391,2194,Forests
2678,986,1234,1722,2248,BarrenLand
193,539,602,471,442,Water
1647,1392,1604,1714,1938,Infrastructure
18,210,217,94,39,Water
1704,319,504,374,2475,Agriculture
2586,1236,1334,1392,1440,Infrastructure
1893,571,791,531,3352,Agriculture
19,232,320,158,26,Water
1874,624,779,675,2084,Agriculture
2045,453,538,626,1071,Agriculture
3289,2302,2540,2832,2894,Infrastructure
1982,625,857,539,3442,Agriculture
1539,409,611,419,2078,Forests
142,373,357,278,333,Water
3092,803,996,1346,2161,BarrenLand
146,372,339,287,294,Water
1544,577,702,495,3028,Forests
1581,427,580,404,2240,Forests
2128,612,747,744,2027,Agriculture
25,259,319,157,25,Water
19,247,337,161,25,Water
1612,544,672,579,2261,Agriculture
2404,570,709,788,1732,BarrenLand
2478,530,712,791,2124,BarrenLand
1479,497,561,666,936,BarrenLand
1725,391,539,477,2226,Agriculture
2178,1202,1328,1540,1804,Infrastructure
2934,630,788,1140,1944,BarrenLand
882,517,571,651,858,Agriculture
23,228,238,108,61,Water
2249,575,704,959,1469,BarrenLand
1484,470,603,465,2402,Forests
25,226,238,99,63,Water
2478,581,752,882,2316,BarrenLand
1658,969,1230,1210,1930,Infrastructure
2458,570,818,941,2102,BarrenLand
1372,528,587,684,936,BarrenLand
1886,585,766,572,3199,Agriculture
25,269,321,157,26,Water
2267,653,813,1112,1610,BarrenLand
1669,563,729,853,1503,Agriculture
3399,1938,2206,2386,2237,Infrastructure
1902,568,691,678,1990,Agriculture
18,218,223,94,38,Water
27,211,242,106,61,Water
2747,662,855,1206,1966,BarrenLand
2384,1840,1978,2198,2456,Infrastructure
1773,502,694,486,2818,Forests
2157,870,1198,1624,1830,BarrenLand
29,168,219,76,1,Water
26,280,363,214,39,Water
2224,532,644,819,1413,BarrenLand
2144,509,620,748,1308,BarrenLand
1563,547,677,583,2127,Agriculture
2303,590,708,935,1460,BarrenLand
2374,1138,1194,1254,1266,Infrastructure
2973,859,1058,1330,2071,BarrenLand
2383,513,680,834,1871,BarrenLand
1793,645,742,679,2156,Agriculture
2689,634,796,1094,1736,BarrenLand
1615,544,683,618,2056,Agriculture
1434,604,697,571,2271,Agriculture
2533,564,708,866,1930,BarrenLand
1885,504,715,505,3060,Forests
237,540,597,429,461,Water
1870,532,702,549,2770,Forests
195,504,592,443,448,Water
20,262,318,157,28,Water
17,241,323,156,24,Water
156,365,332,278,298,Water
1832,600,816,567,3002,Agriculture
2843,1138,1462,1578,1692,Infrastructure
2434,576,704,943,1544,BarrenLand
1723,1298,1312,1246,1776,Infrastructure
2422,609,741,982,1480,BarrenLand
2249,542,785,792,2212,BarrenLand
2838,752,943,1312,2061,BarrenLand
2274,523,713,801,1992,BarrenLand
2297,1506,1666,1810,2026,Infrastructure
1397,401,561,384,2370,Forests
1648,424,542,397,2086,Forests
27,202,207,80,2,Water
1598,381,510,374,1990,Forests
1742,998,1176,1294,1718,Infrastructure
2064,433,586,697,1343,Agriculture
1870,437,566,650,1847,Agriculture
30,220,220,83,34,Water
208,554,631,465,460,Water
1864,485,684,642,2207,Agriculture
1477,630,788,711,2399,Agriculture
3291,816,1132,1376,2402,BarrenLand
2297,1382,1520,1674,2036,Infrastructure
1728,387,547,413,1910,Forests
2838,715,918,1228,1999,BarrenLand
1384,471,489,550,830,BarrenLand
1845,539,692,646,2040,Agriculture
2726,755,961,1212,2470,BarrenLand
2457,747,942,1170,1709,BarrenLand
2771,702,896,1212,1908,BarrenLand
2415,737,922,1202,1757,BarrenLand
4160,1998,2636,3020,2984,Infrastructure
1376,544,560,666,874,BarrenLand
26,238,240,94,54,Water
2303,591,703,976,1487,BarrenLand
2189,771,973,1306,1732,BarrenLand
2095,478,629,664,1846,BarrenLand
2833,981,1354,1896,2269,BarrenLand
34,187,223,89,2,Water
1595,880,1168,1344,1918,Infrastructure
1885,510,774,536,3498,Forests
151,368,335,289,296,Water
19,248,333,157,24,Water
3138,799,1144,1628,2656,BarrenLand
18,237,323,155,33,Water
2348,565,724,999,1758,BarrenLand
1774,1088,1154,1222,1520,Infrastructure
1706,1094,1280,1380,1582,Infrastructure
2902,737,962,1232,2657,Agriculture
4197,1770,2408,2830,2908,Infrastructure
1674,500,634,445,2714,Forests
1860,438,748,494,2774,Forests
1423,376,539,378,2370,Forests
1241,427,558,373,2280,Forests
19,248,308,158,35,Water
2533,751,941,1252,1842,BarrenLand
1407,420,530,408,2020,Forests
1780,406,552,530,1978,Agriculture
19,244,330,142,25,Water
2369,969,1052,1226,1267,Infrastructure
2570,1482,1672,1732,1840,Infrastructure
2819,766,991,1472,2054,BarrenLand
1812,584,718,700,1974,Agriculture
2908,1200,1224,1302,1399,Infrastructure
1901,568,714,722,1928,Agriculture
1506,475,543,606,930,BarrenLand
2360,672,828,1128,1666,BarrenLand
1982,609,879,555,3449,Agriculture
146,365,320,271,265,Water
2278,547,693,913,1705,BarrenLand
1972,896,1178,1462,1707,BarrenLand
1640,554,683,616,2221,Agriculture
1575,735,810,788,1544,Infrastructure
2486,858,1184,1722,2042,BarrenLand
1936,940,1060,1182,1605,Infrastructure
1874,431,569,487,2128,Forests
1948,527,749,478,2986,Forests
24,260,318,155,27,Water
1624,488,601,443,2306,Forests
18,230,332,155,22,Water
4119,1914,2514,2984,3118,Infrastructure
2561,606,728,874,1899,BarrenLand
21,261,322,158,26,Water
2465,542,742,846,2068,BarrenLand
1298,529,603,727,1004,BarrenLand
1825,552,685,625,2064,Agriculture
27,271,370,218,33,Water
32,279,381,216,44,Water
17,253,343,151,23,Water
2479,551,751,883,2106,BarrenLand
1773,516,689,511,2932,Forests
160,382,347,291,288,Water
21,214,207,89,60,Water
1500,732,858,875,1682,Agriculture
2663,640,804,1054,1724,BarrenLand
1478,386,544,360,2170,Forests
2229,906,1216,1664,1936,BarrenLand
1855,1134,1312,1450,1562,Infrastructure
1295,413,517,588,1215,Agriculture
3182,766,1078,1698,2520,BarrenLand
2339,602,760,1044,1628,BarrenLand
2428,616,738,1056,1628,BarrenLand
2232,718,948,1306,1764,BarrenLand
2086,436,766,405,3758,Agriculture
3180,765,1086,1548,2539,BarrenLand
30,208,202,83,40,Water
2800,682,865,1150,1864,BarrenLand
926,523,586,649,885,Agriculture
213,542,618,471,454,Water
1962,1366,1486,1676,2004,Infrastructure
160,376,361,295,301,Water
27,260,369,205,37,Water
1993,1230,1464,1704,1902,Infrastructure
1295,355,518,495,1182,Agriculture
2591,648,866,1208,1907,BarrenLand
2577,527,700,828,1772,BarrenLand
2274,488,657,700,1927,BarrenLand
2147,1410,1474,1636,1838,Infrastructure
16,225,225,54,6,Water
1778,811,911,937,1233,Infrastructure
2331,483,557,622,1144,Agriculture
3593,2114,2310,2452,2281,Infrastructure
25,210,211,100,69,Water
1568,474,643,426,2366,Forests
153,373,354,276,363,Water
19,260,330,155,34,Water
23,150,176,77,1,Water
2794,724,926,1068,2200,BarrenLand
17,240,317,154,23,Water
2512,619,733,1032,1497,BarrenLand
21,201,211,61,3,Water
1464,485,630,848,1262,Agriculture
1247,344,448,354,1758,Forests
1405,518,666,601,1738,Agriculture
2470,1246,1164,1288,1847,Infrastructure
1914,938,1202,1144,1385,Infrastructure
1527,391,572,425,2144,Forests
34,282,385,216,38,Water
22,263,381,210,33,Water
2260,585,703,922,1429,BarrenLand
17,237,329,156,24,Water
1667,1015,968,1200,1448,Infrastructure
1221,490,496,563,780,BarrenLand
1880,1222,1390,1500,1819,Infrastructure
3817,2172,2316,2436,2350,Infrastructure
926,500,546,590,853,Agriculture
2901,763,915,1264,1838,BarrenLand
1783,429,571,562,1956,Agriculture
2218,504,701,705,2024,BarrenLand
1410,483,572,432,2188,Forests
1685,593,781,524,2908,Forests
2450,619,777,1064,1876,BarrenLand
1881,1302,1618,1682,1850,Infrastructure
2059,436,755,438,3440,Agriculture
2478,536,774,818,2150,BarrenLand
1817,397,552,507,1970,Agriculture
28,214,201,101,52,Water
2054,422,547,655,1248,Agriculture
19,252,291,149,31,Water
142,386,346,269,325,Water
2118,1124,1268,1478,1986,Infrastructure
1501,502,631,441,2154,Forests
2095,1608,1682,1704,1863,Infrastructure
2144,673,891,1242,1680,BarrenLand
1814,581,708,713,1950,Agriculture
2263,532,668,957,1648,BarrenLand
2551,552,678,857,1734,BarrenLand
19,196,203,90,45,Water
142,379,345,269,348,Water
3121,778,1074,1524,2438,BarrenLand
1874,473,673,564,2596,Forests
1342,321,454,527,1075,Agriculture
1619,412,506,359,2056,Forests
2620,641,844,1100,1889,BarrenLand
1659,751,899,949,1388,Infrastructure
2273,630,786,1040,1540,BarrenLand
1763,567,717,508,2562,Forests
1715,687,849,1032,1522,BarrenLand
1788,579,810,573,2942,Forests
2340,511,705,788,2129,BarrenLand
1374,492,716,451,2556,Forests
2910,1070,1344,1562,1631,Infrastructure
1880,1158,1246,1334,1728,Infrastructure
2297,578,741,949,1827,BarrenLand
2735,2182,2558,2698,2743,Infrastructure
2053,422,702,476,3226,Agriculture
7,195,218,50,1,Water
2268,1510,1582,1654,1760,Infrastructure
882,533,565,656,884,Agriculture
2349,584,828,855,2294,BarrenLand
1783,486,639,597,2124,Agriculture
2271,1372,1588,1784,2150,Infrastructure
19,244,318,158,28,Water
1706,1068,1200,1380,1642,Infrastructure
199,562,613,456,452,Water
17,247,320,157,23,Water
2175,1021,1266,1512,1753,Infrastructure
3174,1376,1498,1624,1578,Infrastructure
1472,422,548,483,2102,Agriculture
26,217,233,104,72,Water
1628,872,990,968,1852,Infrastructure
1464,503,717,933,1293,Agriculture
1948,479,739,524,3024,Forests
1874,632,760,662,2121,Agriculture
29,269,276,116,65,Water
34,302,341,160,80,Water
2502,1094,1186,1278,1312,Infrastructure
1701,480,605,419,2612,Forests
1969,485,639,644,2042,Agriculture
18,266,322,155,32,Water
40,168,200,78,1,Water
1598,385,536,380,2292,Forests
1661,436,526,377,2056,Forests
1745,404,536,490,2210,Agriculture
19,253,309,137,44,Water
2360,649,827,1088,1661,BarrenLand
3817,2152,2342,2464,2388,Infrastructure
284,561,554,409,544,Water
2231,670,905,1188,1652,BarrenLand
1869,1292,1410,1466,1706,Infrastructure
1895,553,682,660,2024,Agriculture
2114,540,660,857,1365,BarrenLand
2480,1080,1100,1190,1260,Infrastructure
19,260,317,157,25,Water
18,216,220,90,31,Water
2017,468,689,519,2856,Forests
2132,982,1176,1378,1644,Infrastructure
1664,526,683,573,2398,Agriculture
1590,541,703,749,1556,Agriculture
1607,487,651,475,2658,Forests
20,251,315,155,26,Water
1661,446,565,405,2320,Forests
15,205,193,90,22,Water
3433,1826,1958,2134,2054,Infrastructure
2260,588,709,962,1471,BarrenLand
2073,1664,1690,1770,2387,Infrastructure
1658,672,879,962,1792,Infrastructure
1480,518,697,529,2742,Forests
2793,627,826,1172,1976,BarrenLand
2165,575,699,896,1451,BarrenLand
2390,778,986,1262,1787,BarrenLand
1837,1036,1268,1390,1465,Infrastructure
1741,397,552,471,2193,Agriculture
1454,560,630,748,1085,Agriculture
1770,390,565,522,1954,Agriculture
19,227,212,74,44,Water
1454,590,699,623,2198,Agriculture
3108,716,860,1136,1712,BarrenLand
208,523,594,436,473,Water
2923,713,885,1176,1809,BarrenLand
2457,747,925,1174,1683,BarrenLand
1780,443,578,597,2088,Agriculture
1818,1400,1630,1754,1991,Infrastructure
1010,500,556,611,904,Agriculture
1901,581,721,727,1950,Agriculture
19,257,312,158,27,Water
1790,472,690,469,2808,Forests
2473,720,908,1192,1698,BarrenLand
3256,823,1138,1628,2624,BarrenLand
237,526,603,428,474,Water
2734,608,724,938,1943,BarrenLand
2628,703,941,1410,2001,BarrenLand
1463,325,470,298,1904,Forests
20,246,326,145,27,Water
1398,450,592,584,1937,Agriculture
1892,885,898,951,1225,Infrastructure
2425,738,919,1202,1692,BarrenLand
147,247,223,176,227,Water
19,248,334,152,24,Water
2151,1150,1224,1106,1220,Infrastructure
1754,949,1003,1011,1406,Infrastructure
1693,402,564,485,2141,Agriculture
2984,913,1272,1716,2252,BarrenLand
16,155,189,84,1,Water
2008,1324,1484,1518,1816,Infrastructure
19,260,340,160,25,Water
1837,660,797,808,2122,Agriculture
1719,1314,1404,1606,2067,Infrastructure
3182,749,1058,1622,2462,BarrenLand
2396,791,944,1130,1722,BarrenLand
24,242,324,158,27,Water
1533,469,624,412,2254,Forests
2947,793,1118,1564,2486,BarrenLand
19,243,323,157,25,Water
29,263,282,123,66,Water
19,146,192,76,1,Water
32,284,380,216,39,Water
1527,458,590,421,2464,Forests
19,230,327,153,36,Water
2261,577,689,891,1535,BarrenLand
2777,727,899,1248,1972,BarrenLand
1968,567,683,569,2962,Forests
19,251,313,164,26,Water
14,183,193,88,22,Water
1656,433,582,417,2392,Forests
562,637,830,762,693,Water
1707,839,962,953,1223,Infrastructure
2339,553,805,854,2107,BarrenLand
14,190,195,84,22,Water
1221,475,506,547,719,BarrenLand
1393,383,484,364,2000,Forests
2681,889,1086,1382,1891,BarrenLand
1696,737,799,927,1438,Agriculture
136,381,475,328,347,Water
2226,1200,1390,1368,1796,Infrastructure
38,208,224,72,1,Water
17,265,309,156,24,Water
2263,532,679,931,1652,BarrenLand
2330,586,695,921,1427,BarrenLand
2838,705,905,1214,1999,BarrenLand
111,230,222,167,198,Water
16,211,205,61,10,Water
1401,429,605,749,1200,Agriculture
2079,593,887,543,3720,Agriculture
1824,536,672,608,1910,Agriculture
19,248,320,155,26,Water
3289,1990,2378,2536,2327,Infrastructure
2417,550,770,866,2223,BarrenLand
1732,1068,1134,1180,1200,Infrastructure
153,383,316,269,335,Water
2480,999,1122,1210,1206,Infrastructure
24,226,326,157,24,Water
1506,483,575,666,1057,BarrenLand
3174,2018,2022,2110,2120,Infrastructure
17,249,298,134,44,Water
2202,570,683,905,1339,BarrenLand
1896,532,705,645,2070,Agriculture
2819,778,1015,1488,2147,BarrenLand
2132,1034,1160,1306,1655,Infrastructure
1359,375,557,361,2210,Forests
1478,372,548,385,2236,Forests
1428,472,492,619,852,BarrenLand
1703,540,701,473,2886,Forests
2385,1162,1194,1278,1281,Infrastructure
193,455,511,330,351,Water
1836,319,666,325,3398,Agriculture
3195,665,899,1308,2066,BarrenLand
1803,500,641,600,2044,Agriculture
2800,730,918,1232,2027,BarrenLand
1942,544,691,653,1992,Agriculture
1864,644,822,573,3240,Forests
1466,439,666,444,2752,Forests
1669,568,725,828,1560,Agriculture
148,250,218,163,224,Water
20,234,317,158,25,Water
26,224,234,104,68,Water
20,255,334,148,26,Water
20,246,319,149,32,Water
679,469,586,611,879,BarrenLand
2062,1184,1482,1450,1576,Infrastructure
2379,1600,1840,1954,2111,Infrastructure
176,357,339,287,303,Water
1608,562,781,531,2964,Forests
1410,386,550,373,2206,Forests
1538,404,578,408,2366,Forests
2369,926,987,1208,1224,Infrastructure
1467,393,518,588,1086,Agriculture
2114,494,608,796,1396,BarrenLand
32,282,393,216,43,Water
1893,576,784,536,3198,Agriculture
2681,903,1092,1376,1934,BarrenLand
177,417,520,327,357,Water
1393,435,618,375,2308,Forests
2384,1688,1968,2122,2381,Infrastructure
3068,759,949,1324,2004,BarrenLand
18,265,331,157,30,Water
21,216,208,82,1,Water
1539,420,584,437,2152,Forests
3241,1844,2306,2460,2367,Infrastructure
26,265,282,136,61,Water
1168,486,619,416,2098,Forests
2337,537,706,963,1713,BarrenLand
2225,500,648,730,1932,BarrenLand
2523,552,779,829,2279,BarrenLand
1955,828,940,979,1171,Infrastructure
1393,441,613,401,2288,Forests
3241,1998,2148,2248,2329,Infrastructure
1791,420,568,550,2316,Agriculture
274,208,293,157,205,Water
27,197,198,73,1,Water
2073,1630,1740,1672,1980,Infrastructure
2523,588,825,939,2101,BarrenLand
2566,842,974,1216,1776,BarrenLand
137,386,316,273,269,Water
2147,1222,1430,1516,1582,Infrastructure
2095,1328,1616,1750,1840,Infrastructure
1868,478,697,486,2908,Forests
17,217,325,147,23,Water
1848,1058,1152,1234,1461,Infrastructure
1758,817,932,1002,1226,Infrastructure
2311,557,758,815,2260,BarrenLand
1835,600,711,643,2140,Agriculture
2777,719,879,1218,1884,BarrenLand
1931,478,701,455,3118,Forests
1142,456,482,533,719,BarrenLand
209,512,582,421,485,Water
1901,561,721,672,1996,Agriculture
27,288,388,213,43,Water
2165,565,722,918,1417,BarrenLand
1719,1290,1460,1570,1801,Infrastructure
1689,423,592,550,2201,Agriculture
1476,464,628,468,2500,Forests
2476,532,705,895,1972,BarrenLand
1685,539,663,500,2360,Forests
2479,536,762,836,2104,BarrenLand
1624,463,700,505,2648,Forests
34,304,344,166,83,Water
19,148,200,66,1,Water
2391,735,985,1284,1772,BarrenLand
1901,550,695,659,1910,Agriculture
20,267,343,150,26,Water
1859,1008,1146,1308,1438,Infrastructure
1832,592,854,564,2907,Agriculture
1675,593,771,641,2266,Agriculture
1775,619,850,603,2524,Agriculture
3337,1390,1986,2196,2008,Infrastructure
2518,587,783,940,2208,BarrenLand
1476,408,584,414,2144,Forests
1667,882,1152,1122,1868,Infrastructure
2404,537,720,785,2066,BarrenLand
1966,424,568,602,1868,Agriculture
2169,1086,1310,1498,1772,Infrastructure
2777,708,882,1224,1986,BarrenLand
1763,495,635,505,2162,Forests
16,210,214,64,1,Water
163,288,260,214,244,Water
2249,645,796,1062,1611,BarrenLand
2964,867,1234,1614,2160,BarrenLand
2923,725,905,1240,1816,BarrenLand
1395,466,627,549,1775,Agriculture
1384,518,588,703,1099,BarrenLand
1841,468,685,471,2708,Forests
2494,935,1238,1760,2047,BarrenLand
4197,1920,2540,2986,3119,Infrastructure
1773,513,671,488,2644,Forests
2779,1130,1294,1350,1382,Infrastructure
16,199,199,90,50,Water
1410,480,661,472,2762,Forests
1793,440,589,481,2332,Forests
24,278,320,160,26,Water
1347,398,553,356,2402,Forests
1241,362,508,340,1990,Forests
1854,484,699,487,2952,Forests
1870,422,564,566,2096,Agriculture
1479,484,547,631,854,BarrenLand
1707,482,625,533,2156,Forests
19,235,330,158,25,Water
17,259,319,156,24,Water
140,390,479,346,337,Water
26,305,385,209,40,Water
19,269,330,130,50,Water
1280,518,561,651,861,BarrenLand
1725,382,562,502,2200,Agriculture
2428,1206,1360,1498,2167,Infrastructure
25,252,292,128,59,Water
34,276,393,216,35,Water
2784,680,877,1182,1938,BarrenLand
1682,1100,1228,1176,1782,Infrastructure
1780,431,572,575,2094,Agriculture
1908,1142,1152,1354,1538,Infrastructure
