B11,B2,B3,B4,B8,Label
2299,577,670,889,1293,BarrenLand
1955,1005,1182,1388,1642,Infrastructure
1855,1078,1158,1250,1287,Infrastructure
2609,654,858,1206,1882,BarrenLand
37,321,343,155,81,Water
1783,321,615,346,3155,Agriculture
2406,538,810,836,2414,BarrenLand
1501,528,684,470,2424,Forests
2685,1090,1346,1810,2240,BarrenLand
1788,580,720,518,2656,Forests
2849,1172,1210,1328,1407,Infrastructure
1747,404,561,477,2316,Agriculture
3337,2380,2626,2778,2884,Infrastructure
1928,590,897,582,3191,Agriculture
20,202,215,73,29,Water
27,242,310,158,26,Water
1442,507,714,534,2518,Forests
1776,515,714,487,2662,Forests
13,203,210,90,27,Water
1758,485,684,492,2938,Forests
2384,1866,2008,2218,2482,Infrastructure
1641,651,776,689,2160,Agriculture
1703,491,686,474,2618,Forests
1592,468,529,421,2046,Forests
1775,596,872,575,2808,Agriculture
175,513,600,419,452,Water
1485,514,590,687,944,BarrenLand
1643,487,708,520,2754,Forests
1870,419,569,638,1952,Agriculture
1676,379,541,500,2076,Agriculture
21,266,310,121,45,Water
2049,904,1168,1562,1760,BarrenLand
25,243,317,157,24,Water
2346,557,686,930,1449,BarrenLand
1399,479,640,457,2588,Forests
2849,1192,1218,1312,1433,Infrastructure
1421,383,519,365,2216,Forests
2476,569,760,913,2094,BarrenLand
2254,1028,1078,1186,1261,Infrastructure
2278,897,999,1094,1606,Infrastructure
2017,507,719,502,3284,Forests
2185,558,628,868,1353,BarrenLand
2548,636,861,1210,1801,BarrenLand
19,241,201,91,42,Water
887,546,593,682,943,Agriculture
2144,528,644,826,1417,BarrenLand
2269,521,702,968,1683,BarrenLand
1691,563,709,615,2392,Agriculture
4160,1886,2558,2912,2894,Infrastructure
2393,619,760,1042,1606,BarrenLand
15,256,303,134,45,Water
2523,561,786,913,2183,BarrenLand
4069,883,1158,1598,2584,Agriculture
1689,496,645,529,2166,Agriculture
2332,597,719,976,1584,BarrenLand
1934,394,555,550,1998,Agriculture
1408,388,528,390,2266,Forests
17,255,318,158,27,Water
1644,536,702,604,1952,Agriculture
1896,568,687,646,2070,Agriculture
1535,408,592,434,2502,Forests
2843,1820,2220,2580,2742,Infrastructure
1506,558,650,679,1379,Agriculture
1510,415,581,412,2298,Forests
2420,543,734,805,2082,BarrenLand
1874,459,644,490,2702,Forests
16,179,200,90,22,Water
21,244,326,157,26,Water
1969,1024,1192,1300,1587,Infrastructure
143,384,329,267,347,Water
32,263,408,214,36,Water
1784,486,645,466,2536,Forests
1347,363,517,344,2312,Forests
1445,528,589,722,1035,BarrenLand
1623,562,713,606,2315,Agriculture
26,278,382,210,40,Water
2679,857,1062,1290,1918,BarrenLand
1428,517,640,470,2564,Forests
1982,613,901,583,3198,Agriculture
2175,744,978,1326,1668,BarrenLand
1459,1126,1300,1216,1740,Infrastructure
25,255,301,158,26,Water
27,220,255,108,70,Water
2336,570,727,1009,1720,BarrenLand
2474,577,774,855,2141,BarrenLand
3092,789,979,1338,2148,BarrenLand
1767,1372,1638,1700,2165,Infrastructure
3366,990,1380,1838,2608,BarrenLand
1805,1044,1164,1252,1421,Infrastructure
21,208,199,75,27,Water
2209,959,1048,1168,1183,Infrastructure
1936,892,974,1076,1452,Infrastructure
177,447,525,330,339,Water
208,539,613,459,463,Water
2320,796,998,1274,1788,BarrenLand
1802,544,700,541,2976,Forests
19,259,332,154,25,Water
2059,456,724,478,2921,Agriculture
2079,1108,1134,1222,1222,Infrastructure
1703,502,662,469,2322,Forests
2320,620,772,965,1476,BarrenLand
27,294,374,210,36,Water
2232,1316,1262,1372,1433,Infrastructure
1615,422,573,440,2026,Forests
33,267,384,216,40,Water
1701,484,684,507,2778,Forests
1407,393,518,357,1690,Forests
1595,504,563,543,1482,Agriculture
1817,394,556,523,1982,Agriculture
2086,432,753,409,3440,Agriculture
2475,929,1230,1742,2057,BarrenLand
1787,565,745,577,2956,Forests
27,276,388,216,33,Water
1426,543,619,435,2230,Forests
22,278,368,211,35,Water
2037,857,1004,1268,1544,Infrastructure
2891,725,868,1148,1703,BarrenLand
15,272,312,124,47,Water
2118,1334,1448,1638,1806,Infrastructure
1949,558,680,668,1954,Agriculture
2433,495,728,867,1935,BarrenLand
1420,431,610,411,2584,Forests
3200,1450,1390,1510,1588,Infrastructure
18,242,331,148,22,Water
1335,476,666,458,2448,Forests
1741,406,552,505,2082,Agriculture
986,558,603,692,882,Agriculture
2512,577,794,1012,2060,BarrenLand
1644,559,675,606,2228,Agriculture
1714,681,824,877,1379,Agriculture
1727,698,873,824,1865,Agriculture
1529,491,618,428,2388,Forests
2561,583,757,901,1974,BarrenLand
2134,1392,1618,1748,2022,Infrastructure
1445,557,621,740,1026,BarrenLand
2299,590,683,926,1382,BarrenLand
2100,440,577,697,1428,Agriculture
1343,352,492,339,2124,Forests
1641,630,744,689,2226,Agriculture
2298,1322,1296,1400,1688,Infrastructure
1673,383,554,446,2360,Agriculture
2147,466,652,672,2010,BarrenLand
2989,770,926,1274,1906,BarrenLand
19,250,336,155,31,Water
1445,508,594,706,1021,BarrenLand
27,235,223,90,68,Water
2439,570,777,933,1997,BarrenLand
1621,686,778,871,1320,Agriculture
2293,542,621,827,1381,BarrenLand
32,274,390,217,45,Water
209,505,584,421,482,Water
3294,943,1336,1772,2456,BarrenLand
1923,337,654,387,3197,Agriculture
17,253,327,156,23,Water
944,520,681,750,961,BarrenLand
1859,979,1118,1210,1400,Infrastructure
2570,1340,1360,1372,1465,Infrastructure
2420,526,712,786,2192,BarrenLand
1510,426,608,438,2440,Forests
2519,581,792,945,2047,BarrenLand
1770,651,798,796,1814,Agriculture
22,227,194,98,42,Water
181,391,348,308,326,Water
1767,1302,1476,1458,1930,Infrastructure
19,253,305,157,26,Water
1818,1290,1610,1638,1990,Infrastructure
2486,985,1302,1802,2060,BarrenLand
1860,1344,1322,1462,1792,Infrastructure
2383,1270,1208,1354,1525,Infrastructure
27,187,222,80,1,Water
4026,858,1102,1498,2324,Agriculture
19,242,326,163,29,Water
31,285,395,214,40,Water
1684,569,750,599,2254,Agriculture
1963,998,1208,1372,2058,Infrastructure
1592,474,646,461,2510,Forests
20,219,190,98,52,Water
1125,602,684,770,1094,Agriculture
19,254,344,149,25,Water
3560,753,923,1278,2122,Agriculture
3180,788,1062,1450,2534,BarrenLand
1687,428,520,393,1844,Forests
1945,963,1160,1328,2026,Infrastructure
2416,623,744,1007,1691,BarrenLand
3157,1378,1724,1934,2182,Infrastructure
1720,380,568,485,2230,Agriculture
1712,404,576,525,2260,Agriculture
2293,554,633,841,1406,BarrenLand
1442,495,628,432,2328,Forests
1666,601,757,1007,1534,Agriculture
2196,1252,1404,1758,2114,Infrastructure
2175,1092,1316,1538,1923,Infrastructure
176,360,339,283,300,Water
1675,933,1022,1044,1624,Infrastructure
139,418,496,348,351,Water
1733,412,560,497,2182,Agriculture
1860,549,778,579,3072,Forests
2079,866,926,1032,1131,Infrastructure
1673,379,554,456,2276,Agriculture
2226,1476,1616,1700,2150,Infrastructure
1847,1064,1230,1262,1566,Infrastructure
31,305,344,157,74,Water
2243,545,647,854,1304,BarrenLand
1508,648,742,811,1310,Agriculture
1498,582,684,698,1606,Agriculture
1410,511,596,442,1958,Forests
1661,451,585,442,2204,Forests
1626,625,725,602,2314,Agriculture
1901,557,692,672,1938,Agriculture
19,254,314,158,27,Water
20,167,196,67,1,Water
1385,531,660,480,1796,Forests
1479,517,571,691,957,BarrenLand
20,250,317,157,24,Water
1972,918,1200,1544,1729,BarrenLand
2476,539,725,867,1995,BarrenLand
2050,1008,1116,1360,1550,Infrastructure
184,515,572,431,447,Water
1256,520,606,671,998,BarrenLand
1802,519,717,523,3020,Forests
146,369,322,277,265,Water
1901,549,692,678,1959,Agriculture
3063,749,1110,1798,2402,BarrenLand
3622,1692,2276,2600,2745,Infrastructure
3560,853,1052,1436,2298,Agriculture
2440,530,723,783,2082,BarrenLand
3078,1510,1562,1610,1765,Infrastructure
17,230,313,156,24,Water
2425,743,885,1186,1682,BarrenLand
1783,337,615,375,2923,Agriculture
1310,503,644,492,2640,Forests
2934,662,825,1180,1996,BarrenLand
2369,728,896,1204,1709,BarrenLand
2283,636,853,980,2156,Agriculture
2428,755,937,1234,1744,BarrenLand
2337,553,711,1000,1744,BarrenLand
19,239,333,148,26,Water
2297,500,689,687,2144,BarrenLand
1552,446,650,461,2636,Forests
1337,358,474,364,1976,Forests
3121,841,1132,1590,2464,BarrenLand
2079,1154,1426,1512,1787,Infrastructure
27,211,212,69,1,Water
2224,527,678,912,1663,BarrenLand
18,237,336,156,23,Water
269,524,598,430,469,Water
1926,1184,1382,1488,1926,Infrastructure
2283,788,958,1124,1812,Infrastructure
1245,361,487,304,1864,Forests
1590,588,749,875,1501,Agriculture
1626,615,735,655,2248,Agriculture
1453,466,552,403,2060,Forests
1434,521,601,424,2098,Forests
3016,779,1030,1324,2388,BarrenLand
2390,758,993,1270,1790,BarrenLand
732,789,751,745,843,Infrastructure
1653,400,577,469,2274,Agriculture
1517,617,705,682,1686,Agriculture
2847,1600,1792,1942,2160,Infrastructure
1704,1148,1160,1112,1620,Infrastructure
175,504,588,413,463,Water
31,287,388,217,43,Water
2144,545,621,854,1412,BarrenLand
22,296,391,209,34,Water
1364,383,583,393,2400,Forests
3366,973,1346,1796,2608,BarrenLand
1125,574,667,762,1059,Agriculture
2296,1428,1690,1904,2214,Infrastructure
2031,972,1052,1134,1802,Infrastructure
1801,922,1098,1074,1309,Infrastructure
2944,684,828,1070,1636,BarrenLand
32,267,388,219,48,Water
955,532,591,682,981,Agriculture
1503,488,664,672,1681,Agriculture
240,535,617,463,452,Water
33,284,370,216,41,Water
2105,1148,1230,1356,1678,Infrastructure
1903,1306,1694,1670,2026,Infrastructure
2081,1230,1172,1320,1622,Infrastructure
3057,800,1068,1564,2445,BarrenLand
181,467,548,382,408,Water
1491,401,551,417,2352,Forests
508,607,679,500,495,Water
1784,475,673,463,2722,Forests
2883,708,964,1496,2169,BarrenLand
2366,595,723,993,1540,BarrenLand
143,372,335,267,361,Water
33,279,383,217,48,Water
2941,1514,1552,1712,1800,Infrastructure
1875,515,687,541,2400,Forests
3256,801,1114,1586,2546,BarrenLand
152,375,325,267,282,Water
1621,454,662,422,2458,Forests
1626,518,632,440,2272,Forests
1825,585,669,660,2054,Agriculture
1825,1176,1304,1314,1598,Infrastructure
887,539,586,683,873,Agriculture
20,246,336,163,33,Water
22,242,325,168,28,Water
2458,592,827,909,2205,BarrenLand
19,197,214,62,19,Water
2138,532,615,808,1250,BarrenLand
1436,393,511,374,2114,Forests
20,238,323,150,30,Water
199,552,598,472,452,Water
26,248,320,158,27,Water
19,242,320,151,26,Water
2156,910,1208,1666,1884,BarrenLand
1399,472,597,406,2292,Forests
889,533,577,666,924,Agriculture
146,355,336,283,283,Water
137,357,328,263,282,Water
3154,1962,2250,2508,2496,Infrastructure
2769,679,882,1194,1854,BarrenLand
193,544,600,477,452,Water
1407,392,542,476,2142,Agriculture
2229,917,1214,1708,1924,BarrenLand
2209,1026,1080,1168,1222,Infrastructure
1886,572,796,528,3482,Agriculture
1748,869,1048,1120,1252,Infrastructure
2379,1504,1750,1826,2193,Infrastructure
18,262,316,155,24,Water
1948,525,761,521,3278,Forests
19,229,328,148,26,Water
4024,863,1104,1512,2840,Agriculture
20,267,320,152,26,Water
23,176,205,76,1,Water
1644,551,675,610,2180,Agriculture
1711,462,632,501,2090,Forests
1628,481,935,500,3621,Agriculture
1790,452,664,444,2588,Forests
1811,512,708,497,2468,Forests
25,179,212,82,44,Water
190,480,567,397,426,Water
1832,913,1082,1154,2309,Infrastructure
1100,621,673,755,1102,Agriculture
2819,1166,1270,1372,1327,Infrastructure
25,237,314,158,27,Water
3181,1808,2160,2330,2272,Infrastructure
1942,1170,1262,1410,1638,Infrastructure
1823,969,1034,1382,1612,Infrastructure
1628,511,972,659,3389,Agriculture
2807,747,1023,1596,2270,BarrenLand
1681,416,570,507,2112,Agriculture
1479,485,646,439,2332,Forests
1711,400,622,441,2526,Forests
1621,691,773,885,1327,Agriculture
2001,1194,1432,1536,2010,Infrastructure
1880,1036,1158,1120,1661,Infrastructure
1646,710,868,910,1704,Agriculture
2717,894,1104,1366,1910,BarrenLand
24,221,233,91,61,Water
27,247,283,130,61,Water
7,162,215,34,1,Water
19,227,327,157,28,Water
2503,541,732,766,2211,BarrenLand
21,236,243,112,54,Water
1652,581,775,978,1500,Agriculture
23,288,366,209,34,Water
27,272,375,207,31,Water
180,541,618,472,468,Water
3255,2552,2808,3054,3220,Infrastructure
1666,838,912,913,1179,Infrastructure
19,149,201,69,1,Water
3181,1932,2176,2266,2180,Infrastructure
2533,556,712,867,1990,BarrenLand
21,214,198,95,48,Water
1845,528,695,644,2082,Agriculture
18,237,332,156,23,Water
2800,691,904,1226,1860,BarrenLand
1544,507,641,405,2432,Forests
2287,722,968,1294,1730,BarrenLand
2474,557,759,806,2194,BarrenLand
2519,545,755,878,2084,BarrenLand
2189,754,980,1302,1555,BarrenLand
1914,1050,1194,1372,1620,Infrastructure
184,496,562,405,421,Water
2055,575,811,521,3492,Agriculture
18,200,220,80,31,Water
1710,378,543,463,2122,Agriculture
4011,1852,2544,2876,2866,Infrastructure
2332,569,796,886,2131,BarrenLand
23,232,188,98,44,Water
20,265,321,157,31,Water
21,221,228,105,62,Water
2884,841,984,1214,1904,BarrenLand
23,215,223,80,39,Water
211,492,581,422,449,Water
17,262,321,129,44,Water
2256,512,683,883,1698,BarrenLand
18,253,335,153,30,Water
1298,511,603,703,943,BarrenLand
23,219,235,101,69,Water
1776,528,738,730,2236,Agriculture
3094,1344,1792,2032,2088,Infrastructure
2020,828,982,951,1241,Infrastructure
23,289,379,206,35,Water
2358,542,731,861,1975,BarrenLand
2711,863,1084,1398,1964,BarrenLand
1667,1048,1158,1282,1680,Infrastructure
2218,479,631,674,2095,BarrenLand
23,224,188,94,51,Water
2869,731,907,1232,2030,BarrenLand
2165,570,691,902,1436,BarrenLand
1770,646,805,810,1972,Agriculture
1479,498,681,528,2754,Forests
19,263,313,157,26,Water
2197,1036,1364,1264,1607,Infrastructure
1780,416,564,527,2099,Agriculture
2020,1200,1118,1102,1565,Infrastructure
3081,1754,1900,2080,1984,Infrastructure
1971,1422,1344,1676,1968,Infrastructure
1826,960,1106,1180,1484,Infrastructure
2445,554,705,799,1854,BarrenLand
22,183,220,86,27,Water
25,235,314,165,26,Water
15,251,318,124,44,Water
19,239,343,163,25,Water
1592,454,684,471,2718,Forests
2428,1160,1188,1250,1274,Infrastructure
2588,817,1026,1330,1915,BarrenLand
1451,631,742,629,2490,Agriculture
204,525,615,477,445,Water
160,389,357,285,300,Water
2016,698,885,1072,1591,BarrenLand
3023,781,918,1238,1909,BarrenLand
17,246,327,155,23,Water
2519,574,771,888,2072,BarrenLand
1787,501,735,519,2842,Forests
2253,1188,1416,1636,1995,Infrastructure
2116,440,753,446,3408,Agriculture
3094,1152,1274,1454,1600,Infrastructure
25,231,320,157,25,Water
341,440,460,330,494,Water
1566,500,616,455,2280,Forests
2041,465,714,540,2754,Forests
1811,562,762,522,2884,Forests
3952,853,1068,1498,2333,Agriculture
2984,997,1336,1820,2411,BarrenLand
2989,709,825,1154,1712,BarrenLand
1656,453,601,453,2488,Forests
24,272,312,157,24,Water
1778,1080,1270,1172,1532,Infrastructure
1621,673,736,830,1288,Agriculture
3121,761,1078,1428,2483,BarrenLand
2746,836,980,1234,1924,BarrenLand
2533,742,954,1300,1841,BarrenLand
21,154,194,76,1,Water
1704,969,1152,1222,1491,Infrastructure
1994,739,944,1196,1742,BarrenLand
2439,569,722,894,1929,BarrenLand
1570,405,572,411,2820,Forests
27,230,229,97,64,Water
2095,469,621,655,1879,BarrenLand
1982,613,839,517,3630,Agriculture
2055,597,836,526,3724,Agriculture
2420,502,726,800,2162,BarrenLand
2073,1138,1252,1180,2268,Infrastructure
1812,591,699,672,1874,Agriculture
1149,621,700,790,1141,Agriculture
2374,1122,1208,1288,1340,Infrastructure
177,431,503,341,339,Water
2390,738,905,1176,1678,BarrenLand
2598,1484,1616,1660,1780,Infrastructure
21,248,314,157,27,Water
2267,536,633,869,1306,BarrenLand
1805,833,949,1092,1087,Infrastructure
1623,583,689,613,2271,Agriculture
21,252,321,158,28,Water
2150,431,803,367,4024,Agriculture
1439,398,546,630,1130,Agriculture
1420,420,491,522,980,Agriculture
1974,684,849,1000,1507,BarrenLand
1517,683,731,773,1284,Agriculture
26,247,291,133,61,Water
2114,544,611,813,1392,BarrenLand
1712,406,564,505,2327,Agriculture
32,318,388,216,39,Water
2366,624,774,1078,1866,BarrenLand
1993,448,761,491,3251,Agriculture
2215,573,648,854,1296,BarrenLand
2425,748,926,1178,1668,BarrenLand
2445,560,749,902,1991,BarrenLand
1794,488,657,634,2050,Agriculture
1343,351,498,351,1930,Forests
2776,645,860,1134,1760,BarrenLand
1391,424,526,375,2160,Forests
1541,527,607,465,2512,Forests
82,297,367,135,61,Water
19,254,346,140,23,Water
1629,444,611,472,2584,Forests
1644,526,709,607,2004,Agriculture
1477,624,738,658,2253,Agriculture
4160,2134,2406,2778,3207,Infrastructure
25,229,227,97,65,Water
25,223,216,83,43,Water
1988,1390,1468,1438,1963,Infrastructure
1214,693,905,781,1481,Infrastructure
19,244,320,158,26,Water
1514,447,645,446,2404,Forests
2231,569,665,916,1394,BarrenLand
2118,1202,1392,1562,1602,Infrastructure
16,210,214,64,5,Water
19,263,323,156,25,Water
1881,1584,1638,2014,2114,Infrastructure
2964,984,1306,1792,2490,BarrenLand
20,190,197,52,1,Water
21,191,208,88,58,Water
19,214,201,53,19,Water
310,527,628,532,426,Water
1860,1698,1916,1904,2036,Infrastructure
1864,544,729,509,2564,Forests
19,245,243,94,60,Water
2679,621,828,1116,1953,BarrenLand
2191,1188,1342,1446,1676,Infrastructure
2552,764,969,1256,1832,BarrenLand
175,501,596,409,457,Water
2428,604,725,999,1484,BarrenLand
22,206,197,77,53,Water
3204,2272,2460,2742,2851,Infrastructure
2053,432,679,480,2702,Agriculture
2176,529,781,822,2220,BarrenLand
1955,561,721,710,1910,Agriculture
19,229,318,155,27,Water
204,550,620,455,468,Water
29,221,236,99,62,Water
1697,460,652,518,2510,Forests
1678,446,612,444,2514,Forests
1886,591,814,507,3350,Agriculture
2116,451,774,379,3929,Agriculture
2050,952,1064,1344,1470,Infrastructure
1248,482,608,411,1926,Forests
1763,489,698,463,2454,Forests
23,261,322,159,26,Water
2231,534,759,772,2294,BarrenLand
2352,489,648,749,1864,BarrenLand
184,522,579,426,443,Water
299,607,688,515,477,Water
1529,678,742,777,1290,Agriculture
19,241,330,157,26,Water
2000,597,832,532,3442,Agriculture
2232,724,949,1268,1701,BarrenLand
10,209,202,58,1,Water
2175,1190,1340,1540,1886,Infrastructure
1855,888,1004,1084,1125,Infrastructure
1637,596,717,566,2666,Forests
2698,698,928,1422,1987,BarrenLand
2825,685,880,1188,1874,BarrenLand
1241,347,501,352,1866,Forests
19,259,321,157,28,Water
1785,530,724,525,2874,Forests
2269,515,698,984,1694,BarrenLand
2776,694,844,1136,1766,BarrenLand
2663,625,777,1064,1716,BarrenLand
1652,542,727,942,1501,Agriculture
1374,507,630,472,2510,Forests
2406,584,777,900,2206,BarrenLand
22,265,389,207,34,Water
137,375,325,273,272,Water
2908,1574,1874,2110,1952,Infrastructure
2189,766,976,1332,1636,BarrenLand
2152,474,638,673,1917,BarrenLand
1237,412,574,382,2298,Forests
329,639,788,759,696,Water
1966,526,687,477,2978,Forests
1814,551,692,680,1937,Agriculture
1397,531,643,510,2348,Forests
1332,433,576,509,2032,Agriculture
1731,518,728,530,2964,Forests
1640,536,678,616,2187,Agriculture
187,406,345,308,302,Water
1859,944,1120,999,1415,Infrastructure
3198,813,984,1332,2158,BarrenLand
1345,378,517,330,1966,Forests
1750,495,706,493,3002,Forests
21,233,236,108,60,Water
1492,532,589,683,1042,BarrenLand
2298,542,698,942,1670,BarrenLand
3013,743,882,1164,1731,BarrenLand
17,232,318,158,27,Water
4024,898,1130,1548,2810,Agriculture
1994,688,846,1034,1617,BarrenLand
2045,484,560,633,1080,Agriculture
1957,1200,1394,1268,1586,Infrastructure
2006,1366,1396,1472,1907,Infrastructure
20,246,327,157,29,Water
23,211,177,85,60,Water
312,572,578,448,569,Water
1659,650,771,849,1124,Infrastructure
1374,536,585,420,1944,Forests
1484,522,706,468,2776,Forests
23,230,248,115,61,Water
18,238,321,162,22,Water
1851,557,702,674,2070,Agriculture
1715,724,866,1102,1613,BarrenLand
2162,1942,2186,2358,2643,Infrastructure
1871,1122,1332,1568,1749,Infrastructure
1793,490,618,547,1888,Forests
2720,666,862,1154,1832,BarrenLand
16,256,319,128,45,Water
139,411,495,335,338,Water
2727,701,908,1302,1994,BarrenLand
27,301,375,208,32,Water
2425,573,738,877,2124,BarrenLand
1675,857,888,964,1438,Infrastructure
1585,698,894,849,1663,Agriculture
25,251,276,130,67,Water
2794,517,670,677,2320,Agriculture
3062,737,1048,1710,2394,BarrenLand
1441,379,568,371,2312,Forests
2224,510,664,916,1671,BarrenLand
26,283,273,137,64,Water
1902,1200,1522,1592,2071,Infrastructure
2238,915,1126,1130,1826,Infrastructure
1793,627,741,678,2088,Agriculture
2088,1066,1128,1346,1594,Infrastructure
28,274,378,214,33,Water
24,242,240,105,55,Water
2238,1190,1422,1516,1852,Infrastructure
137,412,490,330,345,Water
1451,633,760,656,2416,Agriculture
31,318,334,154,77,Water
2422,558,685,913,1389,BarrenLand
28,235,310,158,25,Water
1758,502,727,486,3210,Forests
1563,529,709,579,2389,Agriculture
26,247,225,101,53,Water
1437,455,552,652,1210,Agriculture
22,234,317,157,25,Water
2413,717,896,1212,1787,BarrenLand
34,315,347,165,83,Water
27,237,235,95,62,Water
2428,1138,1174,1268,1262,Infrastructure
1434,606,709,601,2286,Agriculture
1940,712,835,1158,1820,Infrastructure
1712,388,558,479,2286,Agriculture
2510,601,800,933,2148,BarrenLand
2381,1366,1428,1484,1980,Infrastructure
34,311,392,216,44,Water
2218,484,660,694,2034,BarrenLand
2502,1036,1108,1228,1238,Infrastructure
1707,1174,1294,1532,1648,Infrastructure
2268,1268,1476,1604,2009,Infrastructure
2771,709,915,1252,1938,BarrenLand
269,509,580,417,504,Water
2884,853,1009,1338,2038,BarrenLand
16,224,217,54,1,Water
2689,684,847,1140,1786,BarrenLand
21,212,201,95,59,Water
2438,1404,1360,1406,1731,Infrastructure
40,183,203,81,1,Water
24,227,324,151,26,Water
312,575,559,415,539,Water
21,237,214,108,64,Water
1434,439,564,437,2184,Forests
1621,477,620,601,1854,Agriculture
96,316,367,135,49,Water
3768,1738,2310,2614,2730,Infrastructure
29,277,265,118,58,Water
3264,1018,1410,1876,2644,BarrenLand
3264,1042,1388,1966,2580,BarrenLand
1527,424,518,384,2186,Forests
1787,550,744,579,3154,Forests
1678,403,605,436,2262,Forests
1192,468,684,434,2432,Forests
1441,486,498,579,813,BarrenLand
4021,899,1062,1512,2365,Agriculture
1635,648,714,778,1242,Agriculture
224,534,606,437,498,Water
2096,806,859,719,1655,Infrastructure
2356,500,690,758,2013,BarrenLand
2523,609,803,948,2238,BarrenLand
1380,548,630,713,1054,BarrenLand
2383,535,741,851,1879,BarrenLand
1420,463,623,424,2622,Forests
2679,872,1094,1374,1914,BarrenLand
2416,634,785,1070,1756,BarrenLand
1337,412,542,369,2144,Forests
18,246,332,157,24,Water
1693,449,698,477,2778,Forests
1335,487,622,450,2490,Forests
2598,1838,1878,1858,2072,Infrastructure
3138,822,1080,1456,2596,BarrenLand
3200,1442,1484,1582,1638,Infrastructure
21,209,204,83,49,Water
2498,811,941,1196,1854,BarrenLand
2445,529,710,849,2002,BarrenLand
1397,371,566,393,2124,Forests
1579,385,642,404,2744,Forests
2615,549,744,760,2262,BarrenLand
1372,856,1028,1060,1186,Infrastructure
2482,580,802,884,2366,BarrenLand
211,504,585,422,463,Water
1811,432,694,465,2396,Agriculture
1872,546,669,641,1942,Agriculture
27,186,230,69,1,Water
1837,1046,1150,1282,1459,Infrastructure
1607,550,723,519,2756,Forests
1701,500,650,415,2670,Forests
19,242,339,153,23,Water
18,259,327,155,23,Water
3972,805,1034,1448,2312,Agriculture
1697,491,704,519,2802,Forests
1472,454,618,528,2028,Agriculture
2663,663,828,1094,1736,BarrenLand
199,548,616,477,452,Water
1805,507,648,616,2283,Agriculture
1649,410,551,477,2220,Agriculture
1615,543,684,601,2082,Agriculture
1876,503,642,629,2150,Agriculture
20,238,309,153,26,Water
28,279,389,216,35,Water
1811,445,669,510,2166,Agriculture
1955,594,710,720,1953,Agriculture
20,218,216,80,36,Water
1602,551,687,603,2220,Agriculture
1178,546,615,744,1014,BarrenLand
3922,890,1102,1532,2386,Agriculture
1877,919,1050,1282,1666,Infrastructure
1419,464,527,587,1046,Agriculture
19,214,200,87,45,Water
1502,560,642,787,1082,Agriculture
2477,561,711,940,1694,BarrenLand
3366,1023,1382,1872,2754,BarrenLand
1572,527,653,590,2032,Agriculture
3182,811,1110,1694,2568,BarrenLand
1259,374,490,327,2050,Forests
3228,753,1028,1610,2338,BarrenLand
27,221,239,95,69,Water
1507,518,539,656,905,BarrenLand
2941,1624,1866,1964,2203,Infrastructure
21,289,366,202,35,Water
2031,1090,1230,1390,1995,Infrastructure
2008,1434,1494,1574,1946,Infrastructure
2847,1494,1726,1902,2101,Infrastructure
18,247,321,157,27,Water
2852,653,850,1188,2084,BarrenLand
2904,977,1288,1670,2566,BarrenLand
2025,1592,1670,1890,1997,Infrastructure
2552,751,938,1220,1766,BarrenLand
140,398,486,333,329,Water
1254,385,483,603,969,Agriculture
2694,879,1070,1404,1969,BarrenLand
2243,535,596,818,1295,BarrenLand
1885,548,680,489,3032,Forests
1608,549,739,516,2684,Forests
955,510,550,673,924,Agriculture
2352,559,741,876,2090,BarrenLand
1442,351,444,492,1216,Agriculture
2789,604,771,1112,1892,BarrenLand
1196,513,628,415,2084,Forests
2158,569,670,865,1325,BarrenLand
2433,555,720,841,1942,BarrenLand
1761,505,725,543,2742,Forests
20,198,213,75,31,Water
25,261,281,131,57,Water
26,287,379,215,40,Water
1082,973,1140,1218,1722,Infrastructure
1589,439,572,421,2208,Forests
1971,1172,1334,1296,1512,Infrastructure
24,216,223,110,60,Water
27,230,240,97,62,Water
2330,569,688,918,1412,BarrenLand
1685,532,720,519,2456,Forests
1847,1272,1404,1452,1652,Infrastructure
3922,858,1094,1538,2371,Agriculture
2918,1614,1860,2008,2099,Infrastructure
1570,455,616,472,2358,Forests
1671,397,549,486,2316,Agriculture
1403,469,632,435,2706,Forests
2273,555,665,877,1440,BarrenLand
2590,1816,2010,2214,2602,Infrastructure
21,248,230,122,61,Water
1476,477,667,494,2754,Forests
34,299,344,166,82,Water
2628,691,897,1410,1972,BarrenLand
24,233,239,105,62,Water
1701,731,915,893,1826,Agriculture
1402,476,633,825,1190,Agriculture
1831,590,798,538,3065,Agriculture
1759,937,1084,1270,1720,Infrastructure
1262,466,536,390,1678,Forests
19,238,326,157,25,Water
2059,448,764,486,3194,Agriculture
2934,626,798,1154,1926,BarrenLand
367,357,323,292,346,Water
1552,447,603,431,2566,Forests
1880,1232,1262,1456,1712,Infrastructure
2242,729,982,1268,1774,BarrenLand
1710,398,562,500,2114,Agriculture
1914,1184,1260,1506,1669,Infrastructure
1407,394,619,413,2332,Forests
2206,1080,1184,1342,1606,Infrastructure
1942,1170,1384,1300,1656,Infrastructure
3173,1462,1578,1806,2082,Infrastructure
26,229,313,160,26,Water
32,300,381,215,46,Water
24,202,221,108,62,Water
2156,881,1220,1664,1898,BarrenLand
2000,601,844,528,3601,Agriculture
21,248,309,148,25,Water
