system:index,B11,B2,B3,B4,B8,SCL,.geo
0,2364,1306,1710,2134,2564,5,"{""type"":""Point"",""coordinates"":[73.9035617438159,18.516343310105125]}"
1,2364,1416,1774,1952,2654,5,"{""type"":""Point"",""coordinates"":[73.9036564679881,18.516343859320788]}"
2,2447,1494,1744,2032,2498,5,"{""type"":""Point"",""coordinates"":[73.90375119216361,18.516344408489015]}"
3,2447,1578,1790,1902,2456,5,"{""type"":""Point"",""coordinates"":[73.90384591634246,18.516344957609814]}"
4,3213,1646,1826,1930,1832,5,"{""type"":""Point"",""coordinates"":[73.92499206786172,18.512851605014237]}"
5,3213,1486,1536,1476,1543,5,"{""type"":""Point"",""coordinates"":[73.92508679078753,18.51285214339826]}"
6,3136,1738,1906,1990,1984,5,"{""type"":""Point"",""coordinates"":[73.92518151371657,18.512852681734856]}"
7,3136,1810,2160,2348,2504,5,"{""type"":""Point"",""coordinates"":[73.92527623664884,18.512853220024034]}"
8,2689,1586,1914,2172,2361,5,"{""type"":""Point"",""coordinates"":[73.92537095958438,18.5128537582658]}"
9,2689,1476,1848,2074,2369,5,"{""type"":""Point"",""coordinates"":[73.92546568252318,18.512854296460134]}"
10,2493,1506,1820,1876,2202,5,"{""type"":""Point"",""coordinates"":[73.9255604054652,18.51285483460705]}"
11,2493,1604,1902,2050,2437,5,"{""type"":""Point"",""coordinates"":[73.92565512841051,18.512855372706547]}"
12,2317,1570,1886,2102,2595,5,"{""type"":""Point"",""coordinates"":[73.92574985135903,18.512855910758624]}"
13,2317,1604,1946,2244,2762,5,"{""type"":""Point"",""coordinates"":[73.92584457431083,18.512856448763277]}"
14,2954,1478,1678,1742,1742,5,"{""type"":""Point"",""coordinates"":[73.92499263222943,18.51276123944778]}"
15,2954,1386,1488,1548,1545,5,"{""type"":""Point"",""coordinates"":[73.92508735510553,18.512761777828988]}"
16,3287,1460,1564,1672,1664,5,"{""type"":""Point"",""coordinates"":[73.92518207798487,18.512762316162775]}"
17,3287,1750,2002,2186,2195,5,"{""type"":""Point"",""coordinates"":[73.92527680086744,18.512762854449136]}"
18,3309,1848,2138,2456,2420,5,"{""type"":""Point"",""coordinates"":[73.92537152375327,18.512763392688083]}"
19,3309,1664,1920,2148,2115,5,"{""type"":""Point"",""coordinates"":[73.92546624664236,18.51276393087961]}"
20,3267,1310,1426,1594,1579,5,"{""type"":""Point"",""coordinates"":[73.9255609695347,18.512764469023715]}"
21,3267,1530,1806,1902,1860,5,"{""type"":""Point"",""coordinates"":[73.92565569243027,18.5127650071204]}"
22,2894,1644,2004,2110,2326,5,"{""type"":""Point"",""coordinates"":[73.92575041532912,18.512765545169664]}"
23,2894,1300,1614,1898,2700,5,"{""type"":""Point"",""coordinates"":[73.9258451382312,18.51276608317151]}"
24,2954,1396,1660,1954,2143,5,"{""type"":""Point"",""coordinates"":[73.9249931965939,18.512670873880438]}"
25,2954,1504,1708,1946,1932,5,"{""type"":""Point"",""coordinates"":[73.92508791942028,18.51267141225883]}"
26,3287,1542,1712,1780,1888,5,"{""type"":""Point"",""coordinates"":[73.92518264224991,18.512671950589805]}"
27,3287,1804,2052,2282,2184,5,"{""type"":""Point"",""coordinates"":[73.92527736508279,18.512672488873356]}"
28,3309,1720,1892,2014,2034,5,"{""type"":""Point"",""coordinates"":[73.92537208791892,18.512673027109493]}"
29,3309,1526,1562,1702,1653,5,"{""type"":""Point"",""coordinates"":[73.92546681075831,18.512673565298204]}"
30,3267,1356,1352,1460,1459,5,"{""type"":""Point"",""coordinates"":[73.92556153360093,18.5126741034395]}"
31,3267,1598,1764,1938,1890,5,"{""type"":""Point"",""coordinates"":[73.9256562564468,18.512674641533373]}"
32,2894,1648,1952,2164,2410,5,"{""type"":""Point"",""coordinates"":[73.92575097929594,18.512675179579823]}"
33,2894,1170,1544,1616,3022,5,"{""type"":""Point"",""coordinates"":[73.92584570214831,18.51267571757886]}"
