system:index,B11,B2,B3,B4,B8,SCL,.geo
0,3175,3410,3500,3418,4184,9,"{""type"":""Point"",""coordinates"":[73.9035617438159,18.516343310105125]}"
1,3175,3348,3480,3430,4074,9,"{""type"":""Point"",""coordinates"":[73.9036564679881,18.516343859320788]}"
2,3344,3274,3514,3562,4092,9,"{""type"":""Point"",""coordinates"":[73.90375119216361,18.516344408489015]}"
3,3344,3410,3648,3688,4220,9,"{""type"":""Point"",""coordinates"":[73.90384591634246,18.516344957609814]}"
4,2344,2822,2908,2764,3152,9,"{""type"":""Point"",""coordinates"":[73.92499206786172,18.512851605014237]}"
5,2344,2814,2828,2722,3064,9,"{""type"":""Point"",""coordinates"":[73.92508679078753,18.51285214339826]}"
6,2319,2764,2770,2678,3032,9,"{""type"":""Point"",""coordinates"":[73.92518151371657,18.512852681734856]}"
7,2319,2624,2714,2636,3038,9,"{""type"":""Point"",""coordinates"":[73.92527623664884,18.512853220024034]}"
8,2141,2590,2600,2544,3008,9,"{""type"":""Point"",""coordinates"":[73.92537095958438,18.5128537582658]}"
9,2141,2590,2566,2458,2928,9,"{""type"":""Point"",""coordinates"":[73.92546568252318,18.512854296460134]}"
10,2113,2556,2556,2452,2984,9,"{""type"":""Point"",""coordinates"":[73.9255604054652,18.51285483460705]}"
11,2113,2520,2526,2436,3054,9,"{""type"":""Point"",""coordinates"":[73.92565512841051,18.512855372706547]}"
12,2122,2542,2512,2450,3022,9,"{""type"":""Point"",""coordinates"":[73.92574985135903,18.512855910758624]}"
13,2122,2548,2552,2520,3068,9,"{""type"":""Point"",""coordinates"":[73.92584457431083,18.512856448763277]}"
14,2238,2746,2736,2666,3022,9,"{""type"":""Point"",""coordinates"":[73.92499263222943,18.51276123944778]}"
15,2238,2718,2710,2636,2908,9,"{""type"":""Point"",""coordinates"":[73.92508735510553,18.512761777828988]}"
16,2296,2718,2724,2630,2898,9,"{""type"":""Point"",""coordinates"":[73.92518207798487,18.512762316162775]}"
17,2296,2630,2722,2648,2946,9,"{""type"":""Point"",""coordinates"":[73.92527680086744,18.512762854449136]}"
