system:index,B11,B2,B3,B4,B8,SCL,.geo
0,2677,6968,6468,6036,6124,9,"{""type"":""Point"",""coordinates"":[73.71803359499536,18.56198466148475]}"
1,2679,6968,6484,6032,6112,9,"{""type"":""Point"",""coordinates"":[73.7181283379204,18.561985305146987]}"
2,2679,6984,6484,6004,6112,9,"{""type"":""Point"",""coordinates"":[73.7182230808493,18.561985948761684]}"
3,2675,6984,6504,6032,6112,9,"{""type"":""Point"",""coordinates"":[73.71831782378207,18.56198659232884]}"
4,2675,6940,6500,6044,6112,9,"{""type"":""Point"",""coordinates"":[73.71841256671875,18.561987235848452]}"
5,2692,6944,6500,6040,6092,9,"{""type"":""Point"",""coordinates"":[73.7185073096593,18.561987879320522]}"
6,2692,6968,6484,6036,6112,9,"{""type"":""Point"",""coordinates"":[73.71860205260371,18.56198852274505]}"
7,2694,6968,6480,6012,6100,9,"{""type"":""Point"",""coordinates"":[73.71803426991386,18.561894303138597]}"
8,2702,6968,6512,6036,6084,9,"{""type"":""Point"",""coordinates"":[73.71812901278903,18.56189494679748]}"
9,2702,6928,6512,6024,6132,9,"{""type"":""Point"",""coordinates"":[73.7182237556681,18.561895590408817]}"
10,2701,6944,6540,6044,6104,9,"{""type"":""Point"",""coordinates"":[73.71831849855104,18.561896233972618]}"
11,2701,6908,6532,6060,6084,9,"{""type"":""Point"",""coordinates"":[73.71841324143786,18.561896877488874]}"
12,2688,6984,6500,6044,6112,9,"{""type"":""Point"",""coordinates"":[73.71850798432855,18.561897520957586]}"
13,2688,6988,6480,6044,6124,9,"{""type"":""Point"",""coordinates"":[73.71860272722313,18.56189816437876]}"
14,2694,6968,6508,6012,6148,9,"{""type"":""Point"",""coordinates"":[73.71803494482847,18.56180394479155]}"
15,2702,6920,6540,6036,6092,9,"{""type"":""Point"",""coordinates"":[73.71812968765381,18.561804588447075]}"
16,2702,6968,6576,6032,6084,9,"{""type"":""Point"",""coordinates"":[73.71822443048302,18.56180523205506]}"
17,2701,6928,6512,6024,6136,9,"{""type"":""Point"",""coordinates"":[73.71831917331612,18.561805875615505]}"
18,2701,6964,6500,6040,6112,9,"{""type"":""Point"",""coordinates"":[73.7184139161531,18.561806519128407]}"
19,2688,6988,6520,6004,6092,9,"{""type"":""Point"",""coordinates"":[73.71850865899395,18.561807162593766]}"
20,2688,6952,6520,6032,6100,9,"{""type"":""Point"",""coordinates"":[73.71860340183868,18.561807806011586]}"
21,2711,6968,6544,6012,6148,9,"{""type"":""Point"",""coordinates"":[73.71803561973921,18.56171358644362]}"
22,2712,6928,6528,6032,6104,9,"{""type"":""Point"",""coordinates"":[73.7181303625147,18.561714230095784]}"
23,2712,6988,6520,6040,6152,9,"{""type"":""Point"",""coordinates"":[73.71822510529407,18.56171487370042]}"
24,2710,6984,6520,6044,6112,9,"{""type"":""Point"",""coordinates"":[73.71831984807731,18.561715517257507]}"
25,2710,6968,6544,6040,6148,9,"{""type"":""Point"",""coordinates"":[73.71841459086444,18.561716160767055]}"
26,2693,6952,6544,6020,6092,9,"{""type"":""Point"",""coordinates"":[73.71850933365545,18.56171680422906]}"
27,2693,6968,6528,5988,6124,9,"{""type"":""Point"",""coordinates"":[73.71860407645033,18.561717447643524]}"
28,2774,8248,7628,7064,7016,9,"{""type"":""Point"",""coordinates"":[73.70213733596788,18.55916511757691]}"
29,2779,8240,7628,7088,7020,9,"{""type"":""Point"",""coordinates"":[73.70223207674181,18.559165769124156]}"
30,2779,8224,7632,7072,7056,9,"{""type"":""Point"",""coordinates"":[73.70232681751965,18.55916642062387]}"
31,2771,8216,7588,7076,7060,9,"{""type"":""Point"",""coordinates"":[73.70242155830141,18.55916707207605]}"
