system:index,B11,B2,B3,B4,B8,SCL,.geo
0,2373,7872,8000,8032,8376,9,"{""type"":""Point"",""coordinates"":[73.92208088222374,18.539041924724177]}"
1,2376,7872,8008,8016,8368,9,"{""type"":""Point"",""coordinates"":[73.92217561948165,18.539042465301467]}"
2,2376,7872,8000,8056,8392,9,"{""type"":""Point"",""coordinates"":[73.92227035674283,18.539043005831267]}"
3,2379,7848,7964,8032,8392,9,"{""type"":""Point"",""coordinates"":[73.92236509400728,18.539043546313575]}"
4,2379,7848,8000,8004,8320,9,"{""type"":""Point"",""coordinates"":[73.92245983127498,18.539044086748387]}"
5,2388,7852,7940,8032,8368,9,"{""type"":""Point"",""coordinates"":[73.92255456854595,18.53904462713571]}"
6,2388,7840,7972,8028,8368,9,"{""type"":""Point"",""coordinates"":[73.92264930582017,18.53904516747554]}"
7,2380,7780,8000,8028,8368,9,"{""type"":""Point"",""coordinates"":[73.92274404309765,18.539045707767876]}"
8,2382,7848,7960,8056,8336,9,"{""type"":""Point"",""coordinates"":[73.92208144897836,18.538951559494496]}"
9,2384,7848,7988,8016,8352,9,"{""type"":""Point"",""coordinates"":[73.92217618618649,18.53895210006897]}"
10,2384,7836,8008,8056,8368,9,"{""type"":""Point"",""coordinates"":[73.92227092339789,18.53895264059594]}"
11,2387,7760,7960,8068,8392,9,"{""type"":""Point"",""coordinates"":[73.92236566061254,18.538953181075428]}"
12,2387,7848,8000,8028,8376,9,"{""type"":""Point"",""coordinates"":[73.92246039783046,18.538953721507422]}"
13,2397,7872,7968,8032,8352,9,"{""type"":""Point"",""coordinates"":[73.92255513505162,18.538954261891924]}"
14,2397,7852,7972,7992,8368,9,"{""type"":""Point"",""coordinates"":[73.92264987227605,18.538954802228933]}"
15,2392,7804,8008,7992,8368,9,"{""type"":""Point"",""coordinates"":[73.92274460950375,18.53895534251845]}"
16,2382,7848,7960,8072,8368,9,"{""type"":""Point"",""coordinates"":[73.92208201572971,18.538861194263937]}"
17,2384,7808,7972,8016,8392,9,"{""type"":""Point"",""coordinates"":[73.92217675288806,18.53886173483559]}"
18,2384,7848,8012,8016,8368,9,"{""type"":""Point"",""coordinates"":[73.92227149004968,18.538862275359744]}"
19,2387,7848,7960,8032,8376,9,"{""type"":""Point"",""coordinates"":[73.92236622721454,18.53886281583641]}"
20,2387,7848,7972,8040,8392,9,"{""type"":""Point"",""coordinates"":[73.92246096438267,18.53886335626558]}"
21,2397,7836,7984,8012,8368,9,"{""type"":""Point"",""coordinates"":[73.92255570155405,18.538863896647264]}"
22,2397,7868,7960,8004,8368,9,"{""type"":""Point"",""coordinates"":[73.92265043872871,18.538864436981452]}"
23,2392,7812,7960,8040,8368,9,"{""type"":""Point"",""coordinates"":[73.92274517590661,18.53886497726815]}"
24,2394,7872,7964,8056,8376,9,"{""type"":""Point"",""coordinates"":[73.92208258247783,18.538770829032504]}"
25,2388,7884,8000,8012,8376,9,"{""type"":""Point"",""coordinates"":[73.92217731958638,18.538771369601328]}"
26,2388,7876,7968,8028,8392,9,"{""type"":""Point"",""coordinates"":[73.9222720566982,18.538771910122666]}"
