system:index,B11,B2,B3,B4,B8,SCL,.geo
0,577,1152,1202,755,702,10,"{""type"":""Point"",""coordinates"":[73.55891785342294,18.35102273228804]}"
1,516,1202,1220,765,729,10,"{""type"":""Point"",""coordinates"":[73.55901247441365,18.35102344790552]}"
2,516,1258,1224,789,729,10,"{""type"":""Point"",""coordinates"":[73.55910709540868,18.35102416347604]}"
3,776,437,712,526,610,7,"{""type"":""Point"",""coordinates"":[73.92208088222374,18.539041924724177]}"
4,933,437,744,555,649,7,"{""type"":""Point"",""coordinates"":[73.92217561948165,18.539042465301467]}"
5,933,487,799,593,716,7,"{""type"":""Point"",""coordinates"":[73.92227035674283,18.539043005831267]}"
6,1062,518,822,601,782,10,"{""type"":""Point"",""coordinates"":[73.92236509400728,18.539043546313575]}"
7,1062,591,867,608,853,10,"{""type"":""Point"",""coordinates"":[73.92245983127498,18.539044086748387]}"
8,1088,677,888,592,901,10,"{""type"":""Point"",""coordinates"":[73.92255456854595,18.53904462713571]}"
9,1088,669,915,546,872,10,"{""type"":""Point"",""coordinates"":[73.92264930582017,18.53904516747554]}"
10,1006,612,919,558,786,10,"{""type"":""Point"",""coordinates"":[73.92274404309765,18.539045707767876]}"
11,586,407,706,577,556,7,"{""type"":""Point"",""coordinates"":[73.92208144897836,18.538951559494496]}"
12,712,426,726,586,554,7,"{""type"":""Point"",""coordinates"":[73.92217618618649,18.53895210006897]}"
13,712,467,789,602,631,7,"{""type"":""Point"",""coordinates"":[73.92227092339789,18.53895264059594]}"
14,832,499,840,619,731,7,"{""type"":""Point"",""coordinates"":[73.92236566061254,18.538953181075428]}"
15,832,538,876,611,828,7,"{""type"":""Point"",""coordinates"":[73.92246039783046,18.538953721507422]}"
16,815,614,886,562,863,10,"{""type"":""Point"",""coordinates"":[73.92255513505162,18.538954261891924]}"
17,815,628,907,551,834,10,"{""type"":""Point"",""coordinates"":[73.92264987227605,18.538954802228933]}"
18,714,588,894,595,709,10,"{""type"":""Point"",""coordinates"":[73.92274460950375,18.53895534251845]}"
19,586,408,691,604,494,7,"{""type"":""Point"",""coordinates"":[73.92208201572971,18.538861194263937]}"
20,712,432,713,616,473,7,"{""type"":""Point"",""coordinates"":[73.92217675288806,18.53886173483559]}"
21,712,446,764,637,534,7,"{""type"":""Point"",""coordinates"":[73.92227149004968,18.538862275359744]}"
22,832,466,825,647,604,7,"{""type"":""Point"",""coordinates"":[73.92236622721454,18.53886281583641]}"
23,832,479,885,639,706,7,"{""type"":""Point"",""coordinates"":[73.92246096438267,18.53886335626558]}"
24,815,511,880,624,789,10,"{""type"":""Point"",""coordinates"":[73.92255570155405,18.538863896647264]}"
25,815,556,869,636,778,10,"{""type"":""Point"",""coordinates"":[73.92265043872871,18.538864436981452]}"
26,714,536,869,674,671,10,"{""type"":""Point"",""coordinates"":[73.92274517590661,18.53886497726815]}"
